r_p,wavelength,abs_sigma
1.91919e-08,9.20455e-07,7.25012e-18
1.91919e-08,9.10112e-07,8.32828e-18
1.91919e-08,9e-07,8.90803e-18
1.91919e-08,8.9011e-07,8.86693e-18
1.91919e-08,8.80435e-07,8.3501e-18
1.91919e-08,8.70968e-07,7.70942e-18
1.91919e-08,8.61702e-07,7.35948e-18
1.91919e-08,8.52632e-07,7.60967e-18
1.91919e-08,8.4375e-07,8.54029e-18
1.91919e-08,8.35052e-07,9.97194e-18
1.91919e-08,8.26531e-07,1.15397e-17
1.91919e-08,8.18182e-07,1.28418e-17
1.91919e-08,8.1e-07,1.36027e-17
1.91919e-08,8.0198e-07,1.3786e-17
1.91919e-08,7.94118e-07,1.36131e-17
1.91919e-08,7.86408e-07,1.34797e-17
1.91919e-08,7.78846e-07,1.38033e-17
1.91919e-08,7.71429e-07,1.48617e-17
1.91919e-08,7.64151e-07,1.66843e-17
1.91919e-08,7.57009e-07,1.90375e-17
1.91919e-08,7.5e-07,2.15087e-17
1.91919e-08,7.43119e-07,2.36554e-17
1.91919e-08,7.36364e-07,2.51604e-17
1.91919e-08,7.2973e-07,2.59357e-17
1.91919e-08,7.23214e-07,2.61362e-17
1.91919e-08,7.16814e-07,2.60825e-17
1.91919e-08,7.10526e-07,2.61296e-17
1.91919e-08,7.04348e-07,2.65357e-17
1.91919e-08,6.98276e-07,2.73904e-17
1.91919e-08,6.92308e-07,2.863e-17
1.91919e-08,6.86441e-07,3.01359e-17
1.91919e-08,6.80672e-07,3.18729e-17
1.91919e-08,6.75e-07,3.40043e-17
1.91919e-08,6.69421e-07,3.69278e-17
1.91919e-08,6.63934e-07,4.12023e-17
1.91919e-08,6.58537e-07,4.73846e-17
1.91919e-08,6.53226e-07,5.58308e-17
1.91919e-08,6.48e-07,6.65446e-17
1.91919e-08,6.42857e-07,7.9147e-17
1.91919e-08,6.37795e-07,9.30036e-17
1.91919e-08,6.32813e-07,1.07494e-16
1.91919e-08,6.27907e-07,1.2235e-16
1.91919e-08,6.23077e-07,1.37946e-16
1.91919e-08,6.18321e-07,1.55442e-16
1.91919e-08,6.13636e-07,1.76684e-16
1.91919e-08,6.09023e-07,2.03865e-16
1.91919e-08,6.04478e-07,2.38998e-16
1.91919e-08,6e-07,2.83344e-16
1.91919e-08,5.95588e-07,3.36941e-16
1.91919e-08,5.91241e-07,3.98394e-16
1.91919e-08,5.86957e-07,4.64996e-16
1.91919e-08,5.82734e-07,5.33194e-16
1.91919e-08,5.78571e-07,5.99296e-16
1.91919e-08,5.74468e-07,6.6026e-16
1.91919e-08,5.70423e-07,7.14356e-16
1.91919e-08,5.66434e-07,7.61553e-16
1.91919e-08,5.625e-07,8.03506e-16
1.91919e-08,5.58621e-07,8.43146e-16
1.91919e-08,5.54795e-07,8.83967e-16
1.91919e-08,5.5102e-07,9.29178e-16
1.91919e-08,5.47297e-07,9.80919e-16
1.91919e-08,5.43624e-07,1.03972e-15
1.91919e-08,5.4e-07,1.10434e-15
1.91919e-08,5.36424e-07,1.17195e-15
1.91919e-08,5.32895e-07,1.23865e-15
1.91919e-08,5.29412e-07,1.30024e-15
1.91919e-08,5.25974e-07,1.35286e-15
1.91919e-08,5.22581e-07,1.39361e-15
1.91919e-08,5.19231e-07,1.42084e-15
1.91919e-08,5.15924e-07,1.43422e-15
1.91919e-08,5.12658e-07,1.43452e-15
1.91919e-08,5.09434e-07,1.42323e-15
1.91919e-08,5.0625e-07,1.40221e-15
1.91919e-08,5.03106e-07,1.37334e-15
1.91919e-08,5e-07,1.33836e-15
1.91919e-08,4.96933e-07,1.2988e-15
1.91919e-08,4.93902e-07,1.25611e-15
1.91919e-08,4.90909e-07,1.21172e-15
1.91919e-08,4.87952e-07,1.16718e-15
1.91919e-08,4.8503e-07,1.1241e-15
1.91919e-08,4.82143e-07,1.08409e-15
1.91919e-08,4.7929e-07,1.04856e-15
1.91919e-08,4.76471e-07,1.0185e-15
1.91919e-08,4.73684e-07,9.94327e-16
1.91919e-08,4.7093e-07,9.75826e-16
1.91919e-08,4.68208e-07,9.62223e-16
1.91919e-08,4.65517e-07,9.52395e-16
1.91919e-08,4.62857e-07,9.45136e-16
1.91919e-08,4.60227e-07,9.39438e-16
1.91919e-08,4.57627e-07,9.34689e-16
1.91919e-08,4.55056e-07,9.30753e-16
1.91919e-08,4.52514e-07,9.27901e-16
1.91919e-08,4.5e-07,9.26626e-16
1.9899e-08,1e-06,5.50822e-18
1.9899e-08,9.87805e-07,4.92783e-18
1.9899e-08,9.75904e-07,4.56285e-18
1.9899e-08,9.64286e-07,4.57407e-18
1.9899e-08,9.52941e-07,5.00007e-18
1.9899e-08,9.4186e-07,5.74644e-18
1.9899e-08,9.31034e-07,6.61883e-18
1.9899e-08,9.20455e-07,7.3884e-18
1.9899e-08,9.10112e-07,7.86795e-18
1.9899e-08,9e-07,7.97382e-18
1.9899e-08,8.9011e-07,7.7537e-18
1.9899e-08,8.80435e-07,7.37153e-18
1.9899e-08,8.70968e-07,7.05476e-18
1.9899e-08,8.61702e-07,7.02093e-18
1.9899e-08,8.52632e-07,7.40736e-18
1.9899e-08,8.4375e-07,8.22646e-18
1.9899e-08,8.35052e-07,9.36113e-18
1.9899e-08,8.26531e-07,1.06018e-17
1.9899e-08,8.18182e-07,1.17141e-17
1.9899e-08,8.1e-07,1.25152e-17
1.9899e-08,8.0198e-07,1.29358e-17
1.9899e-08,7.94118e-07,1.30472e-17
1.9899e-08,7.86408e-07,1.30443e-17
1.9899e-08,7.78846e-07,1.31893e-17
1.9899e-08,7.71429e-07,1.37313e-17
1.9899e-08,7.64151e-07,1.48268e-17
1.9899e-08,7.57009e-07,1.64841e-17
1.9899e-08,7.5e-07,1.85493e-17
1.9899e-08,7.43119e-07,2.07394e-17
1.9899e-08,7.36364e-07,2.27142e-17
1.9899e-08,7.2973e-07,2.41667e-17
1.9899e-08,7.23214e-07,2.49087e-17
1.9899e-08,7.16814e-07,2.49264e-17
1.9899e-08,7.10526e-07,2.43921e-17
1.9899e-08,7.04348e-07,2.36287e-17
1.9899e-08,6.98276e-07,2.30374e-17
1.9899e-08,6.92308e-07,2.30092e-17
1.9899e-08,6.86441e-07,2.38445e-17
1.9899e-08,6.80672e-07,2.57015e-17
1.9899e-08,6.75e-07,2.85872e-17
1.9899e-08,6.69421e-07,3.23897e-17
1.9899e-08,6.63934e-07,3.69412e-17
1.9899e-08,6.58537e-07,4.20911e-17
1.9899e-08,6.53226e-07,4.77675e-17
1.9899e-08,6.48e-07,5.40092e-17
1.9899e-08,6.42857e-07,6.09597e-17
1.9899e-08,6.37795e-07,6.88291e-17
1.9899e-08,6.32813e-07,7.78368e-17
1.9899e-08,6.27907e-07,8.81579e-17
1.9899e-08,6.23077e-07,9.98949e-17
1.9899e-08,6.18321e-07,1.13088e-16
1.9899e-08,6.13636e-07,1.27767e-16
1.9899e-08,6.09023e-07,1.44038e-16
1.9899e-08,6.04478e-07,1.62177e-16
1.9899e-08,6e-07,1.82707e-16
1.9899e-08,5.95588e-07,2.06423e-16
1.9899e-08,5.91241e-07,2.34363e-16
1.9899e-08,5.86957e-07,2.67704e-16
1.9899e-08,5.82734e-07,3.07594e-16
1.9899e-08,5.78571e-07,3.54967e-16
1.9899e-08,5.74468e-07,4.10353e-16
1.9899e-08,5.70423e-07,4.73736e-16
1.9899e-08,5.66434e-07,5.44485e-16
1.9899e-08,5.625e-07,6.21376e-16
1.9899e-08,5.58621e-07,7.027e-16
1.9899e-08,5.54795e-07,7.86439e-16
1.9899e-08,5.5102e-07,8.70477e-16
1.9899e-08,5.47297e-07,9.52807e-16
1.9899e-08,5.43624e-07,1.03168e-15
1.9899e-08,5.4e-07,1.10572e-15
1.9899e-08,5.36424e-07,1.17388e-15
1.9899e-08,5.32895e-07,1.23543e-15
1.9899e-08,5.29412e-07,1.2898e-15
1.9899e-08,5.25974e-07,1.33648e-15
1.9899e-08,5.22581e-07,1.37492e-15
1.9899e-08,5.19231e-07,1.40446e-15
1.9899e-08,5.15924e-07,1.42437e-15
1.9899e-08,5.12658e-07,1.434e-15
1.9899e-08,5.09434e-07,1.43285e-15
1.9899e-08,5.0625e-07,1.42084e-15
1.9899e-08,5.03106e-07,1.39838e-15
1.9899e-08,5e-07,1.36654e-15
1.9899e-08,4.96933e-07,1.32698e-15
1.9899e-08,4.93902e-07,1.2819e-15
1.9899e-08,4.90909e-07,1.23384e-15
1.9899e-08,4.87952e-07,1.18544e-15
1.9899e-08,4.8503e-07,1.13912e-15
1.9899e-08,4.82143e-07,1.09688e-15
1.9899e-08,4.7929e-07,1.06009e-15
1.9899e-08,4.76471e-07,1.02941e-15
1.9899e-08,4.73684e-07,1.00481e-15
1.9899e-08,4.7093e-07,9.857e-16
1.9899e-08,4.68208e-07,9.71117e-16
1.9899e-08,4.65517e-07,9.59961e-16
1.9899e-08,4.62857e-07,9.51214e-16
1.9899e-08,4.60227e-07,9.44107e-16
1.9899e-08,4.57627e-07,9.38215e-16
1.9899e-08,4.55056e-07,9.33456e-16
1.9899e-08,4.52514e-07,9.30016e-16
1.9899e-08,4.5e-07,9.28217e-16
2.06061e-08,1e-06,3.44922e-18
2.06061e-08,9.87805e-07,3.3254e-18
2.06061e-08,9.75904e-07,4.03118e-18
2.06061e-08,9.64286e-07,5.35732e-18
2.06061e-08,9.52941e-07,6.90751e-18
2.06061e-08,9.4186e-07,8.22962e-18
2.06061e-08,9.31034e-07,8.96041e-18
2.06061e-08,9.20455e-07,8.93808e-18
2.06061e-08,9.10112e-07,8.24874e-18
2.06061e-08,9e-07,7.19426e-18
2.06061e-08,8.9011e-07,6.19388e-18
2.06061e-08,8.80435e-07,5.65146e-18
2.06061e-08,8.70968e-07,5.8304e-18
2.06061e-08,8.61702e-07,6.77438e-18
2.06061e-08,8.52632e-07,8.29732e-18
2.06061e-08,8.4375e-07,1.00443e-17
2.06061e-08,8.35052e-07,1.16035e-17
2.06061e-08,8.26531e-07,1.26348e-17
2.06061e-08,8.18182e-07,1.29748e-17
2.06061e-08,8.1e-07,1.26881e-17
2.06061e-08,8.0198e-07,1.20492e-17
2.06061e-08,7.94118e-07,1.14607e-17
2.06061e-08,7.86408e-07,1.13337e-17
2.06061e-08,7.78846e-07,1.19651e-17
2.06061e-08,7.71429e-07,1.34483e-17
2.06061e-08,7.64151e-07,1.56423e-17
2.06061e-08,7.57009e-07,1.82094e-17
2.06061e-08,7.5e-07,2.07073e-17
2.06061e-08,7.43119e-07,2.27111e-17
2.06061e-08,7.36364e-07,2.39285e-17
2.06061e-08,7.2973e-07,2.42767e-17
2.06061e-08,7.23214e-07,2.38997e-17
2.06061e-08,7.16814e-07,2.3124e-17
2.06061e-08,7.10526e-07,2.2366e-17
2.06061e-08,7.04348e-07,2.20216e-17
2.06061e-08,6.98276e-07,2.23687e-17
2.06061e-08,6.92308e-07,2.35126e-17
2.06061e-08,6.86441e-07,2.53874e-17
2.06061e-08,6.80672e-07,2.7813e-17
2.06061e-08,6.75e-07,3.05871e-17
2.06061e-08,6.69421e-07,3.35831e-17
2.06061e-08,6.63934e-07,3.68223e-17
2.06061e-08,6.58537e-07,4.04968e-17
2.06061e-08,6.53226e-07,4.49333e-17
2.06061e-08,6.48e-07,5.05075e-17
2.06061e-08,6.42857e-07,5.75345e-17
2.06061e-08,6.37795e-07,6.61694e-17
2.06061e-08,6.32813e-07,7.63523e-17
2.06061e-08,6.27907e-07,8.78211e-17
2.06061e-08,6.23077e-07,1.00199e-16
2.06061e-08,6.18321e-07,1.13139e-16
2.06061e-08,6.13636e-07,1.26494e-16
2.06061e-08,6.09023e-07,1.40468e-16
2.06061e-08,6.04478e-07,1.55702e-16
2.06061e-08,6e-07,1.73266e-16
2.06061e-08,5.95588e-07,1.94544e-16
2.06061e-08,5.91241e-07,2.21023e-16
2.06061e-08,5.86957e-07,2.54033e-16
2.06061e-08,5.82734e-07,2.94482e-16
2.06061e-08,5.78571e-07,3.42649e-16
2.06061e-08,5.74468e-07,3.98081e-16
2.06061e-08,5.70423e-07,4.59629e-16
2.06061e-08,5.66434e-07,5.25615e-16
2.06061e-08,5.625e-07,5.94103e-16
2.06061e-08,5.58621e-07,6.63222e-16
2.06061e-08,5.54795e-07,7.31473e-16
2.06061e-08,5.5102e-07,7.97951e-16
2.06061e-08,5.47297e-07,8.62439e-16
2.06061e-08,5.43624e-07,9.25333e-16
2.06061e-08,5.4e-07,9.87431e-16
2.06061e-08,5.36424e-07,1.04961e-15
2.06061e-08,5.32895e-07,1.11245e-15
2.06061e-08,5.29412e-07,1.17591e-15
2.06061e-08,5.25974e-07,1.23912e-15
2.06061e-08,5.22581e-07,1.30028e-15
2.06061e-08,5.19231e-07,1.35684e-15
2.06061e-08,5.15924e-07,1.40575e-15
2.06061e-08,5.12658e-07,1.44389e-15
2.06061e-08,5.09434e-07,1.46858e-15
2.06061e-08,5.0625e-07,1.47798e-15
2.06061e-08,5.03106e-07,1.47149e-15
2.06061e-08,5e-07,1.44982e-15
2.06061e-08,4.96933e-07,1.41503e-15
2.06061e-08,4.93902e-07,1.37027e-15
2.06061e-08,4.90909e-07,1.31933e-15
2.06061e-08,4.87952e-07,1.26622e-15
2.06061e-08,4.8503e-07,1.21465e-15
2.06061e-08,4.82143e-07,1.1676e-15
2.06061e-08,4.7929e-07,1.12704e-15
2.06061e-08,4.76471e-07,1.09384e-15
2.06061e-08,4.73684e-07,1.06781e-15
2.06061e-08,4.7093e-07,1.04798e-15
2.06061e-08,4.68208e-07,1.03292e-15
2.06061e-08,4.65517e-07,1.02105e-15
2.06061e-08,4.62857e-07,1.01107e-15
2.06061e-08,4.60227e-07,1.00208e-15
2.06061e-08,4.57627e-07,9.93769e-16
2.06061e-08,4.55056e-07,9.86326e-16
2.06061e-08,4.52514e-07,9.80313e-16
2.06061e-08,4.5e-07,9.76431e-16
2.13131e-08,1e-06,5.97582e-18
2.13131e-08,9.87805e-07,7.49968e-18
2.13131e-08,9.75904e-07,9.20501e-18
2.13131e-08,9.64286e-07,1.03679e-17
2.13131e-08,9.52941e-07,1.0548e-17
2.13131e-08,9.4186e-07,9.79093e-18
2.13131e-08,9.31034e-07,8.59732e-18
2.13131e-08,9.20455e-07,7.67918e-18
2.13131e-08,9.10112e-07,7.62222e-18
2.13131e-08,9e-07,8.61337e-18
2.13131e-08,8.9011e-07,1.03592e-17
2.13131e-08,8.80435e-07,1.223e-17
2.13131e-08,8.70968e-07,1.35593e-17
2.13131e-08,8.61702e-07,1.39579e-17
2.13131e-08,8.52632e-07,1.34973e-17
2.13131e-08,8.4375e-07,1.26779e-17
2.13131e-08,8.35052e-07,1.21988e-17
2.13131e-08,8.26531e-07,1.26352e-17
2.13131e-08,8.18182e-07,1.41724e-17
2.13131e-08,8.1e-07,1.65186e-17
2.13131e-08,8.0198e-07,1.90368e-17
2.13131e-08,7.94118e-07,2.1038e-17
2.13131e-08,7.86408e-07,2.21027e-17
2.13131e-08,7.78846e-07,2.22849e-17
2.13131e-08,7.71429e-07,2.21045e-17
2.13131e-08,7.64151e-07,2.23266e-17
2.13131e-08,7.57009e-07,2.36213e-17
2.13131e-08,7.5e-07,2.62518e-17
2.13131e-08,7.43119e-07,2.99287e-17
2.13131e-08,7.36364e-07,3.38962e-17
2.13131e-08,7.2973e-07,3.72195e-17
2.13131e-08,7.23214e-07,3.91547e-17
2.13131e-08,7.16814e-07,3.94486e-17
2.13131e-08,7.10526e-07,3.84451e-17
2.13131e-08,7.04348e-07,3.69599e-17
2.13131e-08,6.98276e-07,3.598e-17
2.13131e-08,6.92308e-07,3.63209e-17
2.13131e-08,6.86441e-07,3.83856e-17
2.13131e-08,6.80672e-07,4.21244e-17
2.13131e-08,6.75e-07,4.72016e-17
2.13131e-08,6.69421e-07,5.32823e-17
2.13131e-08,6.63934e-07,6.03007e-17
2.13131e-08,6.58537e-07,6.85784e-17
2.13131e-08,6.53226e-07,7.87308e-17
2.13131e-08,6.48e-07,9.14035e-17
2.13131e-08,6.42857e-07,1.06965e-16
2.13131e-08,6.37795e-07,1.25322e-16
2.13131e-08,6.32813e-07,1.45975e-16
2.13131e-08,6.27907e-07,1.68348e-16
2.13131e-08,6.23077e-07,1.92288e-16
2.13131e-08,6.18321e-07,2.18536e-16
2.13131e-08,6.13636e-07,2.48943e-16
2.13131e-08,6.09023e-07,2.86289e-16
2.13131e-08,6.04478e-07,3.33651e-16
2.13131e-08,6e-07,3.93487e-16
2.13131e-08,5.95588e-07,4.66694e-16
2.13131e-08,5.91241e-07,5.51958e-16
2.13131e-08,5.86957e-07,6.45669e-16
2.13131e-08,5.82734e-07,7.42489e-16
2.13131e-08,5.78571e-07,8.36485e-16
2.13131e-08,5.74468e-07,9.22533e-16
2.13131e-08,5.70423e-07,9.97601e-16
2.13131e-08,5.66434e-07,1.06153e-15
2.13131e-08,5.625e-07,1.11709e-15
2.13131e-08,5.58621e-07,1.16923e-15
2.13131e-08,5.54795e-07,1.22375e-15
2.13131e-08,5.5102e-07,1.28578e-15
2.13131e-08,5.47297e-07,1.35837e-15
2.13131e-08,5.43624e-07,1.44173e-15
2.13131e-08,5.4e-07,1.53313e-15
2.13131e-08,5.36424e-07,1.62753e-15
2.13131e-08,5.32895e-07,1.7187e-15
2.13131e-08,5.29412e-07,1.80057e-15
2.13131e-08,5.25974e-07,1.86826e-15
2.13131e-08,5.22581e-07,1.91876e-15
2.13131e-08,5.19231e-07,1.95107e-15
2.13131e-08,5.15924e-07,1.96576e-15
2.13131e-08,5.12658e-07,1.96442e-15
2.13131e-08,5.09434e-07,1.94895e-15
2.13131e-08,5.0625e-07,1.92116e-15
2.13131e-08,5.03106e-07,1.88261e-15
2.13131e-08,5e-07,1.83476e-15
2.13131e-08,4.96933e-07,1.77928e-15
2.13131e-08,4.93902e-07,1.71835e-15
2.13131e-08,4.90909e-07,1.65471e-15
2.13131e-08,4.87952e-07,1.59153e-15
2.13131e-08,4.8503e-07,1.53198e-15
2.13131e-08,4.82143e-07,1.47872e-15
2.13131e-08,4.7929e-07,1.43346e-15
2.13131e-08,4.76471e-07,1.39665e-15
2.13131e-08,4.73684e-07,1.36762e-15
2.13131e-08,4.7093e-07,1.34489e-15
2.13131e-08,4.68208e-07,1.3267e-15
2.13131e-08,4.65517e-07,1.31158e-15
2.13131e-08,4.62857e-07,1.29868e-15
2.13131e-08,4.60227e-07,1.28791e-15
2.13131e-08,4.57627e-07,1.27978e-15
2.13131e-08,4.55056e-07,1.27499e-15
2.13131e-08,4.52514e-07,1.27402e-15
2.13131e-08,4.5e-07,1.27682e-15
2.20202e-08,1e-06,6.94869e-18
2.20202e-08,9.87805e-07,7.06818e-18
2.20202e-08,9.75904e-07,7.49372e-18
2.20202e-08,9.64286e-07,8.10728e-18
2.20202e-08,9.52941e-07,8.72399e-18
2.20202e-08,9.4186e-07,9.17271e-18
2.20202e-08,9.31034e-07,9.36814e-18
2.20202e-08,9.20455e-07,9.34459e-18
2.20202e-08,9.10112e-07,9.23868e-18
2.20202e-08,9e-07,9.22973e-18
2.20202e-08,8.9011e-07,9.46415e-18
2.20202e-08,8.80435e-07,9.99576e-18
2.20202e-08,8.70968e-07,1.07668e-17
2.20202e-08,8.61702e-07,1.16365e-17
2.20202e-08,8.52632e-07,1.24443e-17
2.20202e-08,8.4375e-07,1.30803e-17
2.20202e-08,8.35052e-07,1.35325e-17
2.20202e-08,8.26531e-07,1.38923e-17
2.20202e-08,8.18182e-07,1.43155e-17
2.20202e-08,8.1e-07,1.49554e-17
2.20202e-08,8.0198e-07,1.5899e-17
2.20202e-08,7.94118e-07,1.7132e-17
2.20202e-08,7.86408e-07,1.85485e-17
2.20202e-08,7.78846e-07,2.00025e-17
2.20202e-08,7.71429e-07,2.13772e-17
2.20202e-08,7.64151e-07,2.26419e-17
2.20202e-08,7.57009e-07,2.38691e-17
2.20202e-08,7.5e-07,2.51999e-17
2.20202e-08,7.43119e-07,2.67699e-17
2.20202e-08,7.36364e-07,2.86237e-17
2.20202e-08,7.2973e-07,3.06577e-17
2.20202e-08,7.23214e-07,3.26201e-17
2.20202e-08,7.16814e-07,3.41796e-17
2.20202e-08,7.10526e-07,3.5046e-17
2.20202e-08,7.04348e-07,3.51029e-17
2.20202e-08,6.98276e-07,3.45052e-17
2.20202e-08,6.92308e-07,3.36988e-17
2.20202e-08,6.86441e-07,3.33473e-17
2.20202e-08,6.80672e-07,3.41794e-17
2.20202e-08,6.75e-07,3.68033e-17
2.20202e-08,6.69421e-07,4.15451e-17
2.20202e-08,6.63934e-07,4.83689e-17
2.20202e-08,6.58537e-07,5.69067e-17
2.20202e-08,6.53226e-07,6.65942e-17
2.20202e-08,6.48e-07,7.68714e-17
2.20202e-08,6.42857e-07,8.73838e-17
2.20202e-08,6.37795e-07,9.81188e-17
2.20202e-08,6.32813e-07,1.09434e-16
2.20202e-08,6.27907e-07,1.2197e-16
2.20202e-08,6.23077e-07,1.3648e-16
2.20202e-08,6.18321e-07,1.53642e-16
2.20202e-08,6.13636e-07,1.73927e-16
2.20202e-08,6.09023e-07,1.9757e-16
2.20202e-08,6.04478e-07,2.24676e-16
2.20202e-08,6e-07,2.55423e-16
2.20202e-08,5.95588e-07,2.90288e-16
2.20202e-08,5.91241e-07,3.30215e-16
2.20202e-08,5.86957e-07,3.76646e-16
2.20202e-08,5.82734e-07,4.3136e-16
2.20202e-08,5.78571e-07,4.96142e-16
2.20202e-08,5.74468e-07,5.72348e-16
2.20202e-08,5.70423e-07,6.60471e-16
2.20202e-08,5.66434e-07,7.59833e-16
2.20202e-08,5.625e-07,8.68488e-16
2.20202e-08,5.58621e-07,9.83399e-16
2.20202e-08,5.54795e-07,1.10084e-15
2.20202e-08,5.5102e-07,1.21696e-15
2.20202e-08,5.47297e-07,1.32831e-15
2.20202e-08,5.43624e-07,1.43237e-15
2.20202e-08,5.4e-07,1.52765e-15
2.20202e-08,5.36424e-07,1.61371e-15
2.20202e-08,5.32895e-07,1.69081e-15
2.20202e-08,5.29412e-07,1.75943e-15
2.20202e-08,5.25974e-07,1.81977e-15
2.20202e-08,5.22581e-07,1.87142e-15
2.20202e-08,5.19231e-07,1.91318e-15
2.20202e-08,5.15924e-07,1.94324e-15
2.20202e-08,5.12658e-07,1.95954e-15
2.20202e-08,5.09434e-07,1.96033e-15
2.20202e-08,5.0625e-07,1.94471e-15
2.20202e-08,5.03106e-07,1.91306e-15
2.20202e-08,5e-07,1.86719e-15
2.20202e-08,4.96933e-07,1.8102e-15
2.20202e-08,4.93902e-07,1.74615e-15
2.20202e-08,4.90909e-07,1.6794e-15
2.20202e-08,4.87952e-07,1.61407e-15
2.20202e-08,4.8503e-07,1.55344e-15
2.20202e-08,4.82143e-07,1.49964e-15
2.20202e-08,4.7929e-07,1.4536e-15
2.20202e-08,4.76471e-07,1.41514e-15
2.20202e-08,4.73684e-07,1.38339e-15
2.20202e-08,4.7093e-07,1.35716e-15
2.20202e-08,4.68208e-07,1.33536e-15
2.20202e-08,4.65517e-07,1.31722e-15
2.20202e-08,4.62857e-07,1.30239e-15
2.20202e-08,4.60227e-07,1.29089e-15
2.20202e-08,4.57627e-07,1.28288e-15
2.20202e-08,4.55056e-07,1.27847e-15
2.20202e-08,4.52514e-07,1.27751e-15
2.20202e-08,4.5e-07,1.27955e-15
2.27273e-08,1e-06,7.37942e-18
2.27273e-08,9.87805e-07,6.89173e-18
2.27273e-08,9.75904e-07,7.79028e-18
2.27273e-08,9.64286e-07,9.69783e-18
2.27273e-08,9.52941e-07,1.17506e-17
2.27273e-08,9.4186e-07,1.30469e-17
2.27273e-08,9.31034e-07,1.31019e-17
2.27273e-08,9.20455e-07,1.20825e-17
2.27273e-08,9.10112e-07,1.07111e-17
2.27273e-08,9e-07,9.89389e-18
2.27273e-08,8.9011e-07,1.02654e-17
2.27273e-08,8.80435e-07,1.18767e-17
2.27273e-08,8.70968e-07,1.41785e-17
2.27273e-08,8.61702e-07,1.63046e-17
2.27273e-08,8.52632e-07,1.75103e-17
2.27273e-08,8.4375e-07,1.75465e-17
2.27273e-08,8.35052e-07,1.67873e-17
2.27273e-08,8.26531e-07,1.60471e-17
2.27273e-08,8.18182e-07,1.61789e-17
2.27273e-08,8.1e-07,1.76529e-17
2.27273e-08,8.0198e-07,2.03211e-17
2.27273e-08,7.94118e-07,2.34859e-17
2.27273e-08,7.86408e-07,2.62428e-17
2.27273e-08,7.78846e-07,2.79311e-17
2.27273e-08,7.71429e-07,2.84753e-17
2.27273e-08,7.64151e-07,2.84462e-17
2.27273e-08,7.57009e-07,2.8804e-17
2.27273e-08,7.5e-07,3.04367e-17
2.27273e-08,7.43119e-07,3.37073e-17
2.27273e-08,7.36364e-07,3.82243e-17
2.27273e-08,7.2973e-07,4.29538e-17
2.27273e-08,7.23214e-07,4.66341e-17
2.27273e-08,7.16814e-07,4.83175e-17
2.27273e-08,7.10526e-07,4.78014e-17
2.27273e-08,7.04348e-07,4.57589e-17
2.27273e-08,6.98276e-07,4.3511e-17
2.27273e-08,6.92308e-07,4.25419e-17
2.27273e-08,6.86441e-07,4.39707e-17
2.27273e-08,6.80672e-07,4.82101e-17
2.27273e-08,6.75e-07,5.49541e-17
2.27273e-08,6.69421e-07,6.3486e-17
2.27273e-08,6.63934e-07,7.31499e-17
2.27273e-08,6.58537e-07,8.37573e-17
2.27273e-08,6.53226e-07,9.57346e-17
2.27273e-08,6.48e-07,1.09942e-16
2.27273e-08,6.42857e-07,1.27264e-16
2.27273e-08,6.37795e-07,1.48179e-16
2.27273e-08,6.32813e-07,1.72572e-16
2.27273e-08,6.27907e-07,1.99912e-16
2.27273e-08,6.23077e-07,2.2979e-16
2.27273e-08,6.18321e-07,2.6259e-16
2.27273e-08,6.13636e-07,2.99981e-16
2.27273e-08,6.09023e-07,3.4494e-16
2.27273e-08,6.04478e-07,4.0115e-16
2.27273e-08,6e-07,4.71894e-16
2.27273e-08,5.95588e-07,5.58762e-16
2.27273e-08,5.91241e-07,6.60638e-16
2.27273e-08,5.86957e-07,7.73377e-16
2.27273e-08,5.82734e-07,8.90398e-16
2.27273e-08,5.78571e-07,1.00412e-15
2.27273e-08,5.74468e-07,1.10782e-15
2.27273e-08,5.70423e-07,1.19748e-15
2.27273e-08,5.66434e-07,1.27286e-15
2.27273e-08,5.625e-07,1.33759e-15
2.27273e-08,5.58621e-07,1.39819e-15
2.27273e-08,5.54795e-07,1.46223e-15
2.27273e-08,5.5102e-07,1.53617e-15
2.27273e-08,5.47297e-07,1.62363e-15
2.27273e-08,5.43624e-07,1.72437e-15
2.27273e-08,5.4e-07,1.83437e-15
2.27273e-08,5.36424e-07,1.94692e-15
2.27273e-08,5.32895e-07,2.05418e-15
2.27273e-08,5.29412e-07,2.14897e-15
2.27273e-08,5.25974e-07,2.22599e-15
2.27273e-08,5.22581e-07,2.28244e-15
2.27273e-08,5.19231e-07,2.31789e-15
2.27273e-08,5.15924e-07,2.33349e-15
2.27273e-08,5.12658e-07,2.33116e-15
2.27273e-08,5.09434e-07,2.31275e-15
2.27273e-08,5.0625e-07,2.27981e-15
2.27273e-08,5.03106e-07,2.23361e-15
2.27273e-08,5e-07,2.17563e-15
2.27273e-08,4.96933e-07,2.10804e-15
2.27273e-08,4.93902e-07,2.03395e-15
2.27273e-08,4.90909e-07,1.95732e-15
2.27273e-08,4.87952e-07,1.88243e-15
2.27273e-08,4.8503e-07,1.8132e-15
2.27273e-08,4.82143e-07,1.75245e-15
2.27273e-08,4.7929e-07,1.70146e-15
2.27273e-08,4.76471e-07,1.65994e-15
2.27273e-08,4.73684e-07,1.62646e-15
2.27273e-08,4.7093e-07,1.59908e-15
2.27273e-08,4.68208e-07,1.57609e-15
2.27273e-08,4.65517e-07,1.5565e-15
