r_p,wavelength,scat_sigma
1.9899e-08,4.93902e-07,2.67022e-17
1.9899e-08,4.90909e-07,2.53899e-17
1.9899e-08,4.87952e-07,2.43151e-17
1.9899e-08,4.8503e-07,2.35096e-17
1.9899e-08,4.82143e-07,2.2983e-17
1.9899e-08,4.7929e-07,2.27236e-17
1.9899e-08,4.76471e-07,2.27017e-17
1.9899e-08,4.73684e-07,2.28754e-17
1.9899e-08,4.7093e-07,2.31978e-17
1.9899e-08,4.68208e-07,2.3624e-17
1.9899e-08,4.65517e-07,2.41171e-17
1.9899e-08,4.62857e-07,2.4652e-17
1.9899e-08,4.60227e-07,2.52164e-17
1.9899e-08,4.57627e-07,2.58094e-17
1.9899e-08,4.55056e-07,2.64376e-17
1.9899e-08,4.52514e-07,2.71103e-17
1.9899e-08,4.5e-07,2.78349e-17
2.06061e-08,1e-06,1.26091e-18
2.06061e-08,9.87805e-07,1.33776e-18
2.06061e-08,9.75904e-07,1.42239e-18
2.06061e-08,9.64286e-07,1.51174e-18
2.06061e-08,9.52941e-07,1.60241e-18
2.06061e-08,9.4186e-07,1.69191e-18
2.06061e-08,9.31034e-07,1.7795e-18
2.06061e-08,9.20455e-07,1.86656e-18
2.06061e-08,9.10112e-07,1.95608e-18
2.06061e-08,9e-07,2.05176e-18
2.06061e-08,8.9011e-07,2.15677e-18
2.06061e-08,8.80435e-07,2.27277e-18
2.06061e-08,8.70968e-07,2.39943e-18
2.06061e-08,8.61702e-07,2.53453e-18
2.06061e-08,8.52632e-07,2.67486e-18
2.06061e-08,8.4375e-07,2.81729e-18
2.06061e-08,8.35052e-07,2.96001e-18
2.06061e-08,8.26531e-07,3.10316e-18
2.06061e-08,8.18182e-07,3.24903e-18
2.06061e-08,8.1e-07,3.40143e-18
2.06061e-08,8.0198e-07,3.56455e-18
2.06061e-08,7.94118e-07,3.74178e-18
2.06061e-08,7.86408e-07,3.93458e-18
2.06061e-08,7.78846e-07,4.14209e-18
2.06061e-08,7.71429e-07,4.36138e-18
2.06061e-08,7.64151e-07,4.5884e-18
2.06061e-08,7.57009e-07,4.81938e-18
2.06061e-08,7.5e-07,5.05216e-18
2.06061e-08,7.43119e-07,5.28709e-18
2.06061e-08,7.36364e-07,5.52732e-18
2.06061e-08,7.2973e-07,5.77817e-18
2.06061e-08,7.23214e-07,6.04594e-18
2.06061e-08,7.16814e-07,6.33639e-18
2.06061e-08,7.10526e-07,6.65348e-18
2.06061e-08,7.04348e-07,6.99855e-18
2.06061e-08,6.98276e-07,7.37044e-18
2.06061e-08,6.92308e-07,7.76631e-18
2.06061e-08,6.86441e-07,8.18312e-18
2.06061e-08,6.80672e-07,8.61911e-18
2.06061e-08,6.75e-07,9.07498e-18
2.06061e-08,6.69421e-07,9.55425e-18
2.06061e-08,6.63934e-07,1.00627e-17
2.06061e-08,6.58537e-07,1.06072e-17
2.06061e-08,6.53226e-07,1.11935e-17
2.06061e-08,6.48e-07,1.18253e-17
2.06061e-08,6.42857e-07,1.25027e-17
2.06061e-08,6.37795e-07,1.32228e-17
2.06061e-08,6.32813e-07,1.39812e-17
2.06061e-08,6.27907e-07,1.47741e-17
2.06061e-08,6.23077e-07,1.56016e-17
2.06061e-08,6.18321e-07,1.64694e-17
2.06061e-08,6.13636e-07,1.73903e-17
2.06061e-08,6.09023e-07,1.83832e-17
2.06061e-08,6.04478e-07,1.94706e-17
2.06061e-08,6e-07,2.06742e-17
2.06061e-08,5.95588e-07,2.20094e-17
2.06061e-08,5.91241e-07,2.34807e-17
2.06061e-08,5.86957e-07,2.50778e-17
2.06061e-08,5.82734e-07,2.6775e-17
2.06061e-08,5.78571e-07,2.85326e-17
2.06061e-08,5.74468e-07,3.03022e-17
2.06061e-08,5.70423e-07,3.2033e-17
2.06061e-08,5.66434e-07,3.368e-17
2.06061e-08,5.625e-07,3.52105e-17
2.06061e-08,5.58621e-07,3.66092e-17
2.06061e-08,5.54795e-07,3.7879e-17
2.06061e-08,5.5102e-07,3.90381e-17
2.06061e-08,5.47297e-07,4.01138e-17
2.06061e-08,5.43624e-07,4.11333e-17
2.06061e-08,5.4e-07,4.21139e-17
2.06061e-08,5.36424e-07,4.30549e-17
2.06061e-08,5.32895e-07,4.39318e-17
2.06061e-08,5.29412e-07,4.4696e-17
2.06061e-08,5.25974e-07,4.52792e-17
2.06061e-08,5.22581e-07,4.56026e-17
2.06061e-08,5.19231e-07,4.55898e-17
2.06061e-08,5.15924e-07,4.51804e-17
2.06061e-08,5.12658e-07,4.4343e-17
2.06061e-08,5.09434e-07,4.30844e-17
2.06061e-08,5.0625e-07,4.14531e-17
2.06061e-08,5.03106e-07,3.95371e-17
2.06061e-08,5e-07,3.74551e-17
2.06061e-08,4.96933e-07,3.53432e-17
2.06061e-08,4.93902e-07,3.33383e-17
2.06061e-08,4.90909e-07,3.1562e-17
2.06061e-08,4.87952e-07,3.01071e-17
2.06061e-08,4.8503e-07,2.9028e-17
2.06061e-08,4.82143e-07,2.83379e-17
2.06061e-08,4.7929e-07,2.80121e-17
2.06061e-08,4.76471e-07,2.79966e-17
2.06061e-08,4.73684e-07,2.82202e-17
2.06061e-08,4.7093e-07,2.86085e-17
2.06061e-08,4.68208e-07,2.90962e-17
2.06061e-08,4.65517e-07,2.96359e-17
2.06061e-08,4.62857e-07,3.0203e-17
2.06061e-08,4.60227e-07,3.0795e-17
2.06061e-08,4.57627e-07,3.14257e-17
2.06061e-08,4.55056e-07,3.21181e-17
2.06061e-08,4.52514e-07,3.28938e-17
2.06061e-08,4.5e-07,3.37657e-17
2.13131e-08,1e-06,1.95217e-18
2.13131e-08,9.87805e-07,2.0767e-18
2.13131e-08,9.75904e-07,2.20265e-18
2.13131e-08,9.64286e-07,2.3262e-18
2.13131e-08,9.52941e-07,2.44775e-18
2.13131e-08,9.4186e-07,2.57182e-18
2.13131e-08,9.31034e-07,2.70486e-18
2.13131e-08,9.20455e-07,2.85215e-18
2.13131e-08,9.10112e-07,3.01527e-18
2.13131e-08,9e-07,3.19145e-18
2.13131e-08,8.9011e-07,3.37511e-18
2.13131e-08,8.80435e-07,3.56087e-18
2.13131e-08,8.70968e-07,3.74646e-18
2.13131e-08,8.61702e-07,3.93418e-18
2.13131e-08,8.52632e-07,4.13006e-18
2.13131e-08,8.4375e-07,4.34118e-18
2.13131e-08,8.35052e-07,4.57239e-18
2.13131e-08,8.26531e-07,4.82401e-18
2.13131e-08,8.18182e-07,5.09174e-18
2.13131e-08,8.1e-07,5.36891e-18
2.13131e-08,8.0198e-07,5.65001e-18
2.13131e-08,7.94118e-07,5.93382e-18
2.13131e-08,7.86408e-07,6.22469e-18
2.13131e-08,7.78846e-07,6.5311e-18
2.13131e-08,7.71429e-07,6.86213e-18
2.13131e-08,7.64151e-07,7.2234e-18
2.13131e-08,7.57009e-07,7.61432e-18
2.13131e-08,7.5e-07,8.02825e-18
2.13131e-08,7.43119e-07,8.45544e-18
2.13131e-08,7.36364e-07,8.88793e-18
2.13131e-08,7.2973e-07,9.32406e-18
2.13131e-08,7.23214e-07,9.77071e-18
2.13131e-08,7.16814e-07,1.02421e-17
2.13131e-08,7.10526e-07,1.07554e-17
2.13131e-08,7.04348e-07,1.13253e-17
2.13131e-08,6.98276e-07,1.19597e-17
2.13131e-08,6.92308e-07,1.26578e-17
2.13131e-08,6.86441e-07,1.34128e-17
2.13131e-08,6.80672e-07,1.42169e-17
2.13131e-08,6.75e-07,1.50667e-17
2.13131e-08,6.69421e-07,1.59666e-17
2.13131e-08,6.63934e-07,1.69284e-17
2.13131e-08,6.58537e-07,1.79667e-17
2.13131e-08,6.53226e-07,1.90931e-17
2.13131e-08,6.48e-07,2.03113e-17
2.13131e-08,6.42857e-07,2.16167e-17
2.13131e-08,6.37795e-07,2.30004e-17
2.13131e-08,6.32813e-07,2.44586e-17
2.13131e-08,6.27907e-07,2.60014e-17
2.13131e-08,6.23077e-07,2.76577e-17
2.13131e-08,6.18321e-07,2.94725e-17
2.13131e-08,6.13636e-07,3.14944e-17
2.13131e-08,6.09023e-07,3.37565e-17
2.13131e-08,6.04478e-07,3.62554e-17
2.13131e-08,6e-07,3.89371e-17
2.13131e-08,5.95588e-07,4.16953e-17
2.13131e-08,5.91241e-07,4.43857e-17
2.13131e-08,5.86957e-07,4.68552e-17
2.13131e-08,5.82734e-07,4.89784e-17
2.13131e-08,5.78571e-07,5.06928e-17
2.13131e-08,5.74468e-07,5.20197e-17
2.13131e-08,5.70423e-07,5.30657e-17
2.13131e-08,5.66434e-07,5.40003e-17
2.13131e-08,5.625e-07,5.50161e-17
2.13131e-08,5.58621e-07,5.62792e-17
2.13131e-08,5.54795e-07,5.78846e-17
2.13131e-08,5.5102e-07,5.98279e-17
2.13131e-08,5.47297e-07,6.20006e-17
2.13131e-08,5.43624e-07,6.42109e-17
2.13131e-08,5.4e-07,6.62231e-17
2.13131e-08,5.36424e-07,6.78064e-17
2.13131e-08,5.32895e-07,6.87785e-17
2.13131e-08,5.29412e-07,6.90358e-17
2.13131e-08,5.25974e-07,6.85619e-17
2.13131e-08,5.22581e-07,6.74164e-17
2.13131e-08,5.19231e-07,6.57096e-17
2.13131e-08,5.15924e-07,6.35725e-17
2.13131e-08,5.12658e-07,6.11304e-17
2.13131e-08,5.09434e-07,5.84892e-17
2.13131e-08,5.0625e-07,5.57336e-17
2.13131e-08,5.03106e-07,5.29365e-17
2.13131e-08,5e-07,5.01717e-17
2.13131e-08,4.96933e-07,4.75247e-17
2.13131e-08,4.93902e-07,4.50937e-17
2.13131e-08,4.90909e-07,4.29815e-17
2.13131e-08,4.87952e-07,4.12787e-17
2.13131e-08,4.8503e-07,4.00458e-17
2.13131e-08,4.82143e-07,3.92987e-17
2.13131e-08,4.7929e-07,3.90055e-17
2.13131e-08,4.76471e-07,3.90945e-17
2.13131e-08,4.73684e-07,3.94724e-17
2.13131e-08,4.7093e-07,4.00472e-17
2.13131e-08,4.68208e-07,4.07486e-17
2.13131e-08,4.65517e-07,4.15401e-17
2.13131e-08,4.62857e-07,4.24182e-17
2.13131e-08,4.60227e-07,4.34018e-17
2.13131e-08,4.57627e-07,4.45141e-17
2.13131e-08,4.55056e-07,4.57651e-17
2.13131e-08,4.52514e-07,4.71403e-17
2.13131e-08,4.5e-07,4.85997e-17
2.20202e-08,1e-06,1.97735e-18
2.20202e-08,9.87805e-07,2.09823e-18
2.20202e-08,9.75904e-07,2.227e-18
2.20202e-08,9.64286e-07,2.35953e-18
2.20202e-08,9.52941e-07,2.49267e-18
2.20202e-08,9.4186e-07,2.62565e-18
2.20202e-08,9.31034e-07,2.76049e-18
2.20202e-08,9.20455e-07,2.90121e-18
2.20202e-08,9.10112e-07,3.05216e-18
2.20202e-08,9e-07,3.21629e-18
2.20202e-08,8.9011e-07,3.39411e-18
2.20202e-08,8.80435e-07,3.58358e-18
2.20202e-08,8.70968e-07,3.78126e-18
2.20202e-08,8.61702e-07,3.98391e-18
2.20202e-08,8.52632e-07,4.19011e-18
2.20202e-08,8.4375e-07,4.40097e-18
2.20202e-08,8.35052e-07,4.61989e-18
2.20202e-08,8.26531e-07,4.85128e-18
2.20202e-08,8.18182e-07,5.09885e-18
2.20202e-08,8.1e-07,5.36429e-18
2.20202e-08,8.0198e-07,5.64677e-18
2.20202e-08,7.94118e-07,5.94355e-18
2.20202e-08,7.86408e-07,6.25147e-18
2.20202e-08,7.78846e-07,6.56856e-18
2.20202e-08,7.71429e-07,6.8952e-18
2.20202e-08,7.64151e-07,7.23427e-18
2.20202e-08,7.57009e-07,7.59014e-18
2.20202e-08,7.5e-07,7.96702e-18
2.20202e-08,7.43119e-07,8.36731e-18
2.20202e-08,7.36364e-07,8.79077e-18
2.20202e-08,7.2973e-07,9.23504e-18
2.20202e-08,7.23214e-07,9.69725e-18
2.20202e-08,7.16814e-07,1.01764e-17
2.20202e-08,7.10526e-07,1.06754e-17
2.20202e-08,7.04348e-07,1.12016e-17
2.20202e-08,6.98276e-07,1.17664e-17
2.20202e-08,6.92308e-07,1.23823e-17
2.20202e-08,6.86441e-07,1.30595e-17
2.20202e-08,6.80672e-07,1.38031e-17
2.20202e-08,6.75e-07,1.46117e-17
2.20202e-08,6.69421e-07,1.54776e-17
2.20202e-08,6.63934e-07,1.63904e-17
2.20202e-08,6.58537e-07,1.73408e-17
2.20202e-08,6.53226e-07,1.83254e-17
2.20202e-08,6.48e-07,1.9349e-17
2.20202e-08,6.42857e-07,2.04251e-17
2.20202e-08,6.37795e-07,2.15732e-17
2.20202e-08,6.32813e-07,2.28142e-17
2.20202e-08,6.27907e-07,2.4166e-17
2.20202e-08,6.23077e-07,2.56394e-17
2.20202e-08,6.18321e-07,2.72377e-17
2.20202e-08,6.13636e-07,2.89594e-17
2.20202e-08,6.09023e-07,3.0803e-17
2.20202e-08,6.04478e-07,3.27731e-17
2.20202e-08,6e-07,3.48842e-17
2.20202e-08,5.95588e-07,3.71608e-17
2.20202e-08,5.91241e-07,3.96334e-17
2.20202e-08,5.86957e-07,4.23286e-17
2.20202e-08,5.82734e-07,4.52575e-17
2.20202e-08,5.78571e-07,4.84047e-17
2.20202e-08,5.74468e-07,5.17203e-17
2.20202e-08,5.70423e-07,5.51194e-17
2.20202e-08,5.66434e-07,5.84892e-17
2.20202e-08,5.625e-07,6.17028e-17
2.20202e-08,5.58621e-07,6.46374e-17
2.20202e-08,5.54795e-07,6.71923e-17
2.20202e-08,5.5102e-07,6.93029e-17
2.20202e-08,5.47297e-07,7.09463e-17
2.20202e-08,5.43624e-07,7.21382e-17
2.20202e-08,5.4e-07,7.29203e-17
2.20202e-08,5.36424e-07,7.33434e-17
2.20202e-08,5.32895e-07,7.34487e-17
2.20202e-08,5.29412e-07,7.32539e-17
2.20202e-08,5.25974e-07,7.27472e-17
2.20202e-08,5.22581e-07,7.1891e-17
2.20202e-08,5.19231e-07,7.06352e-17
2.20202e-08,5.15924e-07,6.89367e-17
2.20202e-08,5.12658e-07,6.67793e-17
2.20202e-08,5.09434e-07,6.4191e-17
2.20202e-08,5.0625e-07,6.12512e-17
2.20202e-08,5.03106e-07,5.80887e-17
2.20202e-08,5e-07,5.48674e-17
2.20202e-08,4.96933e-07,5.17654e-17
2.20202e-08,4.93902e-07,4.895e-17
2.20202e-08,4.90909e-07,4.65554e-17
2.20202e-08,4.87952e-07,4.46664e-17
2.20202e-08,4.8503e-07,4.33123e-17
2.20202e-08,4.82143e-07,4.24713e-17
2.20202e-08,4.7929e-07,4.20833e-17
2.20202e-08,4.76471e-07,4.20675e-17
2.20202e-08,4.73684e-07,4.23412e-17
2.20202e-08,4.7093e-07,4.28343e-17
2.20202e-08,4.68208e-07,4.34979e-17
2.20202e-08,4.65517e-07,4.43053e-17
2.20202e-08,4.62857e-07,4.52464e-17
2.20202e-08,4.60227e-07,4.63195e-17
2.20202e-08,4.57627e-07,4.75207e-17
2.20202e-08,4.55056e-07,4.8838e-17
2.20202e-08,4.52514e-07,5.0248e-17
2.20202e-08,4.5e-07,5.17188e-17
2.27273e-08,1e-06,2.68588e-18
2.27273e-08,9.87805e-07,2.84752e-18
2.27273e-08,9.75904e-07,3.02949e-18
2.27273e-08,9.64286e-07,3.22206e-18
2.27273e-08,9.52941e-07,3.41436e-18
2.27273e-08,9.4186e-07,3.60038e-18
2.27273e-08,9.31034e-07,3.78227e-18
2.27273e-08,9.20455e-07,3.96938e-18
2.27273e-08,9.10112e-07,4.17345e-18
2.27273e-08,9e-07,4.40261e-18
2.27273e-08,8.9011e-07,4.65734e-18
2.27273e-08,8.80435e-07,4.93046e-18
2.27273e-08,8.70968e-07,5.21118e-18
2.27273e-08,8.61702e-07,5.49116e-18
2.27273e-08,8.52632e-07,5.76927e-18
2.27273e-08,8.4375e-07,6.05271e-18
2.27273e-08,8.35052e-07,6.35371e-18
2.27273e-08,8.26531e-07,6.68361e-18
2.27273e-08,8.18182e-07,7.04714e-18
2.27273e-08,8.1e-07,7.44017e-18
2.27273e-08,8.0198e-07,7.852e-18
2.27273e-08,7.94118e-07,8.27124e-18
2.27273e-08,7.86408e-07,8.69238e-18
2.27273e-08,7.78846e-07,9.11956e-18
2.27273e-08,7.71429e-07,9.56556e-18
2.27273e-08,7.64151e-07,1.00461e-17
2.27273e-08,7.57009e-07,1.05724e-17
2.27273e-08,7.5e-07,1.11452e-17
2.27273e-08,7.43119e-07,1.17543e-17
2.27273e-08,7.36364e-07,1.23831e-17
2.27273e-08,7.2973e-07,1.30181e-17
2.27273e-08,7.23214e-07,1.36567e-17
2.27273e-08,7.16814e-07,1.43118e-17
2.27273e-08,7.10526e-07,1.50093e-17
2.27273e-08,7.04348e-07,1.578e-17
2.27273e-08,6.98276e-07,1.6648e-17
2.27273e-08,6.92308e-07,1.76231e-17
2.27273e-08,6.86441e-07,1.86986e-17
2.27273e-08,6.80672e-07,1.98567e-17
2.27273e-08,6.75e-07,2.10794e-17
2.27273e-08,6.69421e-07,2.23589e-17
2.27273e-08,6.63934e-07,2.37039e-17
2.27273e-08,6.58537e-07,2.51373e-17
2.27273e-08,6.53226e-07,2.66872e-17
2.27273e-08,6.48e-07,2.83748e-17
2.27273e-08,6.42857e-07,3.02069e-17
2.27273e-08,6.37795e-07,3.21755e-17
2.27273e-08,6.32813e-07,3.42681e-17
2.27273e-08,6.27907e-07,3.64834e-17
2.27273e-08,6.23077e-07,3.88449e-17
2.27273e-08,6.18321e-07,4.14047e-17
2.27273e-08,6.13636e-07,4.42314e-17
2.27273e-08,6.09023e-07,4.73832e-17
2.27273e-08,6.04478e-07,5.0874e-17
2.27273e-08,6e-07,5.46444e-17
2.27273e-08,5.95588e-07,5.85517e-17
2.27273e-08,5.91241e-07,6.23859e-17
2.27273e-08,5.86957e-07,6.59122e-17
2.27273e-08,5.82734e-07,6.89303e-17
2.27273e-08,5.78571e-07,7.13334e-17
2.27273e-08,5.74468e-07,7.31467e-17
2.27273e-08,5.70423e-07,7.45322e-17
2.27273e-08,5.66434e-07,7.57544e-17
2.27273e-08,5.625e-07,7.71134e-17
2.27273e-08,5.58621e-07,7.88644e-17
2.27273e-08,5.54795e-07,8.11454e-17
2.27273e-08,5.5102e-07,8.3934e-17
2.27273e-08,5.47297e-07,8.70463e-17
2.27273e-08,5.43624e-07,9.01771e-17
2.27273e-08,5.4e-07,9.29688e-17
2.27273e-08,5.36424e-07,9.509e-17
2.27273e-08,5.32895e-07,9.63008e-17
2.27273e-08,5.29412e-07,9.64893e-17
2.27273e-08,5.25974e-07,9.56718e-17
2.27273e-08,5.22581e-07,9.39632e-17
2.27273e-08,5.19231e-07,9.15304e-17
2.27273e-08,5.15924e-07,8.85464e-17
2.27273e-08,5.12658e-07,8.51596e-17
2.27273e-08,5.09434e-07,8.1485e-17
2.27273e-08,5.0625e-07,7.76161e-17
2.27273e-08,5.03106e-07,7.36487e-17
2.27273e-08,5e-07,6.97008e-17
2.27273e-08,4.96933e-07,6.59216e-17
2.27273e-08,4.93902e-07,6.24809e-17
2.27273e-08,4.90909e-07,5.95431e-17
2.27273e-08,4.87952e-07,5.7235e-17
2.27273e-08,4.8503e-07,5.56185e-17
2.27273e-08,4.82143e-07,5.46793e-17
2.27273e-08,4.7929e-07,5.43359e-17
2.27273e-08,4.76471e-07,5.44655e-17
2.27273e-08,4.73684e-07,5.49395e-17
2.27273e-08,4.7093e-07,5.56555e-17
2.27273e-08,4.68208e-07,5.65562e-17
2.27273e-08,4.65517e-07,5.76296e-17
2.27273e-08,4.62857e-07,5.88924e-17
2.27273e-08,4.60227e-07,6.03647e-17
2.27273e-08,4.57627e-07,6.20458e-17
2.27273e-08,4.55056e-07,6.39016e-17
2.27273e-08,4.52514e-07,6.58678e-17
2.27273e-08,4.5e-07,6.78671e-17
2.34343e-08,1e-06,3.1376e-18
2.34343e-08,9.87805e-07,3.3373e-18
2.34343e-08,9.75904e-07,3.551e-18
2.34343e-08,9.64286e-07,3.76809e-18
2.34343e-08,9.52941e-07,3.9808e-18
2.34343e-08,9.4186e-07,4.1876e-18
2.34343e-08,9.31034e-07,4.39392e-18
2.34343e-08,9.20455e-07,4.60981e-18
2.34343e-08,9.10112e-07,4.84573e-18
2.34343e-08,9e-07,5.10823e-18
2.34343e-08,8.9011e-07,5.39745e-18
2.34343e-08,8.80435e-07,5.70741e-18
2.34343e-08,8.70968e-07,6.02888e-18
2.34343e-08,8.61702e-07,6.35372e-18
2.34343e-08,8.52632e-07,6.67859e-18
2.34343e-08,8.4375e-07,7.00668e-18
2.34343e-08,8.35052e-07,7.34658e-18
2.34343e-08,8.26531e-07,7.70895e-18
2.34343e-08,8.18182e-07,8.1022e-18
2.34343e-08,8.1e-07,8.5293e-18
2.34343e-08,8.0198e-07,8.98682e-18
2.34343e-08,7.94118e-07,9.46683e-18
2.34343e-08,7.86408e-07,9.96065e-18
2.34343e-08,7.78846e-07,1.04631e-17
2.34343e-08,7.71429e-07,1.09752e-17
2.34343e-08,7.64151e-07,1.15042e-17
2.34343e-08,7.57009e-07,1.20609e-17
2.34343e-08,7.5e-07,1.26558e-17
2.34343e-08,7.43119e-07,1.3294e-17
2.34343e-08,7.36364e-07,1.39744e-17
2.34343e-08,7.2973e-07,1.46897e-17
2.34343e-08,7.23214e-07,1.54308e-17
2.34343e-08,7.16814e-07,1.61926e-17
2.34343e-08,7.10526e-07,1.6978e-17
2.34343e-08,7.04348e-07,1.78005e-17
2.34343e-08,6.98276e-07,1.86815e-17
2.34343e-08,6.92308e-07,1.96454e-17
2.34343e-08,6.86441e-07,2.07119e-17
2.34343e-08,6.80672e-07,2.18896e-17
2.34343e-08,6.75e-07,2.31734e-17
2.34343e-08,6.69421e-07,2.45464e-17
2.34343e-08,6.63934e-07,2.59863e-17
2.34343e-08,6.58537e-07,2.74745e-17
2.34343e-08,6.53226e-07,2.90048e-17
2.34343e-08,6.48e-07,3.05881e-17
2.34343e-08,6.42857e-07,3.22514e-17
2.34343e-08,6.37795e-07,3.40318e-17
2.34343e-08,6.32813e-07,3.59663e-17
2.34343e-08,6.27907e-07,3.80824e-17
2.34343e-08,6.23077e-07,4.03913e-17
2.34343e-08,6.18321e-07,4.28883e-17
2.34343e-08,6.13636e-07,4.55597e-17
2.34343e-08,6.09023e-07,4.8394e-17
2.34343e-08,6.04478e-07,5.13935e-17
2.34343e-08,6e-07,5.45824e-17
2.34343e-08,5.95588e-07,5.80061e-17
2.34343e-08,5.91241e-07,6.17219e-17
2.34343e-08,5.86957e-07,6.57809e-17
2.34343e-08,5.82734e-07,7.02073e-17
2.34343e-08,5.78571e-07,7.49805e-17
2.34343e-08,5.74468e-07,8.00256e-17
2.34343e-08,5.70423e-07,8.52174e-17
2.34343e-08,5.66434e-07,9.03961e-17
2.34343e-08,5.625e-07,9.53945e-17
2.34343e-08,5.58621e-07,1.00067e-16
2.34343e-08,5.54795e-07,1.04312e-16
2.34343e-08,5.5102e-07,1.08088e-16
2.34343e-08,5.47297e-07,1.11404e-16
2.34343e-08,5.43624e-07,1.14305e-16
2.34343e-08,5.4e-07,1.16834e-16
2.34343e-08,5.36424e-07,1.19008e-16
2.34343e-08,5.32895e-07,1.20782e-16
2.34343e-08,5.29412e-07,1.22049e-16
2.34343e-08,5.25974e-07,1.22642e-16
2.34343e-08,5.22581e-07,1.22369e-16
2.34343e-08,5.19231e-07,1.21051e-16
2.34343e-08,5.15924e-07,1.18577e-16
2.34343e-08,5.12658e-07,1.14935e-16
2.34343e-08,5.09434e-07,1.10241e-16
2.34343e-08,5.0625e-07,1.04733e-16
2.34343e-08,5.03106e-07,9.87461e-17
2.34343e-08,5e-07,9.26679e-17
2.34343e-08,4.96933e-07,8.68837e-17
2.34343e-08,4.93902e-07,8.17232e-17
2.34343e-08,4.90909e-07,7.74203e-17
2.34343e-08,4.87952e-07,7.40927e-17
2.34343e-08,4.8503e-07,7.17449e-17
2.34343e-08,4.82143e-07,7.02901e-17
2.34343e-08,4.7929e-07,6.95866e-17
2.34343e-08,4.76471e-07,6.9476e-17
2.34343e-08,4.73684e-07,6.98173e-17
2.34343e-08,4.7093e-07,7.05078e-17
2.34343e-08,4.68208e-07,7.14886e-17
2.34343e-08,4.65517e-07,7.27372e-17
2.34343e-08,4.62857e-07,7.425e-17
2.34343e-08,4.60227e-07,7.60227e-17
2.34343e-08,4.57627e-07,7.80359e-17
2.34343e-08,4.55056e-07,8.02476e-17
2.34343e-08,4.52514e-07,8.25971e-17
2.34343e-08,4.5e-07,8.50163e-17
2.41414e-08,1e-06,3.76791e-18
2.41414e-08,9.87805e-07,3.98374e-18
2.41414e-08,9.75904e-07,4.2076e-18
2.41414e-08,9.64286e-07,4.44004e-18
2.41414e-08,9.52941e-07,4.68254e-18
2.41414e-08,9.4186e-07,4.93709e-18
2.41414e-08,9.31034e-07,5.20561e-18
2.41414e-08,9.20455e-07,5.48939e-18
2.41414e-08,9.10112e-07,5.78874e-18
2.41414e-08,9e-07,6.10312e-18
2.41414e-08,8.9011e-07,6.4316e-18
2.41414e-08,8.80435e-07,6.77348e-18
2.41414e-08,8.70968e-07,7.12889e-18
2.41414e-08,8.61702e-07,7.49906e-18
2.41414e-08,8.52632e-07,7.88613e-18
2.41414e-08,8.4375e-07,8.29266e-18
2.41414e-08,8.35052e-07,8.72091e-18
2.41414e-08,8.26531e-07,9.17226e-18
2.41414e-08,8.18182e-07,9.64699e-18
2.41414e-08,8.1e-07,1.01445e-17
2.41414e-08,8.0198e-07,1.06641e-17
2.41414e-08,7.94118e-07,1.12054e-17
2.41414e-08,7.86408e-07,1.17694e-17
2.41414e-08,7.78846e-07,1.23585e-17
2.41414e-08,7.71429e-07,1.2976e-17
2.41414e-08,7.64151e-07,1.36252e-17
2.41414e-08,7.57009e-07,1.43086e-17
2.41414e-08,7.5e-07,1.50271e-17
2.41414e-08,7.43119e-07,1.57797e-17
2.41414e-08,7.36364e-07,1.65646e-17
2.41414e-08,7.2973e-07,1.73805e-17
2.41414e-08,7.23214e-07,1.82286e-17
2.41414e-08,7.16814e-07,1.91137e-17
2.41414e-08,7.10526e-07,2.00455e-17
2.41414e-08,7.04348e-07,2.10376e-17
2.41414e-08,6.98276e-07,2.21055e-17
2.41414e-08,6.92308e-07,2.32642e-17
2.41414e-08,6.86441e-07,2.45246e-17
2.41414e-08,6.80672e-07,2.5892e-17
2.41414e-08,6.75e-07,2.73643e-17
2.41414e-08,6.69421e-07,2.89343e-17
2.41414e-08,6.63934e-07,3.05916e-17
2.41414e-08,6.58537e-07,3.2327e-17
2.41414e-08,6.53226e-07,3.41368e-17
2.41414e-08,6.48e-07,3.60256e-17
2.41414e-08,6.42857e-07,3.80076e-17
2.41414e-08,6.37795e-07,4.01057e-17
2.41414e-08,6.32813e-07,4.23477e-17
2.41414e-08,6.27907e-07,4.47625e-17
2.41414e-08,6.23077e-07,4.73755e-17
2.41414e-08,6.18321e-07,5.02052e-17
2.41414e-08,6.13636e-07,5.32632e-17
2.41414e-08,6.09023e-07,5.65554e-17
2.41414e-08,6.04478e-07,6.00864e-17
2.41414e-08,6e-07,6.38644e-17
2.41414e-08,5.95588e-07,6.79056e-17
2.41414e-08,5.91241e-07,7.2236e-17
2.41414e-08,5.86957e-07,7.68895e-17
2.41414e-08,5.82734e-07,8.19027e-17
2.41414e-08,5.78571e-07,8.73055e-17
2.41414e-08,5.74468e-07,9.31094e-17
2.41414e-08,5.70423e-07,9.92964e-17
2.41414e-08,5.66434e-07,1.05809e-16
2.41414e-08,5.625e-07,1.12546e-16
2.41414e-08,5.58621e-07,1.1936e-16
2.41414e-08,5.54795e-07,1.26066e-16
2.41414e-08,5.5102e-07,1.32451e-16
2.41414e-08,5.47297e-07,1.38287e-16
2.41414e-08,5.43624e-07,1.4335e-16
2.41414e-08,5.4e-07,1.47431e-16
