r_p,wavelength,scat_sigma
1e-08,8.27778e-07,6.12354e-20
1e-08,8.33333e-07,5.88865e-20
1e-08,8.38889e-07,5.66645e-20
1e-08,8.44444e-07,5.45905e-20
1e-08,8.5e-07,5.26758e-20
1e-08,8.55556e-07,5.09203e-20
1e-08,8.61111e-07,4.93129e-20
1e-08,8.66667e-07,4.78337e-20
1e-08,8.72222e-07,4.64565e-20
1e-08,8.77778e-07,4.51528e-20
1e-08,8.83333e-07,4.38952e-20
1e-08,8.88889e-07,4.266e-20
1e-08,8.94444e-07,4.14302e-20
1e-08,9e-07,4.0196e-20
1e-08,9.05556e-07,3.89551e-20
1e-08,9.11111e-07,3.77124e-20
1e-08,9.16667e-07,3.64781e-20
1e-08,9.22222e-07,3.52661e-20
1e-08,9.27778e-07,3.40917e-20
1e-08,9.33333e-07,3.29698e-20
1e-08,9.38889e-07,3.1913e-20
1e-08,9.44444e-07,3.09305e-20
1e-08,9.5e-07,3.00268e-20
1e-08,9.55556e-07,2.92018e-20
1e-08,9.61111e-07,2.8451e-20
1e-08,9.66667e-07,2.77659e-20
1e-08,9.72222e-07,2.7135e-20
1e-08,9.77778e-07,2.65452e-20
1e-08,9.83333e-07,2.59826e-20
1e-08,9.88889e-07,2.54337e-20
1e-08,9.94444e-07,2.48868e-20
1e-08,1e-06,2.43324e-20
1.07071e-08,4.5e-07,8.10495e-19
1.07071e-08,4.55556e-07,7.5161e-19
1.07071e-08,4.61111e-07,7.26757e-19
1.07071e-08,4.66667e-07,7.1411e-19
1.07071e-08,4.72222e-07,6.90334e-19
1.07071e-08,4.77778e-07,6.59117e-19
1.07071e-08,4.83333e-07,6.47382e-19
1.07071e-08,4.88889e-07,6.77823e-19
1.07071e-08,4.94444e-07,7.46234e-19
1.07071e-08,5e-07,8.2249e-19
1.07071e-08,5.05556e-07,8.71165e-19
1.07071e-08,5.11111e-07,8.73451e-19
1.07071e-08,5.16667e-07,8.34824e-19
1.07071e-08,5.22222e-07,7.76163e-19
1.07071e-08,5.27778e-07,7.1767e-19
1.07071e-08,5.33333e-07,6.67586e-19
1.07071e-08,5.38889e-07,6.21979e-19
1.07071e-08,5.44444e-07,5.73535e-19
1.07071e-08,5.5e-07,5.22059e-19
1.07071e-08,5.55556e-07,4.79575e-19
1.07071e-08,5.61111e-07,4.67163e-19
1.07071e-08,5.66667e-07,5.05643e-19
1.07071e-08,5.72222e-07,6.05244e-19
1.07071e-08,5.77778e-07,7.59316e-19
1.07071e-08,5.83333e-07,9.44701e-19
1.07071e-08,5.88889e-07,1.12819e-18
1.07071e-08,5.94444e-07,1.27617e-18
1.07071e-08,6e-07,1.36362e-18
1.07071e-08,6.05556e-07,1.37977e-18
1.07071e-08,6.11111e-07,1.32896e-18
1.07071e-08,6.16667e-07,1.22731e-18
1.07071e-08,6.22222e-07,1.09705e-18
1.07071e-08,6.27778e-07,9.60354e-19
1.07071e-08,6.33333e-07,8.346e-19
1.07071e-08,6.38889e-07,7.29927e-19
1.07071e-08,6.44444e-07,6.49127e-19
1.07071e-08,6.5e-07,5.89319e-19
1.07071e-08,6.55556e-07,5.44497e-19
1.07071e-08,6.61111e-07,5.08056e-19
1.07071e-08,6.66667e-07,4.74685e-19
1.07071e-08,6.72222e-07,4.41313e-19
1.07071e-08,6.77778e-07,4.07175e-19
1.07071e-08,6.83333e-07,3.73235e-19
1.07071e-08,6.88889e-07,3.41301e-19
1.07071e-08,6.94444e-07,3.13174e-19
1.07071e-08,7e-07,2.90026e-19
1.07071e-08,7.05556e-07,2.7211e-19
1.07071e-08,7.11111e-07,2.58802e-19
1.07071e-08,7.16667e-07,2.48857e-19
1.07071e-08,7.22222e-07,2.40778e-19
1.07071e-08,7.27778e-07,2.33177e-19
1.07071e-08,7.33333e-07,2.25035e-19
1.07071e-08,7.38889e-07,2.15837e-19
1.07071e-08,7.44444e-07,2.05567e-19
1.07071e-08,7.5e-07,1.94596e-19
1.07071e-08,7.55556e-07,1.83522e-19
1.07071e-08,7.61111e-07,1.72984e-19
1.07071e-08,7.66667e-07,1.63518e-19
1.07071e-08,7.72222e-07,1.5545e-19
1.07071e-08,7.77778e-07,1.48867e-19
1.07071e-08,7.83333e-07,1.43626e-19
1.07071e-08,7.88889e-07,1.39415e-19
1.07071e-08,7.94444e-07,1.35834e-19
1.07071e-08,8e-07,1.32474e-19
1.07071e-08,8.05556e-07,1.28991e-19
1.07071e-08,8.11111e-07,1.25152e-19
1.07071e-08,8.16667e-07,1.20854e-19
1.07071e-08,8.22222e-07,1.16123e-19
1.07071e-08,8.27778e-07,1.11089e-19
1.07071e-08,8.33333e-07,1.05947e-19
1.07071e-08,8.38889e-07,1.00918e-19
1.07071e-08,8.44444e-07,9.62106e-20
1.07071e-08,8.5e-07,9.1987e-20
1.07071e-08,8.55556e-07,8.83464e-20
1.07071e-08,8.61111e-07,8.53161e-20
1.07071e-08,8.66667e-07,8.28552e-20
1.07071e-08,8.72222e-07,8.08673e-20
1.07071e-08,8.77778e-07,7.92188e-20
1.07071e-08,8.83333e-07,7.77597e-20
1.07071e-08,8.88889e-07,7.6344e-20
1.07071e-08,8.94444e-07,7.48465e-20
1.07071e-08,9e-07,7.31753e-20
1.07071e-08,9.05556e-07,7.12786e-20
1.07071e-08,9.11111e-07,6.91458e-20
1.07071e-08,9.16667e-07,6.68038e-20
1.07071e-08,9.22222e-07,6.431e-20
1.07071e-08,9.27778e-07,6.17418e-20
1.07071e-08,9.33333e-07,5.91866e-20
1.07071e-08,9.38889e-07,5.67303e-20
1.07071e-08,9.44444e-07,5.4449e-20
1.07071e-08,9.5e-07,5.24015e-20
1.07071e-08,9.55556e-07,5.06249e-20
1.07071e-08,9.61111e-07,4.91328e-20
1.07071e-08,9.66667e-07,4.79157e-20
1.07071e-08,9.72222e-07,4.6944e-20
1.07071e-08,9.77778e-07,4.61722e-20
1.07071e-08,9.83333e-07,4.55443e-20
1.07071e-08,9.88889e-07,4.4999e-20
1.07071e-08,9.94444e-07,4.4476e-20
1.07071e-08,1e-06,4.39202e-20
1.14141e-08,4.5e-07,8.10488e-19
1.14141e-08,4.55556e-07,7.51615e-19
1.14141e-08,4.61111e-07,7.26774e-19
1.14141e-08,4.66667e-07,7.14133e-19
1.14141e-08,4.72222e-07,6.90357e-19
1.14141e-08,4.77778e-07,6.59135e-19
1.14141e-08,4.83333e-07,6.47393e-19
1.14141e-08,4.88889e-07,6.77823e-19
1.14141e-08,4.94444e-07,7.46223e-19
1.14141e-08,5e-07,8.22471e-19
1.14141e-08,5.05556e-07,8.71146e-19
1.14141e-08,5.11111e-07,8.73439e-19
1.14141e-08,5.16667e-07,8.34825e-19
1.14141e-08,5.22222e-07,7.76179e-19
1.14141e-08,5.27778e-07,7.17697e-19
1.14141e-08,5.33333e-07,6.67617e-19
1.14141e-08,5.38889e-07,6.22008e-19
1.14141e-08,5.44444e-07,5.73558e-19
1.14141e-08,5.5e-07,5.22072e-19
1.14141e-08,5.55556e-07,4.79578e-19
1.14141e-08,5.61111e-07,4.67154e-19
1.14141e-08,5.66667e-07,5.05621e-19
1.14141e-08,5.72222e-07,6.05211e-19
1.14141e-08,5.77778e-07,7.59273e-19
1.14141e-08,5.83333e-07,9.44652e-19
1.14141e-08,5.88889e-07,1.12815e-18
1.14141e-08,5.94444e-07,1.27612e-18
1.14141e-08,6e-07,1.36359e-18
1.14141e-08,6.05556e-07,1.37975e-18
1.14141e-08,6.11111e-07,1.32895e-18
1.14141e-08,6.16667e-07,1.22732e-18
1.14141e-08,6.22222e-07,1.09707e-18
1.14141e-08,6.27778e-07,9.60383e-19
1.14141e-08,6.33333e-07,8.34634e-19
1.14141e-08,6.38889e-07,7.29964e-19
1.14141e-08,6.44444e-07,6.49165e-19
1.14141e-08,6.5e-07,5.89358e-19
1.14141e-08,6.55556e-07,5.44536e-19
1.14141e-08,6.61111e-07,5.08097e-19
1.14141e-08,6.66667e-07,4.74725e-19
1.14141e-08,6.72222e-07,4.41352e-19
1.14141e-08,6.77778e-07,4.07213e-19
1.14141e-08,6.83333e-07,3.7327e-19
1.14141e-08,6.88889e-07,3.41332e-19
1.14141e-08,6.94444e-07,3.132e-19
1.14141e-08,7e-07,2.90045e-19
1.14141e-08,7.05556e-07,2.72124e-19
1.14141e-08,7.11111e-07,2.58811e-19
1.14141e-08,7.16667e-07,2.4886e-19
1.14141e-08,7.22222e-07,2.40777e-19
1.14141e-08,7.27778e-07,2.33171e-19
1.14141e-08,7.33333e-07,2.25025e-19
1.14141e-08,7.38889e-07,2.15824e-19
1.14141e-08,7.44444e-07,2.05552e-19
1.14141e-08,7.5e-07,1.9458e-19
1.14141e-08,7.55556e-07,1.83505e-19
1.14141e-08,7.61111e-07,1.72968e-19
1.14141e-08,7.66667e-07,1.63503e-19
1.14141e-08,7.72222e-07,1.55439e-19
1.14141e-08,7.77778e-07,1.4886e-19
1.14141e-08,7.83333e-07,1.43623e-19
1.14141e-08,7.88889e-07,1.39416e-19
1.14141e-08,7.94444e-07,1.35839e-19
1.14141e-08,8e-07,1.32483e-19
1.14141e-08,8.05556e-07,1.29004e-19
1.14141e-08,8.11111e-07,1.25166e-19
1.14141e-08,8.16667e-07,1.20869e-19
1.14141e-08,8.22222e-07,1.16137e-19
1.14141e-08,8.27778e-07,1.11101e-19
1.14141e-08,8.33333e-07,1.05956e-19
1.14141e-08,8.38889e-07,1.00924e-19
1.14141e-08,8.44444e-07,9.62121e-20
1.14141e-08,8.5e-07,9.1985e-20
1.14141e-08,8.55556e-07,8.83415e-20
1.14141e-08,8.61111e-07,8.53092e-20
1.14141e-08,8.66667e-07,8.28472e-20
1.14141e-08,8.72222e-07,8.08593e-20
1.14141e-08,8.77778e-07,7.92118e-20
1.14141e-08,8.83333e-07,7.77547e-20
1.14141e-08,8.88889e-07,7.63417e-20
1.14141e-08,8.94444e-07,7.48473e-20
1.14141e-08,9e-07,7.31795e-20
1.14141e-08,9.05556e-07,7.1286e-20
1.14141e-08,9.11111e-07,6.91561e-20
1.14141e-08,9.16667e-07,6.68166e-20
1.14141e-08,9.22222e-07,6.43245e-20
1.14141e-08,9.27778e-07,6.17576e-20
1.14141e-08,9.33333e-07,5.92028e-20
1.14141e-08,9.38889e-07,5.67465e-20
1.14141e-08,9.44444e-07,5.44649e-20
1.14141e-08,9.5e-07,5.24168e-20
1.14141e-08,9.55556e-07,5.06395e-20
1.14141e-08,9.61111e-07,4.91469e-20
1.14141e-08,9.66667e-07,4.79297e-20
1.14141e-08,9.72222e-07,4.69585e-20
1.14141e-08,9.77778e-07,4.61879e-20
1.14141e-08,9.83333e-07,4.55617e-20
1.14141e-08,9.88889e-07,4.50191e-20
1.14141e-08,9.94444e-07,4.44994e-20
1.14141e-08,1e-06,4.39476e-20
1.21212e-08,4.5e-07,1.08327e-18
1.21212e-08,4.55556e-07,1.01496e-18
1.21212e-08,4.61111e-07,9.51204e-19
1.21212e-08,4.66667e-07,9.04677e-19
1.21212e-08,4.72222e-07,8.86384e-19
1.21212e-08,4.77778e-07,9.02171e-19
1.21212e-08,4.83333e-07,9.5104e-19
1.21212e-08,4.88889e-07,1.02543e-18
1.21212e-08,4.94444e-07,1.11309e-18
1.21212e-08,5e-07,1.19979e-18
1.21212e-08,5.05556e-07,1.27211e-18
1.21212e-08,5.11111e-07,1.31972e-18
1.21212e-08,5.16667e-07,1.3367e-18
1.21212e-08,5.22222e-07,1.32184e-18
1.21212e-08,5.27778e-07,1.27812e-18
1.21212e-08,5.33333e-07,1.21155e-18
1.21212e-08,5.38889e-07,1.12978e-18
1.21212e-08,5.44444e-07,1.0407e-18
1.21212e-08,5.5e-07,9.51353e-19
1.21212e-08,5.55556e-07,8.6718e-19
1.21212e-08,5.61111e-07,7.91687e-19
1.21212e-08,5.66667e-07,7.2648e-19
1.21212e-08,5.72222e-07,6.71565e-19
1.21212e-08,5.77778e-07,6.25798e-19
1.21212e-08,5.83333e-07,5.8738e-19
1.21212e-08,5.88889e-07,5.54312e-19
1.21212e-08,5.94444e-07,5.24755e-19
1.21212e-08,6e-07,4.97255e-19
1.21212e-08,6.05556e-07,4.7085e-19
1.21212e-08,6.11111e-07,4.45067e-19
1.21212e-08,6.16667e-07,4.19839e-19
1.21212e-08,6.22222e-07,3.95383e-19
1.21212e-08,6.27778e-07,3.72063e-19
1.21212e-08,6.33333e-07,3.50266e-19
1.21212e-08,6.38889e-07,3.30302e-19
1.21212e-08,6.44444e-07,3.12351e-19
1.21212e-08,6.5e-07,2.96435e-19
1.21212e-08,6.55556e-07,2.82425e-19
1.21212e-08,6.61111e-07,2.70074e-19
1.21212e-08,6.66667e-07,2.59059e-19
1.21212e-08,6.72222e-07,2.49031e-19
1.21212e-08,6.77778e-07,2.39656e-19
1.21212e-08,6.83333e-07,2.30654e-19
1.21212e-08,6.88889e-07,2.21815e-19
1.21212e-08,6.94444e-07,2.13017e-19
1.21212e-08,7e-07,2.04219e-19
1.21212e-08,7.05556e-07,1.9545e-19
1.21212e-08,7.11111e-07,1.86795e-19
1.21212e-08,7.16667e-07,1.7837e-19
1.21212e-08,7.22222e-07,1.70301e-19
1.21212e-08,7.27778e-07,1.62707e-19
1.21212e-08,7.33333e-07,1.55686e-19
1.21212e-08,7.38889e-07,1.493e-19
1.21212e-08,7.44444e-07,1.43574e-19
1.21212e-08,7.5e-07,1.38491e-19
1.21212e-08,7.55556e-07,1.34003e-19
1.21212e-08,7.61111e-07,1.30029e-19
1.21212e-08,7.66667e-07,1.26471e-19
1.21212e-08,7.72222e-07,1.23219e-19
1.21212e-08,7.77778e-07,1.20162e-19
1.21212e-08,7.83333e-07,1.172e-19
1.21212e-08,7.88889e-07,1.14242e-19
1.21212e-08,7.94444e-07,1.11221e-19
1.21212e-08,8e-07,1.0809e-19
1.21212e-08,8.05556e-07,1.04827e-19
1.21212e-08,8.11111e-07,1.01432e-19
1.21212e-08,8.16667e-07,9.79222e-20
1.21212e-08,8.22222e-07,9.43349e-20
1.21212e-08,8.27778e-07,9.07169e-20
1.21212e-08,8.33333e-07,8.7123e-20
1.21212e-08,8.38889e-07,8.36103e-20
1.21212e-08,8.44444e-07,8.0234e-20
1.21212e-08,8.5e-07,7.70442e-20
1.21212e-08,8.55556e-07,7.40822e-20
1.21212e-08,8.61111e-07,7.13788e-20
1.21212e-08,8.66667e-07,6.89528e-20
1.21212e-08,8.72222e-07,6.68108e-20
1.21212e-08,8.77778e-07,6.49474e-20
1.21212e-08,8.83333e-07,6.33463e-20
1.21212e-08,8.88889e-07,6.19816e-20
1.21212e-08,8.94444e-07,6.08199e-20
1.21212e-08,9e-07,5.98225e-20
1.21212e-08,9.05556e-07,5.89472e-20
1.21212e-08,9.11111e-07,5.81509e-20
1.21212e-08,9.16667e-07,5.73917e-20
1.21212e-08,9.22222e-07,5.66303e-20
1.21212e-08,9.27778e-07,5.58318e-20
1.21212e-08,9.33333e-07,5.4967e-20
1.21212e-08,9.38889e-07,5.4013e-20
1.21212e-08,9.44444e-07,5.2954e-20
1.21212e-08,9.5e-07,5.17809e-20
1.21212e-08,9.55556e-07,5.04921e-20
1.21212e-08,9.61111e-07,4.90919e-20
1.21212e-08,9.66667e-07,4.75909e-20
1.21212e-08,9.72222e-07,4.60044e-20
1.21212e-08,9.77778e-07,4.4352e-20
1.21212e-08,9.83333e-07,4.26562e-20
1.21212e-08,9.88889e-07,4.09415e-20
1.21212e-08,9.94444e-07,3.92334e-20
1.21212e-08,1e-06,3.75571e-20
1.28283e-08,4.5e-07,1.93564e-18
1.28283e-08,4.55556e-07,1.82702e-18
1.28283e-08,4.61111e-07,1.73157e-18
1.28283e-08,4.66667e-07,1.65461e-18
1.28283e-08,4.72222e-07,1.60475e-18
1.28283e-08,4.77778e-07,1.59263e-18
1.28283e-08,4.83333e-07,1.62811e-18
1.28283e-08,4.88889e-07,1.71686e-18
1.28283e-08,4.94444e-07,1.85754e-18
1.28283e-08,5e-07,2.04068e-18
1.28283e-08,5.05556e-07,2.24945e-18
1.28283e-08,5.11111e-07,2.46211e-18
1.28283e-08,5.16667e-07,2.65556e-18
1.28283e-08,5.22222e-07,2.80893e-18
1.28283e-08,5.27778e-07,2.90665e-18
1.28283e-08,5.33333e-07,2.94025e-18
1.28283e-08,5.38889e-07,2.90891e-18
1.28283e-08,5.44444e-07,2.81861e-18
1.28283e-08,5.5e-07,2.68048e-18
1.28283e-08,5.55556e-07,2.5086e-18
1.28283e-08,5.61111e-07,2.31779e-18
1.28283e-08,5.66667e-07,2.12174e-18
1.28283e-08,5.72222e-07,1.93163e-18
1.28283e-08,5.77778e-07,1.75542e-18
1.28283e-08,5.83333e-07,1.59779e-18
1.28283e-08,5.88889e-07,1.46037e-18
1.28283e-08,5.94444e-07,1.34251e-18
1.28283e-08,6e-07,1.24196e-18
1.28283e-08,6.05556e-07,1.15569e-18
1.28283e-08,6.11111e-07,1.08052e-18
1.28283e-08,6.16667e-07,1.01357e-18
1.28283e-08,6.22222e-07,9.52559e-19
1.28283e-08,6.27778e-07,8.95904e-19
1.28283e-08,6.33333e-07,8.42663e-19
1.28283e-08,6.38889e-07,7.92426e-19
1.28283e-08,6.44444e-07,7.45142e-19
1.28283e-08,6.5e-07,7.00951e-19
1.28283e-08,6.55556e-07,6.60032e-19
1.28283e-08,6.61111e-07,6.22505e-19
1.28283e-08,6.66667e-07,5.88366e-19
1.28283e-08,6.72222e-07,5.57473e-19
1.28283e-08,6.77778e-07,5.29558e-19
1.28283e-08,6.83333e-07,5.04261e-19
1.28283e-08,6.88889e-07,4.81183e-19
1.28283e-08,6.94444e-07,4.59922e-19
1.28283e-08,7e-07,4.40117e-19
1.28283e-08,7.05556e-07,4.21474e-19
1.28283e-08,7.11111e-07,4.03774e-19
1.28283e-08,7.16667e-07,3.86879e-19
1.28283e-08,7.22222e-07,3.7072e-19
1.28283e-08,7.27778e-07,3.55284e-19
1.28283e-08,7.33333e-07,3.40589e-19
1.28283e-08,7.38889e-07,3.26671e-19
1.28283e-08,7.44444e-07,3.13565e-19
1.28283e-08,7.5e-07,3.01289e-19
1.28283e-08,7.55556e-07,2.89841e-19
1.28283e-08,7.61111e-07,2.79191e-19
1.28283e-08,7.66667e-07,2.69284e-19
1.28283e-08,7.72222e-07,2.60045e-19
1.28283e-08,7.77778e-07,2.51384e-19
1.28283e-08,7.83333e-07,2.43204e-19
1.28283e-08,7.88889e-07,2.3541e-19
1.28283e-08,7.94444e-07,2.27915e-19
1.28283e-08,8e-07,2.20647e-19
1.28283e-08,8.05556e-07,2.13549e-19
1.28283e-08,8.11111e-07,2.06587e-19
1.28283e-08,8.16667e-07,1.99744e-19
1.28283e-08,8.22222e-07,1.9302e-19
1.28283e-08,8.27778e-07,1.86432e-19
1.28283e-08,8.33333e-07,1.80005e-19
1.28283e-08,8.38889e-07,1.73773e-19
1.28283e-08,8.44444e-07,1.67771e-19
1.28283e-08,8.5e-07,1.62033e-19
1.28283e-08,8.55556e-07,1.56588e-19
1.28283e-08,8.61111e-07,1.51457e-19
1.28283e-08,8.66667e-07,1.46651e-19
1.28283e-08,8.72222e-07,1.42172e-19
1.28283e-08,8.77778e-07,1.38012e-19
1.28283e-08,8.83333e-07,1.34154e-19
1.28283e-08,8.88889e-07,1.3057e-19
1.28283e-08,8.94444e-07,1.27228e-19
1.28283e-08,9e-07,1.24093e-19
1.28283e-08,9.05556e-07,1.21125e-19
1.28283e-08,9.11111e-07,1.18284e-19
1.28283e-08,9.16667e-07,1.15534e-19
1.28283e-08,9.22222e-07,1.12841e-19
1.28283e-08,9.27778e-07,1.10177e-19
1.28283e-08,9.33333e-07,1.07518e-19
1.28283e-08,9.38889e-07,1.04847e-19
1.28283e-08,9.44444e-07,1.02156e-19
1.28283e-08,9.5e-07,9.944e-20
1.28283e-08,9.55556e-07,9.67028e-20
1.28283e-08,9.61111e-07,9.3952e-20
1.28283e-08,9.66667e-07,9.12004e-20
1.28283e-08,9.72222e-07,8.8464e-20
1.28283e-08,9.77778e-07,8.57612e-20
1.28283e-08,9.83333e-07,8.31116e-20
1.28283e-08,9.88889e-07,8.05351e-20
1.28283e-08,9.94444e-07,7.80505e-20
1.28283e-08,1e-06,7.56752e-20
1.35354e-08,4.5e-07,4.37371e-18
1.35354e-08,4.55556e-07,4.10114e-18
1.35354e-08,4.61111e-07,3.88558e-18
1.35354e-08,4.66667e-07,3.72357e-18
1.35354e-08,4.72222e-07,3.60545e-18
1.35354e-08,4.77778e-07,3.54811e-18
1.35354e-08,4.83333e-07,3.60307e-18
1.35354e-08,4.88889e-07,3.83028e-18
1.35354e-08,4.94444e-07,4.25733e-18
1.35354e-08,5e-07,4.85263e-18
1.35354e-08,5.05556e-07,5.52906e-18
1.35354e-08,5.11111e-07,6.17395e-18
1.35354e-08,5.16667e-07,6.68737e-18
1.35354e-08,5.22222e-07,7.01015e-18
1.35354e-08,5.27778e-07,7.13193e-18
1.35354e-08,5.33333e-07,7.08093e-18
1.35354e-08,5.38889e-07,6.90444e-18
1.35354e-08,5.44444e-07,6.64992e-18
1.35354e-08,5.5e-07,6.35321e-18
1.35354e-08,5.55556e-07,6.0354e-18
1.35354e-08,5.61111e-07,5.70591e-18
1.35354e-08,5.66667e-07,5.36818e-18
1.35354e-08,5.72222e-07,5.02459e-18
1.35354e-08,5.77778e-07,4.67919e-18
1.35354e-08,5.83333e-07,4.33802e-18
1.35354e-08,5.88889e-07,4.00803e-18
1.35354e-08,5.94444e-07,3.69556e-18
1.35354e-08,6e-07,3.40523e-18
1.35354e-08,6.05556e-07,3.13955e-18
1.35354e-08,6.11111e-07,2.89909e-18
1.35354e-08,6.16667e-07,2.683e-18
1.35354e-08,6.22222e-07,2.48954e-18
1.35354e-08,6.27778e-07,2.31652e-18
1.35354e-08,6.33333e-07,2.1616e-18
1.35354e-08,6.38889e-07,2.02238e-18
1.35354e-08,6.44444e-07,1.89652e-18
1.35354e-08,6.5e-07,1.78186e-18
1.35354e-08,6.55556e-07,1.6765e-18
1.35354e-08,6.61111e-07,1.57896e-18
1.35354e-08,6.66667e-07,1.48816e-18
1.35354e-08,6.72222e-07,1.40352e-18
1.35354e-08,6.77778e-07,1.32479e-18
1.35354e-08,6.83333e-07,1.25198e-18
1.35354e-08,6.88889e-07,1.18516e-18
1.35354e-08,6.94444e-07,1.12433e-18
1.35354e-08,7e-07,1.06929e-18
1.35354e-08,7.05556e-07,1.01962e-18
1.35354e-08,7.11111e-07,9.74675e-19
1.35354e-08,7.16667e-07,9.33695e-19
1.35354e-08,7.22222e-07,8.9586e-19
1.35354e-08,7.27778e-07,8.60409e-19
1.35354e-08,7.33333e-07,8.2672e-19
1.35354e-08,7.38889e-07,7.94356e-19
1.35354e-08,7.44444e-07,7.63081e-19
1.35354e-08,7.5e-07,7.3283e-19
1.35354e-08,7.55556e-07,7.03673e-19
1.35354e-08,7.61111e-07,6.7575e-19
1.35354e-08,7.66667e-07,6.49212e-19
1.35354e-08,7.72222e-07,6.24179e-19
1.35354e-08,7.77778e-07,6.00703e-19
1.35354e-08,7.83333e-07,5.78757e-19
1.35354e-08,7.88889e-07,5.5824e-19
1.35354e-08,7.94444e-07,5.38992e-19
1.35354e-08,8e-07,5.2082e-19
1.35354e-08,8.05556e-07,5.03526e-19
1.35354e-08,8.11111e-07,4.86934e-19
1.35354e-08,8.16667e-07,4.70901e-19
1.35354e-08,8.22222e-07,4.55335e-19
1.35354e-08,8.27778e-07,4.40194e-19
1.35354e-08,8.33333e-07,4.25479e-19
1.35354e-08,8.38889e-07,4.11223e-19
1.35354e-08,8.44444e-07,3.97483e-19
1.35354e-08,8.5e-07,3.84315e-19
1.35354e-08,8.55556e-07,3.71771e-19
1.35354e-08,8.61111e-07,3.59885e-19
1.35354e-08,8.66667e-07,3.48664e-19
1.35354e-08,8.72222e-07,3.38092e-19
1.35354e-08,8.77778e-07,3.28126e-19
1.35354e-08,8.83333e-07,3.18706e-19
1.35354e-08,8.88889e-07,3.09758e-19
1.35354e-08,8.94444e-07,3.01203e-19
1.35354e-08,9e-07,2.92962e-19
1.35354e-08,9.05556e-07,2.84969e-19
1.35354e-08,9.11111e-07,2.77168e-19
1.35354e-08,9.16667e-07,2.69521e-19
1.35354e-08,9.22222e-07,2.62008e-19
1.35354e-08,9.27778e-07,2.54625e-19
1.35354e-08,9.33333e-07,2.47382e-19
1.35354e-08,9.38889e-07,2.40303e-19
1.35354e-08,9.44444e-07,2.33415e-19
1.35354e-08,9.5e-07,2.26749e-19
1.35354e-08,9.55556e-07,2.20336e-19
1.35354e-08,9.61111e-07,2.14199e-19
1.35354e-08,9.66667e-07,2.08357e-19
1.35354e-08,9.72222e-07,2.02818e-19
1.35354e-08,9.77778e-07,1.97578e-19
1.35354e-08,9.83333e-07,1.92628e-19
1.35354e-08,9.88889e-07,1.87946e-19
1.35354e-08,9.94444e-07,1.83505e-19
1.35354e-08,1e-06,1.79273e-19
