r_p,wavelength,scat_sigma
1.9899e-08,6.83333e-07,7.00696e-18
1.9899e-08,6.88889e-07,6.67686e-18
1.9899e-08,6.94444e-07,6.36966e-18
1.9899e-08,7e-07,6.0826e-18
1.9899e-08,7.05556e-07,5.81383e-18
1.9899e-08,7.11111e-07,5.56224e-18
1.9899e-08,7.16667e-07,5.32714e-18
1.9899e-08,7.22222e-07,5.10795e-18
1.9899e-08,7.27778e-07,4.90391e-18
1.9899e-08,7.33333e-07,4.71392e-18
1.9899e-08,7.38889e-07,4.53649e-18
1.9899e-08,7.44444e-07,4.36985e-18
1.9899e-08,7.5e-07,4.21212e-18
1.9899e-08,7.55556e-07,4.06155e-18
1.9899e-08,7.61111e-07,3.91664e-18
1.9899e-08,7.66667e-07,3.77635e-18
1.9899e-08,7.72222e-07,3.64013e-18
1.9899e-08,7.77778e-07,3.50789e-18
1.9899e-08,7.83333e-07,3.37993e-18
1.9899e-08,7.88889e-07,3.25678e-18
1.9899e-08,7.94444e-07,3.13906e-18
1.9899e-08,8e-07,3.02734e-18
1.9899e-08,8.05556e-07,2.92201e-18
1.9899e-08,8.11111e-07,2.82318e-18
1.9899e-08,8.16667e-07,2.73068e-18
1.9899e-08,8.22222e-07,2.64406e-18
1.9899e-08,8.27778e-07,2.56266e-18
1.9899e-08,8.33333e-07,2.48567e-18
1.9899e-08,8.38889e-07,2.41222e-18
1.9899e-08,8.44444e-07,2.34149e-18
1.9899e-08,8.5e-07,2.27277e-18
1.9899e-08,8.55556e-07,2.20554e-18
1.9899e-08,8.61111e-07,2.13945e-18
1.9899e-08,8.66667e-07,2.0744e-18
1.9899e-08,8.72222e-07,2.01043e-18
1.9899e-08,8.77778e-07,1.94778e-18
1.9899e-08,8.83333e-07,1.88676e-18
1.9899e-08,8.88889e-07,1.82776e-18
1.9899e-08,8.94444e-07,1.77115e-18
1.9899e-08,9e-07,1.71724e-18
1.9899e-08,9.05556e-07,1.66626e-18
1.9899e-08,9.11111e-07,1.61833e-18
1.9899e-08,9.16667e-07,1.57344e-18
1.9899e-08,9.22222e-07,1.53145e-18
1.9899e-08,9.27778e-07,1.49213e-18
1.9899e-08,9.33333e-07,1.45514e-18
1.9899e-08,9.38889e-07,1.42009e-18
1.9899e-08,9.44444e-07,1.38657e-18
1.9899e-08,9.5e-07,1.35417e-18
1.9899e-08,9.55556e-07,1.32251e-18
1.9899e-08,9.61111e-07,1.29127e-18
1.9899e-08,9.66667e-07,1.26019e-18
1.9899e-08,9.72222e-07,1.22912e-18
1.9899e-08,9.77778e-07,1.19798e-18
1.9899e-08,9.83333e-07,1.16679e-18
1.9899e-08,9.88889e-07,1.13562e-18
1.9899e-08,9.94444e-07,1.10462e-18
1.9899e-08,1e-06,1.07399e-18
2.06061e-08,4.5e-07,3.68106e-17
2.06061e-08,4.55556e-07,3.4519e-17
2.06061e-08,4.61111e-07,3.28834e-17
2.06061e-08,4.66667e-07,3.16968e-17
2.06061e-08,4.72222e-07,3.07238e-17
2.06061e-08,4.77778e-07,3.01401e-17
2.06061e-08,4.83333e-07,3.05257e-17
2.06061e-08,4.88889e-07,3.24235e-17
2.06061e-08,4.94444e-07,3.58506e-17
2.06061e-08,5e-07,4.01513e-17
2.06061e-08,5.05556e-07,4.42816e-17
2.06061e-08,5.11111e-07,4.73118e-17
2.06061e-08,5.16667e-07,4.88268e-17
2.06061e-08,5.22222e-07,4.90181e-17
2.06061e-08,5.27778e-07,4.84715e-17
2.06061e-08,5.33333e-07,4.78138e-17
2.06061e-08,5.38889e-07,4.7416e-17
2.06061e-08,5.44444e-07,4.72796e-17
2.06061e-08,5.5e-07,4.71147e-17
2.06061e-08,5.55556e-07,4.65299e-17
2.06061e-08,5.61111e-07,4.52273e-17
2.06061e-08,5.66667e-07,4.31189e-17
2.06061e-08,5.72222e-07,4.03381e-17
2.06061e-08,5.77778e-07,3.71669e-17
2.06061e-08,5.83333e-07,3.3927e-17
2.06061e-08,5.88889e-07,3.08842e-17
2.06061e-08,5.94444e-07,2.81942e-17
2.06061e-08,6e-07,2.58966e-17
2.06061e-08,6.05556e-07,2.39459e-17
2.06061e-08,6.11111e-07,2.22562e-17
2.06061e-08,6.16667e-07,2.07422e-17
2.06061e-08,6.22222e-07,1.93451e-17
2.06061e-08,6.27778e-07,1.8039e-17
2.06061e-08,6.33333e-07,1.68237e-17
2.06061e-08,6.38889e-07,1.57108e-17
2.06061e-08,6.44444e-07,1.47101e-17
2.06061e-08,6.5e-07,1.38214e-17
2.06061e-08,6.55556e-07,1.30328e-17
2.06061e-08,6.61111e-07,1.23239e-17
2.06061e-08,6.66667e-07,1.16723e-17
2.06061e-08,6.72222e-07,1.10591e-17
2.06061e-08,6.77778e-07,1.04732e-17
2.06061e-08,6.83333e-07,9.91181e-18
2.06061e-08,6.88889e-07,9.37906e-18
2.06061e-08,6.94444e-07,8.88255e-18
2.06061e-08,7e-07,8.42967e-18
2.06061e-08,7.05556e-07,8.02469e-18
2.06061e-08,7.11111e-07,7.6672e-18
2.06061e-08,7.16667e-07,7.35201e-18
2.06061e-08,7.22222e-07,7.07039e-18
2.06061e-08,7.27778e-07,6.81197e-18
2.06061e-08,7.33333e-07,6.56683e-18
2.06061e-08,7.38889e-07,6.32716e-18
2.06061e-08,7.44444e-07,6.08832e-18
2.06061e-08,7.5e-07,5.84908e-18
2.06061e-08,7.55556e-07,5.6111e-18
2.06061e-08,7.61111e-07,5.37801e-18
2.06061e-08,7.66667e-07,5.15424e-18
2.06061e-08,7.72222e-07,4.9439e-18
2.06061e-08,7.77778e-07,4.74992e-18
2.06061e-08,7.83333e-07,4.57352e-18
2.06061e-08,7.88889e-07,4.41415e-18
2.06061e-08,7.94444e-07,4.26969e-18
2.06061e-08,8e-07,4.13698e-18
2.06061e-08,8.05556e-07,4.01237e-18
2.06061e-08,8.11111e-07,3.89235e-18
2.06061e-08,8.16667e-07,3.77403e-18
2.06061e-08,8.22222e-07,3.65549e-18
2.06061e-08,8.27778e-07,3.53592e-18
2.06061e-08,8.33333e-07,3.41554e-18
2.06061e-08,8.38889e-07,3.29546e-18
2.06061e-08,8.44444e-07,3.17735e-18
2.06061e-08,8.5e-07,3.0631e-18
2.06061e-08,8.55556e-07,2.95455e-18
2.06061e-08,8.61111e-07,2.85314e-18
2.06061e-08,8.66667e-07,2.75981e-18
2.06061e-08,8.72222e-07,2.67483e-18
2.06061e-08,8.77778e-07,2.59785e-18
2.06061e-08,8.83333e-07,2.52798e-18
2.06061e-08,8.88889e-07,2.46389e-18
2.06061e-08,8.94444e-07,2.40404e-18
2.06061e-08,9e-07,2.34681e-18
2.06061e-08,9.05556e-07,2.29073e-18
2.06061e-08,9.11111e-07,2.23456e-18
2.06061e-08,9.16667e-07,2.17744e-18
2.06061e-08,9.22222e-07,2.11888e-18
2.06061e-08,9.27778e-07,2.05884e-18
2.06061e-08,9.33333e-07,1.99762e-18
2.06061e-08,9.38889e-07,1.93584e-18
2.06061e-08,9.44444e-07,1.87431e-18
2.06061e-08,9.5e-07,1.81397e-18
2.06061e-08,9.55556e-07,1.75573e-18
2.06061e-08,9.61111e-07,1.70045e-18
2.06061e-08,9.66667e-07,1.64881e-18
2.06061e-08,9.72222e-07,1.60126e-18
2.06061e-08,9.77778e-07,1.55804e-18
2.06061e-08,9.83333e-07,1.5191e-18
2.06061e-08,9.88889e-07,1.48419e-18
2.06061e-08,9.94444e-07,1.45284e-18
2.06061e-08,1e-06,1.42443e-18
2.13131e-08,4.5e-07,4.4145e-17
2.13131e-08,4.55556e-07,4.15389e-17
2.13131e-08,4.61111e-07,3.93882e-17
2.13131e-08,4.66667e-07,3.75356e-17
2.13131e-08,4.72222e-07,3.60326e-17
2.13131e-08,4.77778e-07,3.52768e-17
2.13131e-08,4.83333e-07,3.57586e-17
2.13131e-08,4.88889e-07,3.76789e-17
2.13131e-08,4.94444e-07,4.07843e-17
2.13131e-08,5e-07,4.45314e-17
2.13131e-08,5.05556e-07,4.84101e-17
2.13131e-08,5.11111e-07,5.2169e-17
2.13131e-08,5.16667e-07,5.58051e-17
2.13131e-08,5.22222e-07,5.93713e-17
2.13131e-08,5.27778e-07,6.27702e-17
2.13131e-08,5.33333e-07,6.56752e-17
2.13131e-08,5.38889e-07,6.76197e-17
2.13131e-08,5.44444e-07,6.81833e-17
2.13131e-08,5.5e-07,6.7165e-17
2.13131e-08,5.55556e-07,6.46589e-17
2.13131e-08,5.61111e-07,6.10107e-17
2.13131e-08,5.66667e-07,5.66943e-17
2.13131e-08,5.72222e-07,5.2171e-17
2.13131e-08,5.77778e-07,4.77875e-17
2.13131e-08,5.83333e-07,4.37378e-17
2.13131e-08,5.88889e-07,4.00818e-17
2.13131e-08,5.94444e-07,3.67971e-17
2.13131e-08,6e-07,3.38319e-17
2.13131e-08,6.05556e-07,3.11427e-17
2.13131e-08,6.11111e-07,2.87075e-17
2.13131e-08,6.16667e-07,2.6521e-17
2.13131e-08,6.22222e-07,2.45804e-17
2.13131e-08,6.27778e-07,2.28739e-17
2.13131e-08,6.33333e-07,2.13751e-17
2.13131e-08,6.38889e-07,2.00458e-17
2.13131e-08,6.44444e-07,1.88444e-17
2.13131e-08,6.5e-07,1.77342e-17
2.13131e-08,6.55556e-07,1.66906e-17
2.13131e-08,6.61111e-07,1.57024e-17
2.13131e-08,6.66667e-07,1.47703e-17
2.13131e-08,6.72222e-07,1.39013e-17
2.13131e-08,6.77778e-07,1.31037e-17
2.13131e-08,6.83333e-07,1.23824e-17
2.13131e-08,6.88889e-07,1.17366e-17
2.13131e-08,6.94444e-07,1.11597e-17
2.13131e-08,7e-07,1.06411e-17
2.13131e-08,7.05556e-07,1.01683e-17
2.13131e-08,7.11111e-07,9.72986e-18
2.13131e-08,7.16667e-07,9.31697e-18
2.13131e-08,7.22222e-07,8.92416e-18
2.13131e-08,7.27778e-07,8.54916e-18
2.13131e-08,7.33333e-07,8.19203e-18
2.13131e-08,7.38889e-07,7.85395e-18
2.13131e-08,7.44444e-07,7.53605e-18
2.13131e-08,7.5e-07,7.23867e-18
2.13131e-08,7.55556e-07,6.96093e-18
2.13131e-08,7.61111e-07,6.70084e-18
2.13131e-08,7.66667e-07,6.45568e-18
2.13131e-08,7.72222e-07,6.22253e-18
2.13131e-08,7.77778e-07,5.9988e-18
2.13131e-08,7.83333e-07,5.78265e-18
2.13131e-08,7.88889e-07,5.57313e-18
2.13131e-08,7.94444e-07,5.37023e-18
2.13131e-08,8e-07,5.17459e-18
2.13131e-08,8.05556e-07,4.98724e-18
2.13131e-08,8.11111e-07,4.80925e-18
2.13131e-08,8.16667e-07,4.6414e-18
2.13131e-08,8.22222e-07,4.484e-18
2.13131e-08,8.27778e-07,4.33677e-18
2.13131e-08,8.33333e-07,4.19889e-18
2.13131e-08,8.38889e-07,4.0691e-18
2.13131e-08,8.44444e-07,3.94591e-18
2.13131e-08,8.5e-07,3.82777e-18
2.13131e-08,8.55556e-07,3.71333e-18
2.13131e-08,8.61111e-07,3.60153e-18
2.13131e-08,8.66667e-07,3.49174e-18
2.13131e-08,8.72222e-07,3.38374e-18
2.13131e-08,8.77778e-07,3.27773e-18
2.13131e-08,8.83333e-07,3.1742e-18
2.13131e-08,8.88889e-07,3.07383e-18
2.13131e-08,8.94444e-07,2.97737e-18
2.13131e-08,9e-07,2.88547e-18
2.13131e-08,9.05556e-07,2.79863e-18
2.13131e-08,9.11111e-07,2.71709e-18
2.13131e-08,9.16667e-07,2.64083e-18
2.13131e-08,9.22222e-07,2.56955e-18
2.13131e-08,9.27778e-07,2.50271e-18
2.13131e-08,9.33333e-07,2.43961e-18
2.13131e-08,9.38889e-07,2.37945e-18
2.13131e-08,9.44444e-07,2.32142e-18
2.13131e-08,9.5e-07,2.26475e-18
2.13131e-08,9.55556e-07,2.20883e-18
2.13131e-08,9.61111e-07,2.15319e-18
2.13131e-08,9.66667e-07,2.09758e-18
2.13131e-08,9.72222e-07,2.04192e-18
2.13131e-08,9.77778e-07,1.98635e-18
2.13131e-08,9.83333e-07,1.93116e-18
2.13131e-08,9.88889e-07,1.87672e-18
2.13131e-08,9.94444e-07,1.82352e-18
2.13131e-08,1e-06,1.77202e-18
2.20202e-08,4.5e-07,5.41744e-17
2.20202e-08,4.55556e-07,5.18745e-17
2.20202e-08,4.61111e-07,4.9384e-17
2.20202e-08,4.66667e-07,4.68204e-17
2.20202e-08,4.72222e-07,4.48185e-17
2.20202e-08,4.77778e-07,4.42573e-17
2.20202e-08,4.83333e-07,4.58638e-17
2.20202e-08,4.88889e-07,4.98826e-17
2.20202e-08,4.94444e-07,5.59391e-17
2.20202e-08,5e-07,6.3125e-17
2.20202e-08,5.05556e-07,7.02458e-17
2.20202e-08,5.11111e-07,7.61273e-17
2.20202e-08,5.16667e-07,7.98805e-17
2.20202e-08,5.22222e-07,8.10573e-17
2.20202e-08,5.27778e-07,7.96771e-17
2.20202e-08,5.33333e-07,7.61444e-17
2.20202e-08,5.38889e-07,7.10997e-17
2.20202e-08,5.44444e-07,6.52555e-17
2.20202e-08,5.5e-07,5.92563e-17
2.20202e-08,5.55556e-07,5.35879e-17
2.20202e-08,5.61111e-07,4.85415e-17
2.20202e-08,5.66667e-07,4.42251e-17
2.20202e-08,5.72222e-07,4.06065e-17
2.20202e-08,5.77778e-07,3.7569e-17
2.20202e-08,5.83333e-07,3.49648e-17
2.20202e-08,5.88889e-07,3.26563e-17
2.20202e-08,5.94444e-07,3.05405e-17
2.20202e-08,6e-07,2.85571e-17
2.20202e-08,6.05556e-07,2.66835e-17
2.20202e-08,6.11111e-07,2.49239e-17
2.20202e-08,6.16667e-07,2.32946e-17
2.20202e-08,6.22222e-07,2.18123e-17
2.20202e-08,6.27778e-07,2.04851e-17
2.20202e-08,6.33333e-07,1.93095e-17
2.20202e-08,6.38889e-07,1.82703e-17
2.20202e-08,6.44444e-07,1.73441e-17
2.20202e-08,6.5e-07,1.65039e-17
2.20202e-08,6.55556e-07,1.57241e-17
2.20202e-08,6.61111e-07,1.49836e-17
2.20202e-08,6.66667e-07,1.42689e-17
2.20202e-08,6.72222e-07,1.35735e-17
2.20202e-08,6.77778e-07,1.28979e-17
2.20202e-08,6.83333e-07,1.22471e-17
2.20202e-08,6.88889e-07,1.1629e-17
2.20202e-08,6.94444e-07,1.10513e-17
2.20202e-08,7e-07,1.05202e-17
2.20202e-08,7.05556e-07,1.00391e-17
2.20202e-08,7.11111e-07,9.60786e-18
2.20202e-08,7.16667e-07,9.22321e-18
2.20202e-08,7.22222e-07,8.87903e-18
2.20202e-08,7.27778e-07,8.56755e-18
2.20202e-08,7.33333e-07,8.28025e-18
2.20202e-08,7.38889e-07,8.00899e-18
2.20202e-08,7.44444e-07,7.74675e-18
2.20202e-08,7.5e-07,7.48827e-18
2.20202e-08,7.55556e-07,7.23028e-18
2.20202e-08,7.61111e-07,6.97154e-18
2.20202e-08,7.66667e-07,6.71259e-18
2.20202e-08,7.72222e-07,6.45539e-18
2.20202e-08,7.77778e-07,6.20277e-18
2.20202e-08,7.83333e-07,5.95798e-18
2.20202e-08,7.88889e-07,5.72417e-18
2.20202e-08,7.94444e-07,5.504e-18
2.20202e-08,8e-07,5.29941e-18
2.20202e-08,8.05556e-07,5.1114e-18
2.20202e-08,8.11111e-07,4.93998e-18
2.20202e-08,8.16667e-07,4.78431e-18
2.20202e-08,8.22222e-07,4.64277e-18
2.20202e-08,8.27778e-07,4.51318e-18
2.20202e-08,8.33333e-07,4.39305e-18
2.20202e-08,8.38889e-07,4.27977e-18
2.20202e-08,8.44444e-07,4.17088e-18
2.20202e-08,8.5e-07,4.06416e-18
2.20202e-08,8.55556e-07,3.95787e-18
2.20202e-08,8.61111e-07,3.85073e-18
2.20202e-08,8.66667e-07,3.74204e-18
2.20202e-08,8.72222e-07,3.6316e-18
2.20202e-08,8.77778e-07,3.51969e-18
2.20202e-08,8.83333e-07,3.407e-18
2.20202e-08,8.88889e-07,3.2945e-18
2.20202e-08,8.94444e-07,3.18336e-18
2.20202e-08,9e-07,3.07482e-18
2.20202e-08,9.05556e-07,2.97009e-18
2.20202e-08,9.11111e-07,2.87028e-18
2.20202e-08,9.16667e-07,2.77629e-18
2.20202e-08,9.22222e-07,2.6888e-18
2.20202e-08,9.27778e-07,2.60821e-18
2.20202e-08,9.33333e-07,2.53464e-18
2.20202e-08,9.38889e-07,2.46793e-18
2.20202e-08,9.44444e-07,2.40769e-18
2.20202e-08,9.5e-07,2.3533e-18
2.20202e-08,9.55556e-07,2.30399e-18
2.20202e-08,9.61111e-07,2.25884e-18
2.20202e-08,9.66667e-07,2.21691e-18
2.20202e-08,9.72222e-07,2.17721e-18
2.20202e-08,9.77778e-07,2.13881e-18
2.20202e-08,9.83333e-07,2.10084e-18
2.20202e-08,9.88889e-07,2.06253e-18
2.20202e-08,9.94444e-07,2.02327e-18
2.20202e-08,1e-06,1.98259e-18
2.27273e-08,4.5e-07,6.03555e-17
2.27273e-08,4.55556e-07,5.67758e-17
2.27273e-08,4.61111e-07,5.39297e-17
2.27273e-08,4.66667e-07,5.1799e-17
2.27273e-08,4.72222e-07,5.02908e-17
2.27273e-08,4.77778e-07,4.96461e-17
2.27273e-08,4.83333e-07,5.04587e-17
2.27273e-08,4.88889e-07,5.32307e-17
2.27273e-08,4.94444e-07,5.78456e-17
2.27273e-08,5e-07,6.34064e-17
2.27273e-08,5.05556e-07,6.85759e-17
2.27273e-08,5.11111e-07,7.2188e-17
2.27273e-08,5.16667e-07,7.37421e-17
2.27273e-08,5.22222e-07,7.3515e-17
2.27273e-08,5.27778e-07,7.22867e-17
2.27273e-08,5.33333e-07,7.08844e-17
2.27273e-08,5.38889e-07,6.98e-17
2.27273e-08,5.44444e-07,6.9047e-17
2.27273e-08,5.5e-07,6.82661e-17
2.27273e-08,5.55556e-07,6.69735e-17
2.27273e-08,5.61111e-07,6.48104e-17
2.27273e-08,5.66667e-07,6.1685e-17
2.27273e-08,5.72222e-07,5.77791e-17
2.27273e-08,5.77778e-07,5.34477e-17
2.27273e-08,5.83333e-07,4.90814e-17
2.27273e-08,5.88889e-07,4.49902e-17
2.27273e-08,5.94444e-07,4.13448e-17
2.27273e-08,6e-07,3.81794e-17
2.27273e-08,6.05556e-07,3.5434e-17
2.27273e-08,6.11111e-07,3.30109e-17
2.27273e-08,6.16667e-07,3.08207e-17
2.27273e-08,6.22222e-07,2.8806e-17
2.27273e-08,6.27778e-07,2.6944e-17
2.27273e-08,6.33333e-07,2.52341e-17
2.27273e-08,6.38889e-07,2.36816e-17
2.27273e-08,6.44444e-07,2.22843e-17
2.27273e-08,6.5e-07,2.10279e-17
2.27273e-08,6.55556e-07,1.98881e-17
2.27273e-08,6.61111e-07,1.88366e-17
2.27273e-08,6.66667e-07,1.78494e-17
2.27273e-08,6.72222e-07,1.69117e-17
2.27273e-08,6.77778e-07,1.60191e-17
2.27273e-08,6.83333e-07,1.5176e-17
2.27273e-08,6.88889e-07,1.43913e-17
2.27273e-08,6.94444e-07,1.36735e-17
2.27273e-08,7e-07,1.30266e-17
2.27273e-08,7.05556e-07,1.24487e-17
2.27273e-08,7.11111e-07,1.19319e-17
2.27273e-08,7.16667e-07,1.14637e-17
2.27273e-08,7.22222e-07,1.10303e-17
2.27273e-08,7.27778e-07,1.0619e-17
2.27273e-08,7.33333e-07,1.02203e-17
2.27273e-08,7.38889e-07,9.82886e-18
2.27273e-08,7.44444e-07,9.44388e-18
2.27273e-08,7.5e-07,9.06778e-18
2.27273e-08,7.55556e-07,8.70495e-18
2.27273e-08,7.61111e-07,8.36017e-18
2.27273e-08,7.66667e-07,8.03726e-18
2.27273e-08,7.72222e-07,7.73816e-18
2.27273e-08,7.77778e-07,7.46265e-18
2.27273e-08,7.83333e-07,7.2085e-18
2.27273e-08,7.88889e-07,6.97199e-18
2.27273e-08,7.94444e-07,6.74874e-18
2.27273e-08,8e-07,6.53449e-18
2.27273e-08,8.05556e-07,6.32572e-18
2.27273e-08,8.11111e-07,6.12013e-18
2.27273e-08,8.16667e-07,5.91679e-18
2.27273e-08,8.22222e-07,5.71608e-18
2.27273e-08,8.27778e-07,5.51935e-18
2.27273e-08,8.33333e-07,5.32854e-18
2.27273e-08,8.38889e-07,5.14573e-18
2.27273e-08,8.44444e-07,4.97275e-18
2.27273e-08,8.5e-07,4.81084e-18
2.27273e-08,8.55556e-07,4.66046e-18
2.27273e-08,8.61111e-07,4.52128e-18
2.27273e-08,8.66667e-07,4.39225e-18
2.27273e-08,8.72222e-07,4.27176e-18
2.27273e-08,8.77778e-07,4.15788e-18
2.27273e-08,8.83333e-07,4.0486e-18
2.27273e-08,8.88889e-07,3.94211e-18
2.27273e-08,8.94444e-07,3.83692e-18
2.27273e-08,9e-07,3.73205e-18
2.27273e-08,9.05556e-07,3.62704e-18
2.27273e-08,9.11111e-07,3.52194e-18
2.27273e-08,9.16667e-07,3.41728e-18
2.27273e-08,9.22222e-07,3.3139e-18
2.27273e-08,9.27778e-07,3.21285e-18
2.27273e-08,9.33333e-07,3.11521e-18
2.27273e-08,9.38889e-07,3.02198e-18
2.27273e-08,9.44444e-07,2.93398e-18
2.27273e-08,9.5e-07,2.85173e-18
2.27273e-08,9.55556e-07,2.77543e-18
2.27273e-08,9.61111e-07,2.70495e-18
2.27273e-08,9.66667e-07,2.63987e-18
2.27273e-08,9.72222e-07,2.57949e-18
2.27273e-08,9.77778e-07,2.52296e-18
2.27273e-08,9.83333e-07,2.46931e-18
2.27273e-08,9.88889e-07,2.41756e-18
2.27273e-08,9.94444e-07,2.36679e-18
2.27273e-08,1e-06,2.3162e-18
2.34343e-08,4.5e-07,7.45523e-17
2.34343e-08,4.55556e-07,7.01936e-17
2.34343e-08,4.61111e-07,6.62425e-17
2.34343e-08,4.66667e-07,6.28471e-17
2.34343e-08,4.72222e-07,6.04705e-17
2.34343e-08,4.77778e-07,5.95883e-17
2.34343e-08,4.83333e-07,6.04853e-17
2.34343e-08,4.88889e-07,6.33455e-17
2.34343e-08,4.94444e-07,6.82868e-17
2.34343e-08,5e-07,7.50574e-17
2.34343e-08,5.05556e-07,8.26543e-17
2.34343e-08,5.11111e-07,8.94048e-17
2.34343e-08,5.16667e-07,9.369e-17
2.34343e-08,5.22222e-07,9.48699e-17
2.34343e-08,5.27778e-07,9.37184e-17
2.34343e-08,5.33333e-07,9.20141e-17
2.34343e-08,5.38889e-07,9.15359e-17
2.34343e-08,5.44444e-07,9.31012e-17
2.34343e-08,5.5e-07,9.61966e-17
2.34343e-08,5.55556e-07,9.93373e-17
2.34343e-08,5.61111e-07,1.00859e-16
2.34343e-08,5.66667e-07,9.96693e-17
2.34343e-08,5.72222e-07,9.56146e-17
2.34343e-08,5.77778e-07,8.9367e-17
2.34343e-08,5.83333e-07,8.20114e-17
2.34343e-08,5.88889e-07,7.45837e-17
2.34343e-08,5.94444e-07,6.77678e-17
2.34343e-08,6e-07,6.18245e-17
2.34343e-08,6.05556e-07,5.67006e-17
2.34343e-08,6.11111e-07,5.22076e-17
2.34343e-08,6.16667e-07,4.8171e-17
2.34343e-08,6.22222e-07,4.44998e-17
2.34343e-08,6.27778e-07,4.11789e-17
2.34343e-08,6.33333e-07,3.82228e-17
2.34343e-08,6.38889e-07,3.56285e-17
2.34343e-08,6.44444e-07,3.33544e-17
2.34343e-08,6.5e-07,3.13275e-17
2.34343e-08,6.55556e-07,2.94683e-17
2.34343e-08,6.61111e-07,2.77165e-17
2.34343e-08,6.66667e-07,2.60454e-17
2.34343e-08,6.72222e-07,2.44602e-17
2.34343e-08,6.77778e-07,2.29854e-17
2.34343e-08,6.83333e-07,2.1647e-17
2.34343e-08,6.88889e-07,2.04588e-17
2.34343e-08,6.94444e-07,1.94163e-17
2.34343e-08,7e-07,1.84979e-17
2.34343e-08,7.05556e-07,1.76733e-17
2.34343e-08,7.11111e-07,1.69116e-17
2.34343e-08,7.16667e-07,1.61898e-17
2.34343e-08,7.22222e-07,1.54955e-17
2.34343e-08,7.27778e-07,1.48266e-17
2.34343e-08,7.33333e-07,1.41879e-17
2.34343e-08,7.38889e-07,1.35864e-17
2.34343e-08,7.44444e-07,1.3027e-17
2.34343e-08,7.5e-07,1.25104e-17
2.34343e-08,7.55556e-07,1.20324e-17
2.34343e-08,7.61111e-07,1.15858e-17
2.34343e-08,7.66667e-07,1.11618e-17
2.34343e-08,7.72222e-07,1.07531e-17
2.34343e-08,7.77778e-07,1.03549e-17
2.34343e-08,7.83333e-07,9.96592e-18
2.34343e-08,7.88889e-07,9.58788e-18
2.34343e-08,7.94444e-07,9.22442e-18
2.34343e-08,8e-07,8.87963e-18
2.34343e-08,8.05556e-07,8.55674e-18
2.34343e-08,8.11111e-07,8.25714e-18
2.34343e-08,8.16667e-07,7.98002e-18
2.34343e-08,8.22222e-07,7.72259e-18
2.34343e-08,8.27778e-07,7.48074e-18
2.34343e-08,8.33333e-07,7.24989e-18
2.34343e-08,8.38889e-07,7.02588e-18
2.34343e-08,8.44444e-07,6.8057e-18
2.34343e-08,8.5e-07,6.58783e-18
2.34343e-08,8.55556e-07,6.37235e-18
2.34343e-08,8.61111e-07,6.16064e-18
2.34343e-08,8.66667e-07,5.95495e-18
2.34343e-08,8.72222e-07,5.75776e-18
2.34343e-08,8.77778e-07,5.5713e-18
2.34343e-08,8.83333e-07,5.39706e-18
2.34343e-08,8.88889e-07,5.23556e-18
2.34343e-08,8.94444e-07,5.08622e-18
2.34343e-08,9e-07,4.94759e-18
2.34343e-08,9.05556e-07,4.81749e-18
2.34343e-08,9.11111e-07,4.69345e-18
2.34343e-08,9.16667e-07,4.57304e-18
2.34343e-08,9.22222e-07,4.45417e-18
2.34343e-08,9.27778e-07,4.33539e-18
2.34343e-08,9.33333e-07,4.21596e-18
2.34343e-08,9.38889e-07,4.09592e-18
2.34343e-08,9.44444e-07,3.97597e-18
2.34343e-08,9.5e-07,3.85733e-18
2.34343e-08,9.55556e-07,3.74148e-18
2.34343e-08,9.61111e-07,3.62998e-18
2.34343e-08,9.66667e-07,3.5242e-18
2.34343e-08,9.72222e-07,3.42518e-18
2.34343e-08,9.77778e-07,3.33348e-18
2.34343e-08,9.83333e-07,3.24916e-18
2.34343e-08,9.88889e-07,3.17176e-18
2.34343e-08,9.94444e-07,3.10038e-18
2.34343e-08,1e-06,3.03383e-18
2.41414e-08,4.5e-07,1.0339e-16
2.41414e-08,4.55556e-07,9.75424e-17
2.41414e-08,4.61111e-07,9.30333e-17
2.41414e-08,4.66667e-07,8.95036e-17
2.41414e-08,4.72222e-07,8.68744e-17
2.41414e-08,4.77778e-07,8.5894e-17
2.41414e-08,4.83333e-07,8.79737e-17
2.41414e-08,4.88889e-07,9.44043e-17
2.41414e-08,4.94444e-07,1.05473e-16
2.41414e-08,5e-07,1.20016e-16
2.41414e-08,5.05556e-07,1.35646e-16
2.41414e-08,5.11111e-07,1.49496e-16
2.41414e-08,5.16667e-07,1.59106e-16
2.41414e-08,5.22222e-07,1.63089e-16
2.41414e-08,5.27778e-07,1.61344e-16
2.41414e-08,5.33333e-07,1.54844e-16
2.41414e-08,5.38889e-07,1.45169e-16
2.41414e-08,5.44444e-07,1.33981e-16
2.41414e-08,5.5e-07,1.22634e-16
2.41414e-08,5.55556e-07,1.11991e-16
2.41414e-08,5.61111e-07,1.02427e-16
2.41414e-08,5.66667e-07,9.39647e-17
2.41414e-08,5.72222e-07,8.64469e-17
2.41414e-08,5.77778e-07,7.968e-17
2.41414e-08,5.83333e-07,7.35204e-17
2.41414e-08,5.88889e-07,6.78981e-17
2.41414e-08,5.94444e-07,6.27985e-17
2.41414e-08,6e-07,5.8226e-17
2.41414e-08,6.05556e-07,5.41722e-17
2.41414e-08,6.11111e-07,5.05997e-17
