r_p,wavelength,abs_sigma
1.9899e-08,5.44444e-07,7.44137e-16
1.9899e-08,5.5e-07,6.21483e-16
1.9899e-08,5.55556e-07,5.19219e-16
1.9899e-08,5.61111e-07,4.35339e-16
1.9899e-08,5.66667e-07,3.66452e-16
1.9899e-08,5.72222e-07,3.09264e-16
1.9899e-08,5.77778e-07,2.61323e-16
1.9899e-08,5.83333e-07,2.21112e-16
1.9899e-08,5.88889e-07,1.87747e-16
1.9899e-08,5.94444e-07,1.60559e-16
1.9899e-08,6e-07,1.38784e-16
1.9899e-08,6.05556e-07,1.21447e-16
1.9899e-08,6.11111e-07,1.07424e-16
1.9899e-08,6.16667e-07,9.5616e-17
1.9899e-08,6.22222e-07,8.51235e-17
1.9899e-08,6.27778e-07,7.53629e-17
1.9899e-08,6.33333e-07,6.6092e-17
1.9899e-08,6.38889e-07,5.73489e-17
1.9899e-08,6.44444e-07,4.93401e-17
1.9899e-08,6.5e-07,4.23153e-17
1.9899e-08,6.55556e-07,3.64658e-17
1.9899e-08,6.61111e-07,3.18653e-17
1.9899e-08,6.66667e-07,2.84562e-17
1.9899e-08,6.72222e-07,2.60739e-17
1.9899e-08,6.77778e-07,2.4492e-17
1.9899e-08,6.83333e-07,2.34713e-17
1.9899e-08,6.88889e-07,2.28003e-17
1.9899e-08,6.94444e-07,2.23187e-17
1.9899e-08,7e-07,2.19234e-17
1.9899e-08,7.05556e-07,2.15607e-17
1.9899e-08,7.11111e-07,2.12091e-17
1.9899e-08,7.16667e-07,2.08619e-17
1.9899e-08,7.22222e-07,2.05119e-17
1.9899e-08,7.27778e-07,2.01431e-17
1.9899e-08,7.33333e-07,1.97297e-17
1.9899e-08,7.38889e-07,1.92398e-17
1.9899e-08,7.44444e-07,1.86438e-17
1.9899e-08,7.5e-07,1.79225e-17
1.9899e-08,7.55556e-07,1.70734e-17
1.9899e-08,7.61111e-07,1.61137e-17
1.9899e-08,7.66667e-07,1.50796e-17
1.9899e-08,7.72222e-07,1.40214e-17
1.9899e-08,7.77778e-07,1.2996e-17
1.9899e-08,7.83333e-07,1.20593e-17
1.9899e-08,7.88889e-07,1.12575e-17
1.9899e-08,7.94444e-07,1.06216e-17
1.9899e-08,8e-07,1.0163e-17
1.9899e-08,8.05556e-07,9.87364e-18
1.9899e-08,8.11111e-07,9.7272e-18
1.9899e-08,8.16667e-07,9.68399e-18
1.9899e-08,8.22222e-07,9.69644e-18
1.9899e-08,8.27778e-07,9.71548e-18
1.9899e-08,8.33333e-07,9.6965e-18
1.9899e-08,8.38889e-07,9.60429e-18
1.9899e-08,8.44444e-07,9.41647e-18
1.9899e-08,8.5e-07,9.1251e-18
1.9899e-08,8.55556e-07,8.73646e-18
1.9899e-08,8.61111e-07,8.2693e-18
1.9899e-08,8.66667e-07,7.75185e-18
1.9899e-08,8.72222e-07,7.21801e-18
1.9899e-08,8.77778e-07,6.70337e-18
1.9899e-08,8.83333e-07,6.24132e-18
1.9899e-08,8.88889e-07,5.85974e-18
1.9899e-08,8.94444e-07,5.57852e-18
1.9899e-08,9e-07,5.40808e-18
1.9899e-08,9.05556e-07,5.3489e-18
1.9899e-08,9.11111e-07,5.39204e-18
1.9899e-08,9.16667e-07,5.52047e-18
1.9899e-08,9.22222e-07,5.711e-18
1.9899e-08,9.27778e-07,5.93661e-18
1.9899e-08,9.33333e-07,6.16894e-18
1.9899e-08,9.38889e-07,6.38069e-18
1.9899e-08,9.44444e-07,6.54767e-18
1.9899e-08,9.5e-07,6.65061e-18
1.9899e-08,9.55556e-07,6.67626e-18
1.9899e-08,9.61111e-07,6.61807e-18
1.9899e-08,9.66667e-07,6.47625e-18
1.9899e-08,9.72222e-07,6.25741e-18
1.9899e-08,9.77778e-07,5.97363e-18
1.9899e-08,9.83333e-07,5.64139e-18
1.9899e-08,9.88889e-07,5.28013e-18
1.9899e-08,9.94444e-07,4.91078e-18
1.9899e-08,1e-06,4.55433e-18
2.06061e-08,4.5e-07,1.07608e-15
2.06061e-08,4.55556e-07,1.08071e-15
2.06061e-08,4.61111e-07,1.10239e-15
2.06061e-08,4.66667e-07,1.13081e-15
2.06061e-08,4.72222e-07,1.16333e-15
2.06061e-08,4.77778e-07,1.21043e-15
2.06061e-08,4.83333e-07,1.28552e-15
2.06061e-08,4.88889e-07,1.38933e-15
2.06061e-08,4.94444e-07,1.5031e-15
2.06061e-08,5e-07,1.59631e-15
2.06061e-08,5.05556e-07,1.64282e-15
2.06061e-08,5.11111e-07,1.63395e-15
2.06061e-08,5.16667e-07,1.5808e-15
2.06061e-08,5.22222e-07,1.50585e-15
2.06061e-08,5.27778e-07,1.43005e-15
2.06061e-08,5.33333e-07,1.36322e-15
2.06061e-08,5.38889e-07,1.30192e-15
2.06061e-08,5.44444e-07,1.23436e-15
2.06061e-08,5.5e-07,1.14849e-15
2.06061e-08,5.55556e-07,1.03874e-15
2.06061e-08,5.61111e-07,9.08614e-16
2.06061e-08,5.66667e-07,7.68903e-16
2.06061e-08,5.72222e-07,6.3318e-16
2.06061e-08,5.77778e-07,5.13071e-16
2.06061e-08,5.83333e-07,4.1515e-16
2.06061e-08,5.88889e-07,3.40248e-16
2.06061e-08,5.94444e-07,2.84789e-16
2.06061e-08,6e-07,2.43133e-16
2.06061e-08,6.05556e-07,2.09839e-16
2.06061e-08,6.11111e-07,1.811e-16
2.06061e-08,6.16667e-07,1.55137e-16
2.06061e-08,6.22222e-07,1.31759e-16
2.06061e-08,6.27778e-07,1.11524e-16
2.06061e-08,6.33333e-07,9.4944e-17
2.06061e-08,6.38889e-07,8.20105e-17
2.06061e-08,6.44444e-07,7.21106e-17
2.06061e-08,6.5e-07,6.42551e-17
2.06061e-08,6.55556e-07,5.74375e-17
2.06061e-08,6.61111e-07,5.09519e-17
2.06061e-08,6.66667e-07,4.45571e-17
2.06061e-08,6.72222e-07,3.84548e-17
2.06061e-08,6.77778e-07,3.31233e-17
2.06061e-08,6.83333e-07,2.90843e-17
2.06061e-08,6.88889e-07,2.66883e-17
2.06061e-08,6.94444e-07,2.59819e-17
2.06061e-08,7e-07,2.66818e-17
2.06061e-08,7.05556e-07,2.82478e-17
2.06061e-08,7.11111e-07,3.00185e-17
2.06061e-08,7.16667e-07,3.13665e-17
2.06061e-08,7.22222e-07,3.18291e-17
2.06061e-08,7.27778e-07,3.11874e-17
2.06061e-08,7.33333e-07,2.94822e-17
2.06061e-08,7.38889e-07,2.6972e-17
2.06061e-08,7.44444e-07,2.40521e-17
2.06061e-08,7.5e-07,2.11568e-17
2.06061e-08,7.55556e-07,1.86681e-17
2.06061e-08,7.61111e-07,1.68482e-17
2.06061e-08,7.66667e-07,1.58048e-17
2.06061e-08,7.72222e-07,1.54912e-17
2.06061e-08,7.77778e-07,1.57355e-17
2.06061e-08,7.83333e-07,1.62879e-17
2.06061e-08,7.88889e-07,1.68759e-17
2.06061e-08,7.94444e-07,1.72554e-17
2.06061e-08,8e-07,1.72499e-17
2.06061e-08,8.05556e-07,1.67727e-17
2.06061e-08,8.11111e-07,1.58311e-17
2.06061e-08,8.16667e-07,1.45148e-17
2.06061e-08,8.22222e-07,1.29724e-17
2.06061e-08,8.27778e-07,1.13821e-17
2.06061e-08,8.33333e-07,9.92069e-18
2.06061e-08,8.38889e-07,8.73746e-18
2.06061e-08,8.44444e-07,7.93462e-18
2.06061e-08,8.5e-07,7.557e-18
2.06061e-08,8.55556e-07,7.59093e-18
2.06061e-08,8.61111e-07,7.97116e-18
2.06061e-08,8.66667e-07,8.59391e-18
2.06061e-08,8.72222e-07,9.33344e-18
2.06061e-08,8.77778e-07,1.00596e-17
2.06061e-08,8.83333e-07,1.06543e-17
2.06061e-08,8.88889e-07,1.1024e-17
2.06061e-08,8.94444e-07,1.1109e-17
2.06061e-08,9e-07,1.08874e-17
2.06061e-08,9.05556e-07,1.03738e-17
2.06061e-08,9.11111e-07,9.6155e-18
2.06061e-08,9.16667e-07,8.68401e-18
2.06061e-08,9.22222e-07,7.66607e-18
2.06061e-08,9.27778e-07,6.65333e-18
2.06061e-08,9.33333e-07,5.73279e-18
2.06061e-08,9.38889e-07,4.97859e-18
2.06061e-08,9.44444e-07,4.44583e-18
2.06061e-08,9.5e-07,4.16677e-18
2.06061e-08,9.55556e-07,4.14952e-18
2.06061e-08,9.61111e-07,4.37903e-18
2.06061e-08,9.66667e-07,4.82002e-18
2.06061e-08,9.72222e-07,5.42141e-18
2.06061e-08,9.77778e-07,6.12172e-18
2.06061e-08,9.83333e-07,6.85475e-18
2.06061e-08,9.88889e-07,7.55526e-18
2.06061e-08,9.94444e-07,8.164e-18
2.06061e-08,1e-06,8.63182e-18
2.13131e-08,4.5e-07,1.21694e-15
2.13131e-08,4.55556e-07,1.22065e-15
2.13131e-08,4.61111e-07,1.23311e-15
2.13131e-08,4.66667e-07,1.25245e-15
2.13131e-08,4.72222e-07,1.28523e-15
2.13131e-08,4.77778e-07,1.34173e-15
2.13131e-08,4.83333e-07,1.42583e-15
2.13131e-08,4.88889e-07,1.52955e-15
2.13131e-08,4.94444e-07,1.63658e-15
2.13131e-08,5e-07,1.73129e-15
2.13131e-08,5.05556e-07,1.80545e-15
2.13131e-08,5.11111e-07,1.85845e-15
2.13131e-08,5.16667e-07,1.89208e-15
2.13131e-08,5.22222e-07,1.90477e-15
2.13131e-08,5.27778e-07,1.88957e-15
2.13131e-08,5.33333e-07,1.83709e-15
2.13131e-08,5.38889e-07,1.74094e-15
2.13131e-08,5.44444e-07,1.6023e-15
2.13131e-08,5.5e-07,1.431e-15
2.13131e-08,5.55556e-07,1.24297e-15
2.13131e-08,5.61111e-07,1.05549e-15
2.13131e-08,5.66667e-07,8.82638e-16
2.13131e-08,5.72222e-07,7.32649e-16
2.13131e-08,5.77778e-07,6.07696e-16
2.13131e-08,5.83333e-07,5.05561e-16
2.13131e-08,5.88889e-07,4.2204e-16
2.13131e-08,5.94444e-07,3.52992e-16
2.13131e-08,6e-07,2.95441e-16
2.13131e-08,6.05556e-07,2.47689e-16
2.13131e-08,6.11111e-07,2.08788e-16
2.13131e-08,6.16667e-07,1.77871e-16
2.13131e-08,6.22222e-07,1.53709e-16
2.13131e-08,6.27778e-07,1.34651e-16
2.13131e-08,6.33333e-07,1.18884e-16
2.13131e-08,6.38889e-07,1.04834e-16
2.13131e-08,6.44444e-07,9.1491e-17
2.13131e-08,6.5e-07,7.85504e-17
2.13131e-08,6.55556e-07,6.63154e-17
2.13131e-08,6.61111e-07,5.54405e-17
2.13131e-08,6.66667e-07,4.66123e-17
2.13131e-08,6.72222e-07,4.0278e-17
2.13131e-08,6.77778e-07,3.64928e-17
2.13131e-08,6.83333e-07,3.49089e-17
2.13131e-08,6.88889e-07,3.48818e-17
2.13131e-08,6.94444e-07,3.56414e-17
2.13131e-08,7e-07,3.64704e-17
2.13131e-08,7.05556e-07,3.68403e-17
2.13131e-08,7.11111e-07,3.64793e-17
2.13131e-08,7.16667e-07,3.53681e-17
2.13131e-08,7.22222e-07,3.36805e-17
2.13131e-08,7.27778e-07,3.16928e-17
2.13131e-08,7.33333e-07,2.96916e-17
2.13131e-08,7.38889e-07,2.7901e-17
2.13131e-08,7.44444e-07,2.64413e-17
2.13131e-08,7.5e-07,2.5322e-17
2.13131e-08,7.55556e-07,2.44635e-17
2.13131e-08,7.61111e-07,2.37354e-17
2.13131e-08,7.66667e-07,2.29993e-17
2.13131e-08,7.72222e-07,2.21461e-17
2.13131e-08,7.77778e-07,2.11196e-17
2.13131e-08,7.83333e-07,1.99239e-17
2.13131e-08,7.88889e-07,1.86165e-17
2.13131e-08,7.94444e-07,1.72901e-17
2.13131e-08,8e-07,1.60496e-17
2.13131e-08,8.05556e-07,1.49885e-17
2.13131e-08,8.11111e-07,1.41714e-17
2.13131e-08,8.16667e-07,1.36229e-17
2.13131e-08,8.22222e-07,1.3326e-17
2.13131e-08,8.27778e-07,1.32272e-17
2.13131e-08,8.33333e-07,1.32486e-17
2.13131e-08,8.38889e-07,1.33022e-17
2.13131e-08,8.44444e-07,1.33044e-17
2.13131e-08,8.5e-07,1.31888e-17
2.13131e-08,8.55556e-07,1.2915e-17
2.13131e-08,8.61111e-07,1.24719e-17
2.13131e-08,8.66667e-07,1.18777e-17
2.13131e-08,8.72222e-07,1.11744e-17
2.13131e-08,8.77778e-07,1.04202e-17
2.13131e-08,8.83333e-07,9.6801e-18
2.13131e-08,8.88889e-07,9.01684e-18
2.13131e-08,8.94444e-07,8.48252e-18
2.13131e-08,9e-07,8.11265e-18
2.13131e-08,9.05556e-07,7.92272e-18
2.13131e-08,9.11111e-07,7.90751e-18
2.13131e-08,9.16667e-07,8.04296e-18
2.13131e-08,9.22222e-07,8.29008e-18
2.13131e-08,9.27778e-07,8.60015e-18
2.13131e-08,9.33333e-07,8.92066e-18
2.13131e-08,9.38889e-07,9.20111e-18
2.13131e-08,9.44444e-07,9.39811e-18
2.13131e-08,9.5e-07,9.47933e-18
2.13131e-08,9.55556e-07,9.42608e-18
2.13131e-08,9.61111e-07,9.2342e-18
2.13131e-08,9.66667e-07,8.91359e-18
2.13131e-08,9.72222e-07,8.48644e-18
2.13131e-08,9.77778e-07,7.98437e-18
2.13131e-08,9.83333e-07,7.44509e-18
2.13131e-08,9.88889e-07,6.90863e-18
2.13131e-08,9.94444e-07,6.41381e-18
2.13131e-08,1e-06,5.99496e-18
2.20202e-08,4.5e-07,1.21908e-15
2.20202e-08,4.55556e-07,1.22865e-15
2.20202e-08,4.61111e-07,1.23462e-15
2.20202e-08,4.66667e-07,1.24917e-15
2.20202e-08,4.72222e-07,1.28954e-15
2.20202e-08,4.77778e-07,1.36792e-15
2.20202e-08,4.83333e-07,1.48349e-15
2.20202e-08,4.88889e-07,1.62023e-15
2.20202e-08,4.94444e-07,1.75098e-15
2.20202e-08,5e-07,1.84547e-15
2.20202e-08,5.05556e-07,1.87908e-15
2.20202e-08,5.11111e-07,1.83917e-15
2.20202e-08,5.16667e-07,1.72741e-15
2.20202e-08,5.22222e-07,1.55804e-15
2.20202e-08,5.27778e-07,1.35323e-15
2.20202e-08,5.33333e-07,1.13737e-15
2.20202e-08,5.38889e-07,9.3195e-16
2.20202e-08,5.44444e-07,7.52155e-16
2.20202e-08,5.5e-07,6.056e-16
2.20202e-08,5.55556e-07,4.92955e-16
2.20202e-08,5.61111e-07,4.09847e-16
2.20202e-08,5.66667e-07,3.4925e-16
2.20202e-08,5.72222e-07,3.03707e-16
2.20202e-08,5.77778e-07,2.66942e-16
2.20202e-08,5.83333e-07,2.34682e-16
2.20202e-08,5.88889e-07,2.0476e-16
2.20202e-08,5.94444e-07,1.76705e-16
2.20202e-08,6e-07,1.51061e-16
2.20202e-08,6.05556e-07,1.28708e-16
2.20202e-08,6.11111e-07,1.10319e-16
2.20202e-08,6.16667e-07,9.60613e-17
2.20202e-08,6.22222e-07,8.55314e-17
2.20202e-08,6.27778e-07,7.78789e-17
2.20202e-08,6.33333e-07,7.20315e-17
2.20202e-08,6.38889e-07,6.6943e-17
2.20202e-08,6.44444e-07,6.17973e-17
2.20202e-08,6.5e-07,5.61301e-17
2.20202e-08,6.55556e-07,4.98561e-17
2.20202e-08,6.61111e-07,4.32145e-17
2.20202e-08,6.66667e-07,3.66589e-17
2.20202e-08,6.72222e-07,3.07231e-17
2.20202e-08,6.77778e-07,2.58934e-17
2.20202e-08,6.83333e-07,2.25099e-17
2.20202e-08,6.88889e-07,2.07092e-17
2.20202e-08,6.94444e-07,2.04121e-17
2.20202e-08,7e-07,2.13503e-17
2.20202e-08,7.05556e-07,2.31214e-17
2.20202e-08,7.11111e-07,2.52582e-17
2.20202e-08,7.16667e-07,2.72999e-17
2.20202e-08,7.22222e-07,2.88531e-17
2.20202e-08,7.27778e-07,2.96361e-17
2.20202e-08,7.33333e-07,2.95022e-17
2.20202e-08,7.38889e-07,2.84417e-17
2.20202e-08,7.44444e-07,2.65669e-17
2.20202e-08,7.5e-07,2.40827e-17
2.20202e-08,7.55556e-07,2.12504e-17
2.20202e-08,7.61111e-07,1.835e-17
2.20202e-08,7.66667e-07,1.56444e-17
2.20202e-08,7.72222e-07,1.33514e-17
2.20202e-08,7.77778e-07,1.16242e-17
2.20202e-08,7.83333e-07,1.05418e-17
2.20202e-08,7.88889e-07,1.01084e-17
2.20202e-08,7.94444e-07,1.02619e-17
2.20202e-08,8e-07,1.08871e-17
2.20202e-08,8.05556e-07,1.1833e-17
2.20202e-08,8.11111e-07,1.29322e-17
2.20202e-08,8.16667e-07,1.40183e-17
2.20202e-08,8.22222e-07,1.49421e-17
2.20202e-08,8.27778e-07,1.55836e-17
2.20202e-08,8.33333e-07,1.58599e-17
2.20202e-08,8.38889e-07,1.57293e-17
2.20202e-08,8.44444e-07,1.51908e-17
2.20202e-08,8.5e-07,1.42802e-17
2.20202e-08,8.55556e-07,1.30637e-17
2.20202e-08,8.61111e-07,1.16299e-17
2.20202e-08,8.66667e-07,1.00803e-17
2.20202e-08,8.72222e-07,8.52041e-18
2.20202e-08,8.77778e-07,7.05126e-18
2.20202e-08,8.83333e-07,5.76201e-18
2.20202e-08,8.88889e-07,4.72455e-18
2.20202e-08,8.94444e-07,3.9896e-18
2.20202e-08,9e-07,3.58492e-18
2.20202e-08,9.05556e-07,3.51512e-18
2.20202e-08,9.11111e-07,3.76319e-18
2.20202e-08,9.16667e-07,4.29316e-18
2.20202e-08,9.22222e-07,5.05387e-18
2.20202e-08,9.27778e-07,5.98319e-18
2.20202e-08,9.33333e-07,7.01264e-18
2.20202e-08,9.38889e-07,8.07185e-18
2.20202e-08,9.44444e-07,9.09279e-18
2.20202e-08,9.5e-07,1.00134e-17
2.20202e-08,9.55556e-07,1.07807e-17
2.20202e-08,9.61111e-07,1.13528e-17
2.20202e-08,9.66667e-07,1.17006e-17
2.20202e-08,9.72222e-07,1.18082e-17
2.20202e-08,9.77778e-07,1.16727e-17
2.20202e-08,9.83333e-07,1.13039e-17
2.20202e-08,9.88889e-07,1.07224e-17
2.20202e-08,9.94444e-07,9.95825e-18
2.20202e-08,1e-06,9.04872e-18
2.27273e-08,4.5e-07,1.29364e-15
2.27273e-08,4.55556e-07,1.29611e-15
2.27273e-08,4.61111e-07,1.31623e-15
2.27273e-08,4.66667e-07,1.34929e-15
2.27273e-08,4.72222e-07,1.39367e-15
2.27273e-08,4.77778e-07,1.45586e-15
2.27273e-08,4.83333e-07,1.54327e-15
2.27273e-08,4.88889e-07,1.65192e-15
2.27273e-08,4.94444e-07,1.76122e-15
2.27273e-08,5e-07,1.84143e-15
2.27273e-08,5.05556e-07,1.86875e-15
2.27273e-08,5.11111e-07,1.83747e-15
2.27273e-08,5.16667e-07,1.76144e-15
2.27273e-08,5.22222e-07,1.66499e-15
2.27273e-08,5.27778e-07,1.5699e-15
2.27273e-08,5.33333e-07,1.48579e-15
2.27273e-08,5.38889e-07,1.40854e-15
2.27273e-08,5.44444e-07,1.32579e-15
2.27273e-08,5.5e-07,1.22546e-15
2.27273e-08,5.55556e-07,1.10248e-15
2.27273e-08,5.61111e-07,9.6109e-16
2.27273e-08,5.66667e-07,8.12549e-16
2.27273e-08,5.72222e-07,6.70393e-16
2.27273e-08,5.77778e-07,5.45679e-16
2.27273e-08,5.83333e-07,4.44152e-16
2.27273e-08,5.88889e-07,3.65916e-16
2.27273e-08,5.94444e-07,3.07034e-16
2.27273e-08,6e-07,2.61942e-16
2.27273e-08,6.05556e-07,2.25566e-16
2.27273e-08,6.11111e-07,1.94509e-16
2.27273e-08,6.16667e-07,1.67204e-16
2.27273e-08,6.22222e-07,1.43362e-16
2.27273e-08,6.27778e-07,1.23168e-16
2.27273e-08,6.33333e-07,1.06632e-16
2.27273e-08,6.38889e-07,9.33104e-17
2.27273e-08,6.44444e-07,8.23685e-17
2.27273e-08,6.5e-07,7.2874e-17
2.27273e-08,6.55556e-07,6.41116e-17
2.27273e-08,6.61111e-07,5.57837e-17
2.27273e-08,6.66667e-07,4.80314e-17
2.27273e-08,6.72222e-07,4.12936e-17
2.27273e-08,6.77778e-07,3.60784e-17
2.27273e-08,6.83333e-07,3.27385e-17
2.27273e-08,6.88889e-07,3.13224e-17
2.27273e-08,6.94444e-07,3.15365e-17
2.27273e-08,7e-07,3.28146e-17
2.27273e-08,7.05556e-07,3.44578e-17
2.27273e-08,7.11111e-07,3.57972e-17
2.27273e-08,7.16667e-07,3.63332e-17
2.27273e-08,7.22222e-07,3.5818e-17
2.27273e-08,7.27778e-07,3.42711e-17
2.27273e-08,7.33333e-07,3.1934e-17
2.27273e-08,7.38889e-07,2.91836e-17
2.27273e-08,7.44444e-07,2.64309e-17
2.27273e-08,7.5e-07,2.40298e-17
2.27273e-08,7.55556e-07,2.22122e-17
2.27273e-08,7.61111e-07,2.10597e-17
2.27273e-08,7.66667e-07,2.05102e-17
2.27273e-08,7.72222e-07,2.0393e-17
2.27273e-08,7.77778e-07,2.04791e-17
2.27273e-08,7.83333e-07,2.05352e-17
2.27273e-08,7.88889e-07,2.037e-17
2.27273e-08,7.94444e-07,1.98658e-17
2.27273e-08,8e-07,1.89911e-17
2.27273e-08,8.05556e-07,1.77958e-17
2.27273e-08,8.11111e-07,1.63927e-17
2.27273e-08,8.16667e-07,1.49302e-17
2.27273e-08,8.22222e-07,1.35624e-17
2.27273e-08,8.27778e-07,1.24227e-17
2.27273e-08,8.33333e-07,1.16031e-17
2.27273e-08,8.38889e-07,1.11437e-17
2.27273e-08,8.44444e-07,1.10307e-17
2.27273e-08,8.5e-07,1.12038e-17
2.27273e-08,8.55556e-07,1.15685e-17
2.27273e-08,8.61111e-07,1.20128e-17
2.27273e-08,8.66667e-07,1.24242e-17
2.27273e-08,8.72222e-07,1.27051e-17
2.27273e-08,8.77778e-07,1.2784e-17
2.27273e-08,8.83333e-07,1.2623e-17
2.27273e-08,8.88889e-07,1.2219e-17
2.27273e-08,8.94444e-07,1.16015e-17
2.27273e-08,9e-07,1.08261e-17
2.27273e-08,9.05556e-07,9.96557e-18
2.27273e-08,9.11111e-07,9.10002e-18
2.27273e-08,9.16667e-07,8.3071e-18
2.27273e-08,9.22222e-07,7.65345e-18
2.27273e-08,9.27778e-07,7.18823e-18
2.27273e-08,9.33333e-07,6.93914e-18
2.27273e-08,9.38889e-07,6.91109e-18
2.27273e-08,9.44444e-07,7.08729e-18
2.27273e-08,9.5e-07,7.4324e-18
2.27273e-08,9.55556e-07,7.8973e-18
2.27273e-08,9.61111e-07,8.42462e-18
2.27273e-08,9.66667e-07,8.95462e-18
2.27273e-08,9.72222e-07,9.43074e-18
2.27273e-08,9.77778e-07,9.80435e-18
2.27273e-08,9.83333e-07,1.00385e-17
2.27273e-08,9.88889e-07,1.011e-17
2.27273e-08,9.94444e-07,1.00108e-17
2.27273e-08,1e-06,9.74745e-18
2.34343e-08,4.5e-07,1.60381e-15
2.34343e-08,4.55556e-07,1.60331e-15
2.34343e-08,4.61111e-07,1.61118e-15
2.34343e-08,4.66667e-07,1.63421e-15
2.34343e-08,4.72222e-07,1.6823e-15
2.34343e-08,4.77778e-07,1.75891e-15
2.34343e-08,4.83333e-07,1.86064e-15
2.34343e-08,4.88889e-07,1.98246e-15
2.34343e-08,4.94444e-07,2.11714e-15
2.34343e-08,5e-07,2.24817e-15
2.34343e-08,5.05556e-07,2.34761e-15
2.34343e-08,5.11111e-07,2.38736e-15
2.34343e-08,5.16667e-07,2.35761e-15
2.34343e-08,5.22222e-07,2.27683e-15
2.34343e-08,5.27778e-07,2.1834e-15
2.34343e-08,5.33333e-07,2.11309e-15
2.34343e-08,5.38889e-07,2.0779e-15
2.34343e-08,5.44444e-07,2.05975e-15
2.34343e-08,5.5e-07,2.0221e-15
2.34343e-08,5.55556e-07,1.93079e-15
2.34343e-08,5.61111e-07,1.77152e-15
2.34343e-08,5.66667e-07,1.55526e-15
2.34343e-08,5.72222e-07,1.31106e-15
2.34343e-08,5.77778e-07,1.07231e-15
2.34343e-08,5.83333e-07,8.64248e-16
2.34343e-08,5.88889e-07,6.97887e-16
2.34343e-08,5.94444e-07,5.71256e-16
2.34343e-08,6e-07,4.75068e-16
2.34343e-08,6.05556e-07,3.99021e-16
2.34343e-08,6.11111e-07,3.35854e-16
2.34343e-08,6.16667e-07,2.82287e-16
2.34343e-08,6.22222e-07,2.37679e-16
2.34343e-08,6.27778e-07,2.01969e-16
2.34343e-08,6.33333e-07,1.74237e-16
2.34343e-08,6.38889e-07,1.52403e-16
2.34343e-08,6.44444e-07,1.33892e-16
2.34343e-08,6.5e-07,1.16613e-16
2.34343e-08,6.55556e-07,9.96636e-17
2.34343e-08,6.61111e-07,8.34298e-17
2.34343e-08,6.66667e-07,6.91364e-17
2.34343e-08,6.72222e-07,5.81198e-17
2.34343e-08,6.77778e-07,5.11721e-17
2.34343e-08,6.83333e-07,4.82009e-17
2.34343e-08,6.88889e-07,4.82735e-17
2.34343e-08,6.94444e-07,4.99595e-17
2.34343e-08,7e-07,5.17923e-17
2.34343e-08,7.05556e-07,5.26701e-17
2.34343e-08,7.11111e-07,5.20731e-17
2.34343e-08,7.16667e-07,5.00665e-17
2.34343e-08,7.22222e-07,4.71318e-17
2.34343e-08,7.27778e-07,4.39155e-17
2.34343e-08,7.33333e-07,4.09891e-17
2.34343e-08,7.38889e-07,3.8689e-17
2.34343e-08,7.44444e-07,3.70661e-17
2.34343e-08,7.5e-07,3.5934e-17
2.34343e-08,7.55556e-07,3.49799e-17
2.34343e-08,7.61111e-07,3.38914e-17
2.34343e-08,7.66667e-07,3.24585e-17
2.34343e-08,7.72222e-07,3.06273e-17
2.34343e-08,7.77778e-07,2.84978e-17
2.34343e-08,7.83333e-07,2.62786e-17
2.34343e-08,7.88889e-07,2.42162e-17
2.34343e-08,7.94444e-07,2.25245e-17
2.34343e-08,8e-07,2.13307e-17
2.34343e-08,8.05556e-07,2.06501e-17
2.34343e-08,8.11111e-07,2.0391e-17
2.34343e-08,8.16667e-07,2.03853e-17
2.34343e-08,8.22222e-07,2.0432e-17
2.34343e-08,8.27778e-07,2.03442e-17
2.34343e-08,8.33333e-07,1.99876e-17
2.34343e-08,8.38889e-07,1.93035e-17
2.34343e-08,8.44444e-07,1.83137e-17
2.34343e-08,8.5e-07,1.71088e-17
2.34343e-08,8.55556e-07,1.58242e-17
2.34343e-08,8.61111e-07,1.46102e-17
2.34343e-08,8.66667e-07,1.3602e-17
2.34343e-08,8.72222e-07,1.28962e-17
2.34343e-08,8.77778e-07,1.25358e-17
2.34343e-08,8.83333e-07,1.25067e-17
2.34343e-08,8.88889e-07,1.27439e-17
2.34343e-08,8.94444e-07,1.31458e-17
2.34343e-08,9e-07,1.35925e-17
2.34343e-08,9.05556e-07,1.39664e-17
2.34343e-08,9.11111e-07,1.41692e-17
2.34343e-08,9.16667e-07,1.41355e-17
2.34343e-08,9.22222e-07,1.384e-17
2.34343e-08,9.27778e-07,1.32978e-17
2.34343e-08,9.33333e-07,1.25599e-17
2.34343e-08,9.38889e-07,1.17037e-17
2.34343e-08,9.44444e-07,1.08203e-17
2.34343e-08,9.5e-07,1.00023e-17
2.34343e-08,9.55556e-07,9.33119e-18
2.34343e-08,9.61111e-07,8.8683e-18
2.34343e-08,9.66667e-07,8.64808e-18
2.34343e-08,9.72222e-07,8.67583e-18
2.34343e-08,9.77778e-07,8.92868e-18
2.34343e-08,9.83333e-07,9.35994e-18
2.34343e-08,9.88889e-07,9.90564e-18
2.34343e-08,9.94444e-07,1.04926e-17
2.34343e-08,1e-06,1.10465e-17
2.41414e-08,4.5e-07,1.75764e-15
2.41414e-08,4.55556e-07,1.77288e-15
2.41414e-08,4.61111e-07,1.80459e-15
2.41414e-08,4.66667e-07,1.8476e-15
2.41414e-08,4.72222e-07,1.90811e-15
