r_p,wavelength,abs_sigma
4.08081e-08,4.8956e-07,1.05188e-14
4.08081e-08,4.87911e-07,1.03669e-14
4.08081e-08,4.86272e-07,1.02309e-14
4.08081e-08,4.84644e-07,1.01101e-14
4.08081e-08,4.83028e-07,1.00037e-14
4.08081e-08,4.81421e-07,9.9109e-15
4.08081e-08,4.79826e-07,9.83086e-15
4.08081e-08,4.78241e-07,9.76281e-15
4.08081e-08,4.76667e-07,9.70601e-15
4.08081e-08,4.75103e-07,9.6598e-15
4.08081e-08,4.73549e-07,9.62358e-15
4.08081e-08,4.72005e-07,9.59681e-15
4.08081e-08,4.70471e-07,9.57903e-15
4.08081e-08,4.68947e-07,9.56983e-15
4.08081e-08,4.67433e-07,9.56882e-15
4.08081e-08,4.65929e-07,9.57567e-15
4.08081e-08,4.64435e-07,9.59003e-15
4.08081e-08,4.6295e-07,9.61155e-15
4.08081e-08,4.61474e-07,9.63987e-15
4.08081e-08,4.60008e-07,9.67462e-15
4.08081e-08,4.58551e-07,9.71541e-15
4.08081e-08,4.57103e-07,9.76187e-15
4.08081e-08,4.55665e-07,9.81363e-15
4.08081e-08,4.54235e-07,9.87032e-15
4.08081e-08,4.52815e-07,9.93166e-15
4.08081e-08,4.51403e-07,9.99739e-15
4.08081e-08,4.5e-07,1.00673e-14
4.16162e-08,6.5e-07,9.22527e-16
4.16162e-08,6.47095e-07,9.47496e-16
4.16162e-08,6.44216e-07,9.76123e-16
4.16162e-08,6.41362e-07,1.00949e-15
4.16162e-08,6.38534e-07,1.04796e-15
4.16162e-08,6.3573e-07,1.09113e-15
4.16162e-08,6.32951e-07,1.13796e-15
4.16162e-08,6.30196e-07,1.18716e-15
4.16162e-08,6.27465e-07,1.23759e-15
4.16162e-08,6.24757e-07,1.28868e-15
4.16162e-08,6.22073e-07,1.34072e-15
4.16162e-08,6.19412e-07,1.39491e-15
4.16162e-08,6.16773e-07,1.4532e-15
4.16162e-08,6.14157e-07,1.51792e-15
4.16162e-08,6.11563e-07,1.59134e-15
4.16162e-08,6.08991e-07,1.67521e-15
4.16162e-08,6.0644e-07,1.77049e-15
4.16162e-08,6.0391e-07,1.87728e-15
4.16162e-08,6.01402e-07,1.99509e-15
4.16162e-08,5.98914e-07,2.12322e-15
4.16162e-08,5.96447e-07,2.26139e-15
4.16162e-08,5.94e-07,2.41026e-15
4.16162e-08,5.91573e-07,2.57182e-15
4.16162e-08,5.89166e-07,2.74946e-15
4.16162e-08,5.86778e-07,2.94774e-15
4.16162e-08,5.8441e-07,3.17177e-15
4.16162e-08,5.8206e-07,3.42638e-15
4.16162e-08,5.7973e-07,3.71524e-15
4.16162e-08,5.77418e-07,4.04008e-15
4.16162e-08,5.75124e-07,4.40023e-15
4.16162e-08,5.72849e-07,4.79255e-15
4.16162e-08,5.70591e-07,5.21185e-15
4.16162e-08,5.68351e-07,5.65169e-15
4.16162e-08,5.66129e-07,6.10538e-15
4.16162e-08,5.63924e-07,6.56716e-15
4.16162e-08,5.61736e-07,7.03303e-15
4.16162e-08,5.59565e-07,7.50137e-15
4.16162e-08,5.57411e-07,7.97293e-15
4.16162e-08,5.55273e-07,8.45043e-15
4.16162e-08,5.53152e-07,8.9376e-15
4.16162e-08,5.51047e-07,9.43803e-15
4.16162e-08,5.48957e-07,9.95389e-15
4.16162e-08,5.46884e-07,1.04849e-14
4.16162e-08,5.44826e-07,1.10274e-14
4.16162e-08,5.42784e-07,1.15748e-14
4.16162e-08,5.40756e-07,1.2117e-14
4.16162e-08,5.38744e-07,1.26419e-14
4.16162e-08,5.36747e-07,1.31366e-14
4.16162e-08,5.34765e-07,1.35884e-14
4.16162e-08,5.32797e-07,1.39859e-14
4.16162e-08,5.30843e-07,1.43205e-14
4.16162e-08,5.28904e-07,1.45867e-14
4.16162e-08,5.26979e-07,1.47823e-14
4.16162e-08,5.25068e-07,1.4908e-14
4.16162e-08,5.23171e-07,1.49669e-14
4.16162e-08,5.21287e-07,1.49641e-14
4.16162e-08,5.19417e-07,1.49056e-14
4.16162e-08,5.1756e-07,1.47978e-14
4.16162e-08,5.15717e-07,1.46472e-14
4.16162e-08,5.13886e-07,1.44601e-14
4.16162e-08,5.12069e-07,1.42424e-14
4.16162e-08,5.10264e-07,1.40001e-14
4.16162e-08,5.08472e-07,1.37393e-14
4.16162e-08,5.06693e-07,1.3466e-14
4.16162e-08,5.04926e-07,1.31863e-14
4.16162e-08,5.03171e-07,1.29063e-14
4.16162e-08,5.01429e-07,1.26318e-14
4.16162e-08,4.99698e-07,1.23676e-14
4.16162e-08,4.97979e-07,1.21177e-14
4.16162e-08,4.96272e-07,1.18849e-14
4.16162e-08,4.94577e-07,1.16705e-14
4.16162e-08,4.92894e-07,1.14748e-14
4.16162e-08,4.91221e-07,1.1297e-14
4.16162e-08,4.8956e-07,1.1136e-14
4.16162e-08,4.87911e-07,1.09902e-14
4.16162e-08,4.86272e-07,1.08584e-14
4.16162e-08,4.84644e-07,1.07396e-14
4.16162e-08,4.83028e-07,1.06334e-14
4.16162e-08,4.81421e-07,1.05399e-14
4.16162e-08,4.79826e-07,1.04593e-14
4.16162e-08,4.78241e-07,1.03919e-14
4.16162e-08,4.76667e-07,1.03376e-14
4.16162e-08,4.75103e-07,1.02963e-14
4.16162e-08,4.73549e-07,1.02671e-14
4.16162e-08,4.72005e-07,1.02487e-14
4.16162e-08,4.70471e-07,1.02399e-14
4.16162e-08,4.68947e-07,1.02392e-14
4.16162e-08,4.67433e-07,1.02453e-14
4.16162e-08,4.65929e-07,1.02573e-14
4.16162e-08,4.64435e-07,1.0275e-14
4.16162e-08,4.6295e-07,1.02984e-14
4.16162e-08,4.61474e-07,1.03278e-14
4.16162e-08,4.60008e-07,1.03637e-14
4.16162e-08,4.58551e-07,1.04066e-14
4.16162e-08,4.57103e-07,1.04565e-14
4.16162e-08,4.55665e-07,1.05133e-14
4.16162e-08,4.54235e-07,1.05763e-14
4.16162e-08,4.52815e-07,1.06445e-14
4.16162e-08,4.51403e-07,1.0717e-14
4.16162e-08,4.5e-07,1.07926e-14
4.24242e-08,6.5e-07,1.00354e-15
4.24242e-08,6.47095e-07,1.03452e-15
4.24242e-08,6.44216e-07,1.06642e-15
4.24242e-08,6.41362e-07,1.10064e-15
4.24242e-08,6.38534e-07,1.1387e-15
4.24242e-08,6.3573e-07,1.18194e-15
4.24242e-08,6.32951e-07,1.23125e-15
4.24242e-08,6.30196e-07,1.28692e-15
4.24242e-08,6.27465e-07,1.34867e-15
4.24242e-08,6.24757e-07,1.41583e-15
4.24242e-08,6.22073e-07,1.48763e-15
4.24242e-08,6.19412e-07,1.56351e-15
4.24242e-08,6.16773e-07,1.6435e-15
4.24242e-08,6.14157e-07,1.72842e-15
4.24242e-08,6.11563e-07,1.81996e-15
4.24242e-08,6.08991e-07,1.92059e-15
4.24242e-08,6.0644e-07,2.03331e-15
4.24242e-08,6.0391e-07,2.16132e-15
4.24242e-08,6.01402e-07,2.30764e-15
4.24242e-08,5.98914e-07,2.4748e-15
4.24242e-08,5.96447e-07,2.66458e-15
4.24242e-08,5.94e-07,2.878e-15
4.24242e-08,5.91573e-07,3.11538e-15
4.24242e-08,5.89166e-07,3.37646e-15
4.24242e-08,5.86778e-07,3.66065e-15
4.24242e-08,5.8441e-07,3.96717e-15
4.24242e-08,5.8206e-07,4.29513e-15
4.24242e-08,5.7973e-07,4.64341e-15
4.24242e-08,5.77418e-07,5.0105e-15
4.24242e-08,5.75124e-07,5.39418e-15
4.24242e-08,5.72849e-07,5.79124e-15
4.24242e-08,5.70591e-07,6.19727e-15
4.24242e-08,5.68351e-07,6.60668e-15
4.24242e-08,5.66129e-07,7.01297e-15
4.24242e-08,5.63924e-07,7.40924e-15
4.24242e-08,5.61736e-07,7.789e-15
4.24242e-08,5.59565e-07,8.14709e-15
4.24242e-08,5.57411e-07,8.48052e-15
4.24242e-08,5.55273e-07,8.78929e-15
4.24242e-08,5.53152e-07,9.07671e-15
4.24242e-08,5.51047e-07,9.34936e-15
4.24242e-08,5.48957e-07,9.61652e-15
4.24242e-08,5.46884e-07,9.88914e-15
4.24242e-08,5.44826e-07,1.01784e-14
4.24242e-08,5.42784e-07,1.04942e-14
4.24242e-08,5.40756e-07,1.08434e-14
4.24242e-08,5.38744e-07,1.12288e-14
4.24242e-08,5.36747e-07,1.16482e-14
4.24242e-08,5.34765e-07,1.20941e-14
4.24242e-08,5.32797e-07,1.25542e-14
4.24242e-08,5.30843e-07,1.30127e-14
4.24242e-08,5.28904e-07,1.34515e-14
4.24242e-08,5.26979e-07,1.38521e-14
4.24242e-08,5.25068e-07,1.41976e-14
4.24242e-08,5.23171e-07,1.44741e-14
4.24242e-08,5.21287e-07,1.46723e-14
4.24242e-08,5.19417e-07,1.47878e-14
4.24242e-08,5.1756e-07,1.48214e-14
4.24242e-08,5.15717e-07,1.47784e-14
4.24242e-08,5.13886e-07,1.46681e-14
4.24242e-08,5.12069e-07,1.4502e-14
4.24242e-08,5.10264e-07,1.42928e-14
4.24242e-08,5.08472e-07,1.40534e-14
4.24242e-08,5.06693e-07,1.37951e-14
4.24242e-08,5.04926e-07,1.35277e-14
4.24242e-08,5.03171e-07,1.3259e-14
4.24242e-08,5.01429e-07,1.29944e-14
4.24242e-08,4.99698e-07,1.27378e-14
4.24242e-08,4.97979e-07,1.24916e-14
4.24242e-08,4.96272e-07,1.22574e-14
4.24242e-08,4.94577e-07,1.20362e-14
4.24242e-08,4.92894e-07,1.1829e-14
4.24242e-08,4.91221e-07,1.16366e-14
4.24242e-08,4.8956e-07,1.14601e-14
4.24242e-08,4.87911e-07,1.13002e-14
4.24242e-08,4.86272e-07,1.11572e-14
4.24242e-08,4.84644e-07,1.10314e-14
4.24242e-08,4.83028e-07,1.09222e-14
4.24242e-08,4.81421e-07,1.08286e-14
4.24242e-08,4.79826e-07,1.07493e-14
4.24242e-08,4.78241e-07,1.06828e-14
4.24242e-08,4.76667e-07,1.06275e-14
4.24242e-08,4.75103e-07,1.0582e-14
4.24242e-08,4.73549e-07,1.05455e-14
4.24242e-08,4.72005e-07,1.05174e-14
4.24242e-08,4.70471e-07,1.04974e-14
4.24242e-08,4.68947e-07,1.04859e-14
4.24242e-08,4.67433e-07,1.04831e-14
4.24242e-08,4.65929e-07,1.04891e-14
4.24242e-08,4.64435e-07,1.0504e-14
4.24242e-08,4.6295e-07,1.05274e-14
4.24242e-08,4.61474e-07,1.05586e-14
4.24242e-08,4.60008e-07,1.05969e-14
4.24242e-08,4.58551e-07,1.0641e-14
4.24242e-08,4.57103e-07,1.06899e-14
4.24242e-08,4.55665e-07,1.07429e-14
4.24242e-08,4.54235e-07,1.07994e-14
4.24242e-08,4.52815e-07,1.08592e-14
4.24242e-08,4.51403e-07,1.09224e-14
4.24242e-08,4.5e-07,1.09895e-14
4.32323e-08,6.5e-07,9.74046e-16
4.32323e-08,6.47095e-07,1.00353e-15
4.32323e-08,6.44216e-07,1.03708e-15
4.32323e-08,6.41362e-07,1.07454e-15
4.32323e-08,6.38534e-07,1.11536e-15
4.32323e-08,6.3573e-07,1.15874e-15
4.32323e-08,6.32951e-07,1.20383e-15
4.32323e-08,6.30196e-07,1.24998e-15
4.32323e-08,6.27465e-07,1.29686e-15
4.32323e-08,6.24757e-07,1.34468e-15
4.32323e-08,6.22073e-07,1.39416e-15
4.32323e-08,6.19412e-07,1.44651e-15
4.32323e-08,6.16773e-07,1.50327e-15
4.32323e-08,6.14157e-07,1.5661e-15
4.32323e-08,6.11563e-07,1.63655e-15
4.32323e-08,6.08991e-07,1.71588e-15
4.32323e-08,6.0644e-07,1.80491e-15
4.32323e-08,6.0391e-07,1.90401e-15
4.32323e-08,6.01402e-07,2.01319e-15
4.32323e-08,5.98914e-07,2.13227e-15
4.32323e-08,5.96447e-07,2.26116e-15
4.32323e-08,5.94e-07,2.40017e-15
4.32323e-08,5.91573e-07,2.55025e-15
4.32323e-08,5.89166e-07,2.71316e-15
4.32323e-08,5.86778e-07,2.89159e-15
4.32323e-08,5.8441e-07,3.08904e-15
4.32323e-08,5.8206e-07,3.30959e-15
4.32323e-08,5.7973e-07,3.5576e-15
4.32323e-08,5.77418e-07,3.83718e-15
4.32323e-08,5.75124e-07,4.15187e-15
4.32323e-08,5.72849e-07,4.50415e-15
4.32323e-08,5.70591e-07,4.89516e-15
4.32323e-08,5.68351e-07,5.32461e-15
4.32323e-08,5.66129e-07,5.79074e-15
4.32323e-08,5.63924e-07,6.29053e-15
4.32323e-08,5.61736e-07,6.82001e-15
4.32323e-08,5.59565e-07,7.37467e-15
4.32323e-08,5.57411e-07,7.94982e-15
4.32323e-08,5.55273e-07,8.54098e-15
4.32323e-08,5.53152e-07,9.14406e-15
4.32323e-08,5.51047e-07,9.75548e-15
4.32323e-08,5.48957e-07,1.0372e-14
4.32323e-08,5.46884e-07,1.09907e-14
4.32323e-08,5.44826e-07,1.16082e-14
4.32323e-08,5.42784e-07,1.22207e-14
4.32323e-08,5.40756e-07,1.28234e-14
4.32323e-08,5.38744e-07,1.34102e-14
4.32323e-08,5.36747e-07,1.39737e-14
4.32323e-08,5.34765e-07,1.45054e-14
4.32323e-08,5.32797e-07,1.49958e-14
4.32323e-08,5.30843e-07,1.54351e-14
4.32323e-08,5.28904e-07,1.58138e-14
4.32323e-08,5.26979e-07,1.61236e-14
4.32323e-08,5.25068e-07,1.63578e-14
4.32323e-08,5.23171e-07,1.65122e-14
4.32323e-08,5.21287e-07,1.65857e-14
4.32323e-08,5.19417e-07,1.658e-14
4.32323e-08,5.1756e-07,1.65e-14
4.32323e-08,5.15717e-07,1.63533e-14
4.32323e-08,5.13886e-07,1.61496e-14
4.32323e-08,5.12069e-07,1.59001e-14
4.32323e-08,5.10264e-07,1.56165e-14
4.32323e-08,5.08472e-07,1.53106e-14
4.32323e-08,5.06693e-07,1.4993e-14
4.32323e-08,5.04926e-07,1.46733e-14
4.32323e-08,5.03171e-07,1.4359e-14
4.32323e-08,5.01429e-07,1.40557e-14
4.32323e-08,4.99698e-07,1.37674e-14
4.32323e-08,4.97979e-07,1.34962e-14
4.32323e-08,4.96272e-07,1.3243e-14
4.32323e-08,4.94577e-07,1.30078e-14
4.32323e-08,4.92894e-07,1.279e-14
4.32323e-08,4.91221e-07,1.25891e-14
4.32323e-08,4.8956e-07,1.24043e-14
4.32323e-08,4.87911e-07,1.22355e-14
4.32323e-08,4.86272e-07,1.20824e-14
4.32323e-08,4.84644e-07,1.19451e-14
4.32323e-08,4.83028e-07,1.18239e-14
4.32323e-08,4.81421e-07,1.17188e-14
4.32323e-08,4.79826e-07,1.16295e-14
4.32323e-08,4.78241e-07,1.15557e-14
4.32323e-08,4.76667e-07,1.14965e-14
4.32323e-08,4.75103e-07,1.14507e-14
4.32323e-08,4.73549e-07,1.14171e-14
4.32323e-08,4.72005e-07,1.1394e-14
4.32323e-08,4.70471e-07,1.13802e-14
4.32323e-08,4.68947e-07,1.13744e-14
4.32323e-08,4.67433e-07,1.13757e-14
4.32323e-08,4.65929e-07,1.13837e-14
4.32323e-08,4.64435e-07,1.13981e-14
4.32323e-08,4.6295e-07,1.14191e-14
4.32323e-08,4.61474e-07,1.14469e-14
4.32323e-08,4.60008e-07,1.14818e-14
4.32323e-08,4.58551e-07,1.1524e-14
4.32323e-08,4.57103e-07,1.15737e-14
4.32323e-08,4.55665e-07,1.16305e-14
4.32323e-08,4.54235e-07,1.16939e-14
4.32323e-08,4.52815e-07,1.17632e-14
4.32323e-08,4.51403e-07,1.18376e-14
4.32323e-08,4.5e-07,1.19161e-14
4.40404e-08,6.5e-07,1.0696e-15
4.40404e-08,6.47095e-07,1.10141e-15
4.40404e-08,6.44216e-07,1.14067e-15
4.40404e-08,6.41362e-07,1.18709e-15
4.40404e-08,6.38534e-07,1.23935e-15
4.40404e-08,6.3573e-07,1.29543e-15
4.40404e-08,6.32951e-07,1.35306e-15
4.40404e-08,6.30196e-07,1.41029e-15
4.40404e-08,6.27465e-07,1.46597e-15
4.40404e-08,6.24757e-07,1.52009e-15
4.40404e-08,6.22073e-07,1.57392e-15
4.40404e-08,6.19412e-07,1.62984e-15
4.40404e-08,6.16773e-07,1.69099e-15
4.40404e-08,6.14157e-07,1.76075e-15
4.40404e-08,6.11563e-07,1.84213e-15
4.40404e-08,6.08991e-07,1.93733e-15
4.40404e-08,6.0644e-07,2.04735e-15
4.40404e-08,6.0391e-07,2.17198e-15
4.40404e-08,6.01402e-07,2.31002e-15
4.40404e-08,5.98914e-07,2.45975e-15
4.40404e-08,5.96447e-07,2.61966e-15
4.40404e-08,5.94e-07,2.78913e-15
4.40404e-08,5.91573e-07,2.96906e-15
4.40404e-08,5.89166e-07,3.16227e-15
4.40404e-08,5.86778e-07,3.37357e-15
4.40404e-08,5.8441e-07,3.60939e-15
4.40404e-08,5.8206e-07,3.87713e-15
4.40404e-08,5.7973e-07,4.18415e-15
4.40404e-08,5.77418e-07,4.53669e-15
4.40404e-08,5.75124e-07,4.93874e-15
4.40404e-08,5.72849e-07,5.39123e-15
4.40404e-08,5.70591e-07,5.89154e-15
4.40404e-08,5.68351e-07,6.43346e-15
4.40404e-08,5.66129e-07,7.00772e-15
4.40404e-08,5.63924e-07,7.60291e-15
4.40404e-08,5.61736e-07,8.20676e-15
4.40404e-08,5.59565e-07,8.8076e-15
4.40404e-08,5.57411e-07,9.39566e-15
4.40404e-08,5.55273e-07,9.96416e-15
4.40404e-08,5.53152e-07,1.051e-14
4.40404e-08,5.51047e-07,1.10338e-14
4.40404e-08,5.48957e-07,1.15395e-14
4.40404e-08,5.46884e-07,1.20332e-14
4.40404e-08,5.44826e-07,1.25219e-14
4.40404e-08,5.42784e-07,1.30123e-14
4.40404e-08,5.40756e-07,1.35084e-14
4.40404e-08,5.38744e-07,1.40116e-14
4.40404e-08,5.36747e-07,1.45185e-14
4.40404e-08,5.34765e-07,1.50222e-14
4.40404e-08,5.32797e-07,1.55113e-14
4.40404e-08,5.30843e-07,1.59719e-14
4.40404e-08,5.28904e-07,1.63887e-14
4.40404e-08,5.26979e-07,1.67464e-14
4.40404e-08,5.25068e-07,1.70315e-14
4.40404e-08,5.23171e-07,1.72338e-14
4.40404e-08,5.21287e-07,1.73474e-14
4.40404e-08,5.19417e-07,1.73713e-14
4.40404e-08,5.1756e-07,1.73095e-14
4.40404e-08,5.15717e-07,1.71701e-14
4.40404e-08,5.13886e-07,1.69648e-14
4.40404e-08,5.12069e-07,1.67075e-14
4.40404e-08,5.10264e-07,1.6413e-14
4.40404e-08,5.08472e-07,1.60953e-14
4.40404e-08,5.06693e-07,1.57671e-14
4.40404e-08,5.04926e-07,1.5439e-14
4.40404e-08,5.03171e-07,1.51186e-14
4.40404e-08,5.01429e-07,1.4811e-14
4.40404e-08,4.99698e-07,1.45191e-14
4.40404e-08,4.97979e-07,1.42438e-14
4.40404e-08,4.96272e-07,1.3985e-14
4.40404e-08,4.94577e-07,1.37422e-14
4.40404e-08,4.92894e-07,1.35148e-14
4.40404e-08,4.91221e-07,1.33027e-14
4.40404e-08,4.8956e-07,1.31061e-14
4.40404e-08,4.87911e-07,1.2926e-14
4.40404e-08,4.86272e-07,1.27634e-14
4.40404e-08,4.84644e-07,1.26193e-14
4.40404e-08,4.83028e-07,1.24943e-14
4.40404e-08,4.81421e-07,1.23884e-14
4.40404e-08,4.79826e-07,1.23011e-14
4.40404e-08,4.78241e-07,1.22309e-14
4.40404e-08,4.76667e-07,1.21758e-14
4.40404e-08,4.75103e-07,1.21335e-14
4.40404e-08,4.73549e-07,1.21019e-14
4.40404e-08,4.72005e-07,1.20789e-14
4.40404e-08,4.70471e-07,1.2063e-14
4.40404e-08,4.68947e-07,1.20534e-14
4.40404e-08,4.67433e-07,1.20502e-14
4.40404e-08,4.65929e-07,1.20536e-14
4.40404e-08,4.64435e-07,1.20646e-14
4.40404e-08,4.6295e-07,1.20841e-14
4.40404e-08,4.61474e-07,1.21127e-14
4.40404e-08,4.60008e-07,1.21509e-14
4.40404e-08,4.58551e-07,1.21984e-14
4.40404e-08,4.57103e-07,1.22545e-14
