r_p,wavelength,abs_sigma
5.77778e-08,5.8441e-07,8.86953e-15
5.77778e-08,5.8206e-07,9.45927e-15
5.77778e-08,5.7973e-07,1.0111e-14
5.77778e-08,5.77418e-07,1.08332e-14
5.77778e-08,5.75124e-07,1.16322e-14
5.77778e-08,5.72849e-07,1.25105e-14
5.77778e-08,5.70591e-07,1.34658e-14
5.77778e-08,5.68351e-07,1.44907e-14
5.77778e-08,5.66129e-07,1.55729e-14
5.77778e-08,5.63924e-07,1.66958e-14
5.77778e-08,5.61736e-07,1.78399e-14
5.77778e-08,5.59565e-07,1.89846e-14
5.77778e-08,5.57411e-07,2.01096e-14
5.77778e-08,5.55273e-07,2.11971e-14
5.77778e-08,5.53152e-07,2.22324e-14
5.77778e-08,5.51047e-07,2.32057e-14
5.77778e-08,5.48957e-07,2.41112e-14
5.77778e-08,5.46884e-07,2.49477e-14
5.77778e-08,5.44826e-07,2.57171e-14
5.77778e-08,5.42784e-07,2.64234e-14
5.77778e-08,5.40756e-07,2.70712e-14
5.77778e-08,5.38744e-07,2.76642e-14
5.77778e-08,5.36747e-07,2.82046e-14
5.77778e-08,5.34765e-07,2.8692e-14
5.77778e-08,5.32797e-07,2.91235e-14
5.77778e-08,5.30843e-07,2.94938e-14
5.77778e-08,5.28904e-07,2.97963e-14
5.77778e-08,5.26979e-07,3.00242e-14
5.77778e-08,5.25068e-07,3.01714e-14
5.77778e-08,5.23171e-07,3.02337e-14
5.77778e-08,5.21287e-07,3.02102e-14
5.77778e-08,5.19417e-07,3.01031e-14
5.77778e-08,5.1756e-07,2.99182e-14
5.77778e-08,5.15717e-07,2.96646e-14
5.77778e-08,5.13886e-07,2.9354e-14
5.77778e-08,5.12069e-07,2.89993e-14
5.77778e-08,5.10264e-07,2.86143e-14
5.77778e-08,5.08472e-07,2.82119e-14
5.77778e-08,5.06693e-07,2.78036e-14
5.77778e-08,5.04926e-07,2.73988e-14
5.77778e-08,5.03171e-07,2.70048e-14
5.77778e-08,5.01429e-07,2.6626e-14
5.77778e-08,4.99698e-07,2.62653e-14
5.77778e-08,4.97979e-07,2.59237e-14
5.77778e-08,4.96272e-07,2.56012e-14
5.77778e-08,4.94577e-07,2.52975e-14
5.77778e-08,4.92894e-07,2.50121e-14
5.77778e-08,4.91221e-07,2.4745e-14
5.77778e-08,4.8956e-07,2.44965e-14
5.77778e-08,4.87911e-07,2.42672e-14
5.77778e-08,4.86272e-07,2.40581e-14
5.77778e-08,4.84644e-07,2.38698e-14
5.77778e-08,4.83028e-07,2.37027e-14
5.77778e-08,4.81421e-07,2.35564e-14
5.77778e-08,4.79826e-07,2.34302e-14
5.77778e-08,4.78241e-07,2.33222e-14
5.77778e-08,4.76667e-07,2.32303e-14
5.77778e-08,4.75103e-07,2.3152e-14
5.77778e-08,4.73549e-07,2.30847e-14
5.77778e-08,4.72005e-07,2.30262e-14
5.77778e-08,4.70471e-07,2.29748e-14
5.77778e-08,4.68947e-07,2.29294e-14
5.77778e-08,4.67433e-07,2.28894e-14
5.77778e-08,4.65929e-07,2.28552e-14
5.77778e-08,4.64435e-07,2.28271e-14
5.77778e-08,4.6295e-07,2.28058e-14
5.77778e-08,4.61474e-07,2.2792e-14
5.77778e-08,4.60008e-07,2.27858e-14
5.77778e-08,4.58551e-07,2.27871e-14
5.77778e-08,4.57103e-07,2.27951e-14
5.77778e-08,4.55665e-07,2.28086e-14
5.77778e-08,4.54235e-07,2.28262e-14
5.77778e-08,4.52815e-07,2.28464e-14
5.77778e-08,4.51403e-07,2.28676e-14
5.77778e-08,4.5e-07,2.28889e-14
5.85859e-08,6.5e-07,3.14444e-15
5.85859e-08,6.47095e-07,3.24609e-15
5.85859e-08,6.44216e-07,3.35699e-15
5.85859e-08,6.41362e-07,3.47737e-15
5.85859e-08,6.38534e-07,3.60695e-15
5.85859e-08,6.3573e-07,3.7451e-15
5.85859e-08,6.32951e-07,3.89121e-15
5.85859e-08,6.30196e-07,4.04496e-15
5.85859e-08,6.27465e-07,4.2066e-15
5.85859e-08,6.24757e-07,4.3771e-15
5.85859e-08,6.22073e-07,4.55823e-15
5.85859e-08,6.19412e-07,4.75243e-15
5.85859e-08,6.16773e-07,4.96256e-15
5.85859e-08,6.14157e-07,5.19172e-15
5.85859e-08,6.11563e-07,5.44289e-15
5.85859e-08,6.08991e-07,5.71879e-15
5.85859e-08,6.0644e-07,6.02181e-15
5.85859e-08,6.0391e-07,6.35404e-15
5.85859e-08,6.01402e-07,6.71747e-15
5.85859e-08,5.98914e-07,7.11424e-15
5.85859e-08,5.96447e-07,7.54693e-15
5.85859e-08,5.94e-07,8.01871e-15
5.85859e-08,5.91573e-07,8.53344e-15
5.85859e-08,5.89166e-07,9.0955e-15
5.85859e-08,5.86778e-07,9.70939e-15
5.85859e-08,5.8441e-07,1.03792e-14
5.85859e-08,5.8206e-07,1.11081e-14
5.85859e-08,5.7973e-07,1.18971e-14
5.85859e-08,5.77418e-07,1.27454e-14
5.85859e-08,5.75124e-07,1.3649e-14
5.85859e-08,5.72849e-07,1.46011e-14
5.85859e-08,5.70591e-07,1.55923e-14
5.85859e-08,5.68351e-07,1.6611e-14
5.85859e-08,5.66129e-07,1.76444e-14
5.85859e-08,5.63924e-07,1.86793e-14
5.85859e-08,5.61736e-07,1.97032e-14
5.85859e-08,5.59565e-07,2.07054e-14
5.85859e-08,5.57411e-07,2.16775e-14
5.85859e-08,5.55273e-07,2.26135e-14
5.85859e-08,5.53152e-07,2.35107e-14
5.85859e-08,5.51047e-07,2.4368e-14
5.85859e-08,5.48957e-07,2.51865e-14
5.85859e-08,5.46884e-07,2.59675e-14
5.85859e-08,5.44826e-07,2.67122e-14
5.85859e-08,5.42784e-07,2.74206e-14
5.85859e-08,5.40756e-07,2.80907e-14
5.85859e-08,5.38744e-07,2.87185e-14
5.85859e-08,5.36747e-07,2.92978e-14
5.85859e-08,5.34765e-07,2.98205e-14
5.85859e-08,5.32797e-07,3.02777e-14
5.85859e-08,5.30843e-07,3.06605e-14
5.85859e-08,5.28904e-07,3.09609e-14
5.85859e-08,5.26979e-07,3.11729e-14
5.85859e-08,5.25068e-07,3.12931e-14
5.85859e-08,5.23171e-07,3.13216e-14
5.85859e-08,5.21287e-07,3.12618e-14
5.85859e-08,5.19417e-07,3.11202e-14
5.85859e-08,5.1756e-07,3.0906e-14
5.85859e-08,5.15717e-07,3.06305e-14
5.85859e-08,5.13886e-07,3.0306e-14
5.85859e-08,5.12069e-07,2.99451e-14
5.85859e-08,5.10264e-07,2.95597e-14
5.85859e-08,5.08472e-07,2.91607e-14
5.85859e-08,5.06693e-07,2.87572e-14
5.85859e-08,5.04926e-07,2.83567e-14
5.85859e-08,5.03171e-07,2.79648e-14
5.85859e-08,5.01429e-07,2.75857e-14
5.85859e-08,4.99698e-07,2.72221e-14
5.85859e-08,4.97979e-07,2.68761e-14
5.85859e-08,4.96272e-07,2.65489e-14
5.85859e-08,4.94577e-07,2.62415e-14
5.85859e-08,4.92894e-07,2.59547e-14
5.85859e-08,4.91221e-07,2.56889e-14
5.85859e-08,4.8956e-07,2.54446e-14
5.85859e-08,4.87911e-07,2.52219e-14
5.85859e-08,4.86272e-07,2.50207e-14
5.85859e-08,4.84644e-07,2.48403e-14
5.85859e-08,4.83028e-07,2.46797e-14
5.85859e-08,4.81421e-07,2.45375e-14
5.85859e-08,4.79826e-07,2.4412e-14
5.85859e-08,4.78241e-07,2.43013e-14
5.85859e-08,4.76667e-07,2.42038e-14
5.85859e-08,4.75103e-07,2.41176e-14
5.85859e-08,4.73549e-07,2.40414e-14
5.85859e-08,4.72005e-07,2.39743e-14
5.85859e-08,4.70471e-07,2.39154e-14
5.85859e-08,4.68947e-07,2.38644e-14
5.85859e-08,4.67433e-07,2.38211e-14
5.85859e-08,4.65929e-07,2.37852e-14
5.85859e-08,4.64435e-07,2.37567e-14
5.85859e-08,4.6295e-07,2.37352e-14
5.85859e-08,4.61474e-07,2.37201e-14
5.85859e-08,4.60008e-07,2.37106e-14
5.85859e-08,4.58551e-07,2.3706e-14
5.85859e-08,4.57103e-07,2.37052e-14
5.85859e-08,4.55665e-07,2.37073e-14
5.85859e-08,4.54235e-07,2.37114e-14
5.85859e-08,4.52815e-07,2.3717e-14
5.85859e-08,4.51403e-07,2.37237e-14
5.85859e-08,4.5e-07,2.37313e-14
5.93939e-08,6.5e-07,3.26111e-15
5.93939e-08,6.47095e-07,3.36707e-15
5.93939e-08,6.44216e-07,3.47848e-15
5.93939e-08,6.41362e-07,3.59574e-15
5.93939e-08,6.38534e-07,3.71947e-15
5.93939e-08,6.3573e-07,3.85052e-15
5.93939e-08,6.32951e-07,3.98994e-15
5.93939e-08,6.30196e-07,4.13895e-15
5.93939e-08,6.27465e-07,4.29883e-15
5.93939e-08,6.24757e-07,4.47087e-15
5.93939e-08,6.22073e-07,4.65631e-15
5.93939e-08,6.19412e-07,4.85635e-15
5.93939e-08,6.16773e-07,5.07211e-15
5.93939e-08,6.14157e-07,5.30476e-15
5.93939e-08,6.11563e-07,5.55559e-15
5.93939e-08,6.08991e-07,5.82613e-15
5.93939e-08,6.0644e-07,6.11831e-15
5.93939e-08,6.0391e-07,6.43452e-15
5.93939e-08,6.01402e-07,6.77775e-15
5.93939e-08,5.98914e-07,7.15152e-15
5.93939e-08,5.96447e-07,7.55987e-15
5.93939e-08,5.94e-07,8.00721e-15
5.93939e-08,5.91573e-07,8.49807e-15
5.93939e-08,5.89166e-07,9.03685e-15
5.93939e-08,5.86778e-07,9.62754e-15
5.93939e-08,5.8441e-07,1.02734e-14
5.93939e-08,5.8206e-07,1.09767e-14
5.93939e-08,5.7973e-07,1.17384e-14
5.93939e-08,5.77418e-07,1.2558e-14
5.93939e-08,5.75124e-07,1.34338e-14
5.93939e-08,5.72849e-07,1.43623e-14
5.93939e-08,5.70591e-07,1.53387e-14
5.93939e-08,5.68351e-07,1.6357e-14
5.93939e-08,5.66129e-07,1.74098e-14
5.93939e-08,5.63924e-07,1.84892e-14
5.93939e-08,5.61736e-07,1.95863e-14
5.93939e-08,5.59565e-07,2.06918e-14
5.93939e-08,5.57411e-07,2.1796e-14
5.93939e-08,5.55273e-07,2.2889e-14
5.93939e-08,5.53152e-07,2.39608e-14
5.93939e-08,5.51047e-07,2.50014e-14
5.93939e-08,5.48957e-07,2.6001e-14
5.93939e-08,5.46884e-07,2.69501e-14
5.93939e-08,5.44826e-07,2.78394e-14
5.93939e-08,5.42784e-07,2.86606e-14
5.93939e-08,5.40756e-07,2.94057e-14
5.93939e-08,5.38744e-07,3.0068e-14
5.93939e-08,5.36747e-07,3.06419e-14
5.93939e-08,5.34765e-07,3.11234e-14
5.93939e-08,5.32797e-07,3.15099e-14
5.93939e-08,5.30843e-07,3.18008e-14
5.93939e-08,5.28904e-07,3.19969e-14
5.93939e-08,5.26979e-07,3.21013e-14
5.93939e-08,5.25068e-07,3.21184e-14
5.93939e-08,5.23171e-07,3.20543e-14
5.93939e-08,5.21287e-07,3.19166e-14
5.93939e-08,5.19417e-07,3.17136e-14
5.93939e-08,5.1756e-07,3.14544e-14
5.93939e-08,5.15717e-07,3.11487e-14
5.93939e-08,5.13886e-07,3.08059e-14
5.93939e-08,5.12069e-07,3.04355e-14
5.93939e-08,5.10264e-07,3.00462e-14
5.93939e-08,5.08472e-07,2.96461e-14
5.93939e-08,5.06693e-07,2.92426e-14
5.93939e-08,5.04926e-07,2.8842e-14
5.93939e-08,5.03171e-07,2.84496e-14
5.93939e-08,5.01429e-07,2.80698e-14
5.93939e-08,4.99698e-07,2.7706e-14
5.93939e-08,4.97979e-07,2.73608e-14
5.93939e-08,4.96272e-07,2.70361e-14
5.93939e-08,4.94577e-07,2.67328e-14
5.93939e-08,4.92894e-07,2.64515e-14
5.93939e-08,4.91221e-07,2.61924e-14
5.93939e-08,4.8956e-07,2.59549e-14
5.93939e-08,4.87911e-07,2.57385e-14
5.93939e-08,4.86272e-07,2.55421e-14
5.93939e-08,4.84644e-07,2.53649e-14
5.93939e-08,4.83028e-07,2.52055e-14
5.93939e-08,4.81421e-07,2.50627e-14
5.93939e-08,4.79826e-07,2.49354e-14
5.93939e-08,4.78241e-07,2.48222e-14
5.93939e-08,4.76667e-07,2.47221e-14
5.93939e-08,4.75103e-07,2.46339e-14
5.93939e-08,4.73549e-07,2.45567e-14
5.93939e-08,4.72005e-07,2.44895e-14
5.93939e-08,4.70471e-07,2.44315e-14
5.93939e-08,4.68947e-07,2.43818e-14
5.93939e-08,4.67433e-07,2.43397e-14
5.93939e-08,4.65929e-07,2.43045e-14
5.93939e-08,4.64435e-07,2.42755e-14
5.93939e-08,4.6295e-07,2.42521e-14
5.93939e-08,4.61474e-07,2.42338e-14
5.93939e-08,4.60008e-07,2.42198e-14
5.93939e-08,4.58551e-07,2.42098e-14
5.93939e-08,4.57103e-07,2.42032e-14
5.93939e-08,4.55665e-07,2.41995e-14
5.93939e-08,4.54235e-07,2.41985e-14
5.93939e-08,4.52815e-07,2.41998e-14
5.93939e-08,4.51403e-07,2.42031e-14
5.93939e-08,4.5e-07,2.42082e-14
6.0202e-08,6.5e-07,3.37235e-15
6.0202e-08,6.47095e-07,3.49257e-15
6.0202e-08,6.44216e-07,3.62108e-15
6.0202e-08,6.41362e-07,3.75579e-15
6.0202e-08,6.38534e-07,3.89474e-15
6.0202e-08,6.3573e-07,4.03661e-15
6.0202e-08,6.32951e-07,4.18108e-15
6.0202e-08,6.30196e-07,4.32907e-15
6.0202e-08,6.27465e-07,4.48272e-15
6.0202e-08,6.24757e-07,4.64523e-15
6.0202e-08,6.22073e-07,4.82044e-15
6.0202e-08,6.19412e-07,5.01239e-15
6.0202e-08,6.16773e-07,5.22477e-15
6.0202e-08,6.14157e-07,5.4605e-15
6.0202e-08,6.11563e-07,5.72147e-15
6.0202e-08,6.08991e-07,6.00845e-15
6.0202e-08,6.0644e-07,6.32128e-15
6.0202e-08,6.0391e-07,6.65928e-15
6.0202e-08,6.01402e-07,7.02175e-15
6.0202e-08,5.98914e-07,7.40865e-15
6.0202e-08,5.96447e-07,7.82113e-15
6.0202e-08,5.94e-07,8.26204e-15
6.0202e-08,5.91573e-07,8.73605e-15
6.0202e-08,5.89166e-07,9.24961e-15
6.0202e-08,5.86778e-07,9.81055e-15
6.0202e-08,5.8441e-07,1.04273e-14
6.0202e-08,5.8206e-07,1.11082e-14
6.0202e-08,5.7973e-07,1.186e-14
6.0202e-08,5.77418e-07,1.26875e-14
6.0202e-08,5.75124e-07,1.35923e-14
6.0202e-08,5.72849e-07,1.4572e-14
6.0202e-08,5.70591e-07,1.56205e-14
6.0202e-08,5.68351e-07,1.67277e-14
6.0202e-08,5.66129e-07,1.78801e-14
6.0202e-08,5.63924e-07,1.90618e-14
6.0202e-08,5.61736e-07,2.02552e-14
6.0202e-08,5.59565e-07,2.14425e-14
6.0202e-08,5.57411e-07,2.26068e-14
6.0202e-08,5.55273e-07,2.37326e-14
6.0202e-08,5.53152e-07,2.48074e-14
6.0202e-08,5.51047e-07,2.58212e-14
6.0202e-08,5.48957e-07,2.67673e-14
6.0202e-08,5.46884e-07,2.76416e-14
6.0202e-08,5.44826e-07,2.84424e-14
6.0202e-08,5.42784e-07,2.91696e-14
6.0202e-08,5.40756e-07,2.98238e-14
6.0202e-08,5.38744e-07,3.04062e-14
6.0202e-08,5.36747e-07,3.09173e-14
6.0202e-08,5.34765e-07,3.13572e-14
6.0202e-08,5.32797e-07,3.1725e-14
6.0202e-08,5.30843e-07,3.20195e-14
6.0202e-08,5.28904e-07,3.22391e-14
6.0202e-08,5.26979e-07,3.23823e-14
6.0202e-08,5.25068e-07,3.24484e-14
6.0202e-08,5.23171e-07,3.24383e-14
6.0202e-08,5.21287e-07,3.2354e-14
6.0202e-08,5.19417e-07,3.22e-14
6.0202e-08,5.1756e-07,3.19824e-14
6.0202e-08,5.15717e-07,3.17092e-14
6.0202e-08,5.13886e-07,3.13897e-14
6.0202e-08,5.12069e-07,3.10344e-14
6.0202e-08,5.10264e-07,3.06538e-14
6.0202e-08,5.08472e-07,3.02582e-14
6.0202e-08,5.06693e-07,2.98571e-14
6.0202e-08,5.04926e-07,2.94586e-14
6.0202e-08,5.03171e-07,2.90695e-14
6.0202e-08,5.01429e-07,2.86948e-14
6.0202e-08,4.99698e-07,2.83376e-14
6.0202e-08,4.97979e-07,2.8e-14
6.0202e-08,4.96272e-07,2.76827e-14
6.0202e-08,4.94577e-07,2.73856e-14
6.0202e-08,4.92894e-07,2.71083e-14
6.0202e-08,4.91221e-07,2.68501e-14
6.0202e-08,4.8956e-07,2.66102e-14
6.0202e-08,4.87911e-07,2.63883e-14
6.0202e-08,4.86272e-07,2.61841e-14
6.0202e-08,4.84644e-07,2.59974e-14
6.0202e-08,4.83028e-07,2.58281e-14
6.0202e-08,4.81421e-07,2.56762e-14
6.0202e-08,4.79826e-07,2.55411e-14
6.0202e-08,4.78241e-07,2.54223e-14
6.0202e-08,4.76667e-07,2.53187e-14
6.0202e-08,4.75103e-07,2.52288e-14
6.0202e-08,4.73549e-07,2.51511e-14
6.0202e-08,4.72005e-07,2.50837e-14
6.0202e-08,4.70471e-07,2.50249e-14
6.0202e-08,4.68947e-07,2.49729e-14
6.0202e-08,4.67433e-07,2.49265e-14
6.0202e-08,4.65929e-07,2.48846e-14
6.0202e-08,4.64435e-07,2.48466e-14
6.0202e-08,4.6295e-07,2.48123e-14
6.0202e-08,4.61474e-07,2.47818e-14
6.0202e-08,4.60008e-07,2.47553e-14
6.0202e-08,4.58551e-07,2.47331e-14
6.0202e-08,4.57103e-07,2.47156e-14
6.0202e-08,4.55665e-07,2.47026e-14
6.0202e-08,4.54235e-07,2.46942e-14
6.0202e-08,4.52815e-07,2.46899e-14
6.0202e-08,4.51403e-07,2.46889e-14
6.0202e-08,4.5e-07,2.46905e-14
6.10101e-08,6.5e-07,3.45042e-15
6.10101e-08,6.47095e-07,3.56692e-15
6.10101e-08,6.44216e-07,3.69028e-15
6.10101e-08,6.41362e-07,3.81919e-15
6.10101e-08,6.38534e-07,3.95256e-15
6.10101e-08,6.3573e-07,4.0899e-15
6.10101e-08,6.32951e-07,4.23156e-15
6.10101e-08,6.30196e-07,4.37877e-15
6.10101e-08,6.27465e-07,4.53365e-15
6.10101e-08,6.24757e-07,4.6989e-15
6.10101e-08,6.22073e-07,4.87756e-15
6.10101e-08,6.19412e-07,5.07258e-15
6.10101e-08,6.16773e-07,5.28652e-15
6.10101e-08,6.14157e-07,5.52127e-15
6.10101e-08,6.11563e-07,5.77801e-15
6.10101e-08,6.08991e-07,6.05723e-15
6.10101e-08,6.0644e-07,6.35905e-15
6.10101e-08,6.0391e-07,6.68354e-15
6.10101e-08,6.01402e-07,7.0312e-15
6.10101e-08,5.98914e-07,7.40338e-15
6.10101e-08,5.96447e-07,7.80261e-15
6.10101e-08,5.94e-07,8.23275e-15
6.10101e-08,5.91573e-07,8.69896e-15
6.10101e-08,5.89166e-07,9.20738e-15
6.10101e-08,5.86778e-07,9.76465e-15
6.10101e-08,5.8441e-07,1.03773e-14
6.10101e-08,5.8206e-07,1.10509e-14
6.10101e-08,5.7973e-07,1.17895e-14
6.10101e-08,5.77418e-07,1.2595e-14
6.10101e-08,5.75124e-07,1.34667e-14
6.10101e-08,5.72849e-07,1.4401e-14
6.10101e-08,5.70591e-07,1.5392e-14
6.10101e-08,5.68351e-07,1.64311e-14
6.10101e-08,5.66129e-07,1.75082e-14
6.10101e-08,5.63924e-07,1.8612e-14
6.10101e-08,5.61736e-07,1.97306e-14
6.10101e-08,5.59565e-07,2.08526e-14
6.10101e-08,5.57411e-07,2.1967e-14
6.10101e-08,5.55273e-07,2.30639e-14
6.10101e-08,5.53152e-07,2.41347e-14
6.10101e-08,5.51047e-07,2.51716e-14
6.10101e-08,5.48957e-07,2.6168e-14
6.10101e-08,5.46884e-07,2.71177e-14
6.10101e-08,5.44826e-07,2.80147e-14
6.10101e-08,5.42784e-07,2.88533e-14
6.10101e-08,5.40756e-07,2.96274e-14
6.10101e-08,5.38744e-07,3.0331e-14
6.10101e-08,5.36747e-07,3.0958e-14
6.10101e-08,5.34765e-07,3.15026e-14
6.10101e-08,5.32797e-07,3.19599e-14
6.10101e-08,5.30843e-07,3.23262e-14
6.10101e-08,5.28904e-07,3.25991e-14
6.10101e-08,5.26979e-07,3.27786e-14
6.10101e-08,5.25068e-07,3.28666e-14
6.10101e-08,5.23171e-07,3.28675e-14
6.10101e-08,5.21287e-07,3.27875e-14
6.10101e-08,5.19417e-07,3.26348e-14
6.10101e-08,5.1756e-07,3.2419e-14
6.10101e-08,5.15717e-07,3.21504e-14
6.10101e-08,5.13886e-07,3.18398e-14
6.10101e-08,5.12069e-07,3.14976e-14
6.10101e-08,5.10264e-07,3.11336e-14
6.10101e-08,5.08472e-07,3.07566e-14
6.10101e-08,5.06693e-07,3.03743e-14
6.10101e-08,5.04926e-07,2.99928e-14
6.10101e-08,5.03171e-07,2.96173e-14
6.10101e-08,5.01429e-07,2.92516e-14
6.10101e-08,4.99698e-07,2.88988e-14
6.10101e-08,4.97979e-07,2.8561e-14
6.10101e-08,4.96272e-07,2.82401e-14
6.10101e-08,4.94577e-07,2.79372e-14
6.10101e-08,4.92894e-07,2.76533e-14
6.10101e-08,4.91221e-07,2.73891e-14
6.10101e-08,4.8956e-07,2.71449e-14
6.10101e-08,4.87911e-07,2.69209e-14
6.10101e-08,4.86272e-07,2.67168e-14
6.10101e-08,4.84644e-07,2.65318e-14
6.10101e-08,4.83028e-07,2.63652e-14
6.10101e-08,4.81421e-07,2.62156e-14
6.10101e-08,4.79826e-07,2.60814e-14
6.10101e-08,4.78241e-07,2.59611e-14
6.10101e-08,4.76667e-07,2.5853e-14
6.10101e-08,4.75103e-07,2.57555e-14
6.10101e-08,4.73549e-07,2.56673e-14
6.10101e-08,4.72005e-07,2.55874e-14
6.10101e-08,4.70471e-07,2.55149e-14
6.10101e-08,4.68947e-07,2.54492e-14
6.10101e-08,4.67433e-07,2.53902e-14
6.10101e-08,4.65929e-07,2.53376e-14
6.10101e-08,4.64435e-07,2.52913e-14
6.10101e-08,4.6295e-07,2.5251e-14
6.10101e-08,4.61474e-07,2.52166e-14
6.10101e-08,4.60008e-07,2.51874e-14
6.10101e-08,4.58551e-07,2.5163e-14
6.10101e-08,4.57103e-07,2.51425e-14
6.10101e-08,4.55665e-07,2.51253e-14
6.10101e-08,4.54235e-07,2.51104e-14
6.10101e-08,4.52815e-07,2.50973e-14
6.10101e-08,4.51403e-07,2.50854e-14
6.10101e-08,4.5e-07,2.50743e-14
6.18182e-08,6.5e-07,3.67886e-15
6.18182e-08,6.47095e-07,3.79733e-15
6.18182e-08,6.44216e-07,3.92222e-15
6.18182e-08,6.41362e-07,4.05392e-15
6.18182e-08,6.38534e-07,4.19305e-15
6.18182e-08,6.3573e-07,4.34044e-15
6.18182e-08,6.32951e-07,4.49714e-15
6.18182e-08,6.30196e-07,4.66437e-15
6.18182e-08,6.27465e-07,4.84347e-15
6.18182e-08,6.24757e-07,5.03582e-15
6.18182e-08,6.22073e-07,5.2428e-15
6.18182e-08,6.19412e-07,5.46578e-15
6.18182e-08,6.16773e-07,5.7061e-15
6.18182e-08,6.14157e-07,5.96518e-15
6.18182e-08,6.11563e-07,6.24458e-15
6.18182e-08,6.08991e-07,6.54619e-15
6.18182e-08,6.0644e-07,6.87227e-15
6.18182e-08,6.0391e-07,7.2256e-15
6.18182e-08,6.01402e-07,7.60952e-15
6.18182e-08,5.98914e-07,8.02789e-15
6.18182e-08,5.96447e-07,8.48492e-15
6.18182e-08,5.94e-07,8.98504e-15
6.18182e-08,5.91573e-07,9.53251e-15
6.18182e-08,5.89166e-07,1.01311e-14
6.18182e-08,5.86778e-07,1.07838e-14
6.18182e-08,5.8441e-07,1.14923e-14
6.18182e-08,5.8206e-07,1.22569e-14
6.18182e-08,5.7973e-07,1.30761e-14
6.18182e-08,5.77418e-07,1.39467e-14
6.18182e-08,5.75124e-07,1.48641e-14
6.18182e-08,5.72849e-07,1.58218e-14
6.18182e-08,5.70591e-07,1.68125e-14
6.18182e-08,5.68351e-07,1.7828e-14
6.18182e-08,5.66129e-07,1.88598e-14
6.18182e-08,5.63924e-07,1.98994e-14
6.18182e-08,5.61736e-07,2.09387e-14
6.18182e-08,5.59565e-07,2.19701e-14
6.18182e-08,5.57411e-07,2.29868e-14
6.18182e-08,5.55273e-07,2.39829e-14
6.18182e-08,5.53152e-07,2.49528e-14
6.18182e-08,5.51047e-07,2.58918e-14
6.18182e-08,5.48957e-07,2.67949e-14
6.18182e-08,5.46884e-07,2.76576e-14
6.18182e-08,5.44826e-07,2.84749e-14
6.18182e-08,5.42784e-07,2.92417e-14
6.18182e-08,5.40756e-07,2.99525e-14
6.18182e-08,5.38744e-07,3.06017e-14
6.18182e-08,5.36747e-07,3.11837e-14
6.18182e-08,5.34765e-07,3.16931e-14
6.18182e-08,5.32797e-07,3.21254e-14
6.18182e-08,5.30843e-07,3.24769e-14
6.18182e-08,5.28904e-07,3.27452e-14
6.18182e-08,5.26979e-07,3.29297e-14
6.18182e-08,5.25068e-07,3.30315e-14
6.18182e-08,5.23171e-07,3.30534e-14
6.18182e-08,5.21287e-07,3.3e-14
6.18182e-08,5.19417e-07,3.28778e-14
6.18182e-08,5.1756e-07,3.26941e-14
6.18182e-08,5.15717e-07,3.24574e-14
6.18182e-08,5.13886e-07,3.2177e-14
6.18182e-08,5.12069e-07,3.18618e-14
6.18182e-08,5.10264e-07,3.15211e-14
6.18182e-08,5.08472e-07,3.11633e-14
6.18182e-08,5.06693e-07,3.07961e-14
6.18182e-08,5.04926e-07,3.04264e-14
6.18182e-08,5.03171e-07,3.006e-14
6.18182e-08,5.01429e-07,2.97017e-14
6.18182e-08,4.99698e-07,2.93553e-14
6.18182e-08,4.97979e-07,2.90235e-14
6.18182e-08,4.96272e-07,2.87085e-14
6.18182e-08,4.94577e-07,2.84115e-14
6.18182e-08,4.92894e-07,2.81335e-14
6.18182e-08,4.91221e-07,2.78747e-14
6.18182e-08,4.8956e-07,2.76351e-14
6.18182e-08,4.87911e-07,2.74143e-14
6.18182e-08,4.86272e-07,2.72118e-14
6.18182e-08,4.84644e-07,2.70267e-14
6.18182e-08,4.83028e-07,2.68581e-14
6.18182e-08,4.81421e-07,2.67051e-14
6.18182e-08,4.79826e-07,2.65663e-14
6.18182e-08,4.78241e-07,2.64408e-14
6.18182e-08,4.76667e-07,2.63274e-14
6.18182e-08,4.75103e-07,2.62248e-14
6.18182e-08,4.73549e-07,2.61322e-14
6.18182e-08,4.72005e-07,2.60484e-14
6.18182e-08,4.70471e-07,2.59727e-14
6.18182e-08,4.68947e-07,2.59042e-14
6.18182e-08,4.67433e-07,2.58424e-14
6.18182e-08,4.65929e-07,2.57865e-14
6.18182e-08,4.64435e-07,2.57362e-14
6.18182e-08,4.6295e-07,2.56909e-14
6.18182e-08,4.61474e-07,2.56502e-14
6.18182e-08,4.60008e-07,2.56137e-14
6.18182e-08,4.58551e-07,2.5581e-14
6.18182e-08,4.57103e-07,2.55516e-14
6.18182e-08,4.55665e-07,2.55253e-14
6.18182e-08,4.54235e-07,2.55015e-14
6.18182e-08,4.52815e-07,2.548e-14
6.18182e-08,4.51403e-07,2.54605e-14
6.18182e-08,4.5e-07,2.54427e-14
6.26263e-08,6.5e-07,3.78473e-15
6.26263e-08,6.47095e-07,3.916e-15
6.26263e-08,6.44216e-07,4.05975e-15
6.26263e-08,6.41362e-07,4.21336e-15
6.26263e-08,6.38534e-07,4.37381e-15
6.26263e-08,6.3573e-07,4.53839e-15
6.26263e-08,6.32951e-07,4.70538e-15
6.26263e-08,6.30196e-07,4.8746e-15
