r_p,wavelength,scat_sigma
5.29293e-08,6.11563e-07,6.72783e-15
5.29293e-08,6.08991e-07,6.98246e-15
5.29293e-08,6.0644e-07,7.24851e-15
5.29293e-08,6.0391e-07,7.52638e-15
5.29293e-08,6.01402e-07,7.81674e-15
5.29293e-08,5.98914e-07,8.12056e-15
5.29293e-08,5.96447e-07,8.43903e-15
5.29293e-08,5.94e-07,8.77347e-15
5.29293e-08,5.91573e-07,9.12507e-15
5.29293e-08,5.89166e-07,9.49469e-15
5.29293e-08,5.86778e-07,9.88261e-15
5.29293e-08,5.8441e-07,1.02884e-14
5.29293e-08,5.8206e-07,1.07107e-14
5.29293e-08,5.7973e-07,1.11473e-14
5.29293e-08,5.77418e-07,1.15952e-14
5.29293e-08,5.75124e-07,1.20509e-14
5.29293e-08,5.72849e-07,1.25102e-14
5.29293e-08,5.70591e-07,1.29692e-14
5.29293e-08,5.68351e-07,1.34238e-14
5.29293e-08,5.66129e-07,1.38704e-14
5.29293e-08,5.63924e-07,1.43057e-14
5.29293e-08,5.61736e-07,1.47267e-14
5.29293e-08,5.59565e-07,1.51304e-14
5.29293e-08,5.57411e-07,1.55136e-14
5.29293e-08,5.55273e-07,1.58728e-14
5.29293e-08,5.53152e-07,1.62035e-14
5.29293e-08,5.51047e-07,1.65002e-14
5.29293e-08,5.48957e-07,1.67564e-14
5.29293e-08,5.46884e-07,1.69646e-14
5.29293e-08,5.44826e-07,1.71167e-14
5.29293e-08,5.42784e-07,1.72044e-14
5.29293e-08,5.40756e-07,1.72198e-14
5.29293e-08,5.38744e-07,1.71565e-14
5.29293e-08,5.36747e-07,1.70097e-14
5.29293e-08,5.34765e-07,1.67775e-14
5.29293e-08,5.32797e-07,1.64608e-14
5.29293e-08,5.30843e-07,1.60639e-14
5.29293e-08,5.28904e-07,1.55942e-14
5.29293e-08,5.26979e-07,1.50621e-14
5.29293e-08,5.25068e-07,1.44803e-14
5.29293e-08,5.23171e-07,1.3863e-14
5.29293e-08,5.21287e-07,1.32252e-14
5.29293e-08,5.19417e-07,1.25816e-14
5.29293e-08,5.1756e-07,1.19461e-14
5.29293e-08,5.15717e-07,1.13307e-14
5.29293e-08,5.13886e-07,1.07455e-14
5.29293e-08,5.12069e-07,1.01981e-14
5.29293e-08,5.10264e-07,9.69358e-15
5.29293e-08,5.08472e-07,9.235e-15
5.29293e-08,5.06693e-07,8.82335e-15
5.29293e-08,5.04926e-07,8.45815e-15
5.29293e-08,5.03171e-07,8.13786e-15
5.29293e-08,5.01429e-07,7.86026e-15
5.29293e-08,4.99698e-07,7.62285e-15
5.29293e-08,4.97979e-07,7.42307e-15
5.29293e-08,4.96272e-07,7.25845e-15
5.29293e-08,4.94577e-07,7.12666e-15
5.29293e-08,4.92894e-07,7.02552e-15
5.29293e-08,4.91221e-07,6.95291e-15
5.29293e-08,4.8956e-07,6.9067e-15
5.29293e-08,4.87911e-07,6.88474e-15
5.29293e-08,4.86272e-07,6.88483e-15
5.29293e-08,4.84644e-07,6.90469e-15
5.29293e-08,4.83028e-07,6.94212e-15
5.29293e-08,4.81421e-07,6.99497e-15
5.29293e-08,4.79826e-07,7.06131e-15
5.29293e-08,4.78241e-07,7.1395e-15
5.29293e-08,4.76667e-07,7.22816e-15
5.29293e-08,4.75103e-07,7.32625e-15
5.29293e-08,4.73549e-07,7.433e-15
5.29293e-08,4.72005e-07,7.54784e-15
5.29293e-08,4.70471e-07,7.6703e-15
5.29293e-08,4.68947e-07,7.79994e-15
5.29293e-08,4.67433e-07,7.93624e-15
5.29293e-08,4.65929e-07,8.07855e-15
5.29293e-08,4.64435e-07,8.2261e-15
5.29293e-08,4.6295e-07,8.37798e-15
5.29293e-08,4.61474e-07,8.53326e-15
5.29293e-08,4.60008e-07,8.69098e-15
5.29293e-08,4.58551e-07,8.85032e-15
5.29293e-08,4.57103e-07,9.01057e-15
5.29293e-08,4.55665e-07,9.17127e-15
5.29293e-08,4.54235e-07,9.33213e-15
5.29293e-08,4.52815e-07,9.49303e-15
5.29293e-08,4.51403e-07,9.65397e-15
5.29293e-08,4.5e-07,9.81497e-15
5.37374e-08,6.5e-07,4.80329e-15
5.37374e-08,6.47095e-07,4.96603e-15
5.37374e-08,6.44216e-07,5.13499e-15
5.37374e-08,6.41362e-07,5.30972e-15
5.37374e-08,6.38534e-07,5.49e-15
5.37374e-08,6.3573e-07,5.67592e-15
5.37374e-08,6.32951e-07,5.868e-15
5.37374e-08,6.30196e-07,6.06718e-15
5.37374e-08,6.27465e-07,6.27474e-15
5.37374e-08,6.24757e-07,6.49218e-15
5.37374e-08,6.22073e-07,6.721e-15
5.37374e-08,6.19412e-07,6.96258e-15
5.37374e-08,6.16773e-07,7.21795e-15
5.37374e-08,6.14157e-07,7.48772e-15
5.37374e-08,6.11563e-07,7.77209e-15
5.37374e-08,6.08991e-07,8.07088e-15
5.37374e-08,6.0644e-07,8.38372e-15
5.37374e-08,6.0391e-07,8.71024e-15
5.37374e-08,6.01402e-07,9.05031e-15
5.37374e-08,5.98914e-07,9.40425e-15
5.37374e-08,5.96447e-07,9.77295e-15
5.37374e-08,5.94e-07,1.01579e-14
5.37374e-08,5.91573e-07,1.05609e-14
5.37374e-08,5.89166e-07,1.09844e-14
5.37374e-08,5.86778e-07,1.14301e-14
5.37374e-08,5.8441e-07,1.18997e-14
5.37374e-08,5.8206e-07,1.23937e-14
5.37374e-08,5.7973e-07,1.29111e-14
5.37374e-08,5.77418e-07,1.34495e-14
5.37374e-08,5.75124e-07,1.40043e-14
5.37374e-08,5.72849e-07,1.45696e-14
5.37374e-08,5.70591e-07,1.51374e-14
5.37374e-08,5.68351e-07,1.5699e-14
5.37374e-08,5.66129e-07,1.62447e-14
5.37374e-08,5.63924e-07,1.67648e-14
5.37374e-08,5.61736e-07,1.72501e-14
5.37374e-08,5.59565e-07,1.76923e-14
5.37374e-08,5.57411e-07,1.80842e-14
5.37374e-08,5.55273e-07,1.84205e-14
5.37374e-08,5.53152e-07,1.86968e-14
5.37374e-08,5.51047e-07,1.89107e-14
5.37374e-08,5.48957e-07,1.90604e-14
5.37374e-08,5.46884e-07,1.91452e-14
5.37374e-08,5.44826e-07,1.91647e-14
5.37374e-08,5.42784e-07,1.91186e-14
5.37374e-08,5.40756e-07,1.90067e-14
5.37374e-08,5.38744e-07,1.88287e-14
5.37374e-08,5.36747e-07,1.85845e-14
5.37374e-08,5.34765e-07,1.82742e-14
5.37374e-08,5.32797e-07,1.78988e-14
5.37374e-08,5.30843e-07,1.74605e-14
5.37374e-08,5.28904e-07,1.69627e-14
5.37374e-08,5.26979e-07,1.6411e-14
5.37374e-08,5.25068e-07,1.58127e-14
5.37374e-08,5.23171e-07,1.51773e-14
5.37374e-08,5.21287e-07,1.45157e-14
5.37374e-08,5.19417e-07,1.384e-14
5.37374e-08,5.1756e-07,1.31632e-14
5.37374e-08,5.15717e-07,1.2498e-14
5.37374e-08,5.13886e-07,1.18565e-14
5.37374e-08,5.12069e-07,1.12493e-14
5.37374e-08,5.10264e-07,1.06851e-14
5.37374e-08,5.08472e-07,1.01701e-14
5.37374e-08,5.06693e-07,9.70836e-15
5.37374e-08,5.04926e-07,9.30124e-15
5.37374e-08,5.03171e-07,8.94812e-15
5.37374e-08,5.01429e-07,8.64658e-15
5.37374e-08,4.99698e-07,8.39298e-15
5.37374e-08,4.97979e-07,8.18294e-15
5.37374e-08,4.96272e-07,8.01195e-15
5.37374e-08,4.94577e-07,7.87568e-15
5.37374e-08,4.92894e-07,7.77035e-15
5.37374e-08,4.91221e-07,7.6929e-15
5.37374e-08,4.8956e-07,7.64096e-15
5.37374e-08,4.87911e-07,7.6128e-15
5.37374e-08,4.86272e-07,7.60714e-15
5.37374e-08,4.84644e-07,7.62292e-15
5.37374e-08,4.83028e-07,7.65909e-15
5.37374e-08,4.81421e-07,7.71443e-15
5.37374e-08,4.79826e-07,7.78745e-15
5.37374e-08,4.78241e-07,7.87635e-15
5.37374e-08,4.76667e-07,7.97908e-15
5.37374e-08,4.75103e-07,8.09348e-15
5.37374e-08,4.73549e-07,8.2174e-15
5.37374e-08,4.72005e-07,8.34888e-15
5.37374e-08,4.70471e-07,8.48631e-15
5.37374e-08,4.68947e-07,8.62852e-15
5.37374e-08,4.67433e-07,8.77478e-15
5.37374e-08,4.65929e-07,8.92479e-15
5.37374e-08,4.64435e-07,9.07859e-15
5.37374e-08,4.6295e-07,9.23639e-15
5.37374e-08,4.61474e-07,9.39839e-15
5.37374e-08,4.60008e-07,9.56468e-15
5.37374e-08,4.58551e-07,9.73508e-15
5.37374e-08,4.57103e-07,9.90908e-15
5.37374e-08,4.55665e-07,1.00858e-14
5.37374e-08,4.54235e-07,1.02642e-14
5.37374e-08,4.52815e-07,1.0443e-14
5.37374e-08,4.51403e-07,1.06208e-14
5.37374e-08,4.5e-07,1.07965e-14
5.45455e-08,6.5e-07,5.1894e-15
5.45455e-08,6.47095e-07,5.3697e-15
5.45455e-08,6.44216e-07,5.5557e-15
5.45455e-08,6.41362e-07,5.74652e-15
5.45455e-08,6.38534e-07,5.94187e-15
5.45455e-08,6.3573e-07,6.14221e-15
5.45455e-08,6.32951e-07,6.34881e-15
5.45455e-08,6.30196e-07,6.56363e-15
5.45455e-08,6.27465e-07,6.789e-15
5.45455e-08,6.24757e-07,7.02732e-15
5.45455e-08,6.22073e-07,7.28063e-15
5.45455e-08,6.19412e-07,7.55033e-15
5.45455e-08,6.16773e-07,7.83694e-15
5.45455e-08,6.14157e-07,8.14013e-15
5.45455e-08,6.11563e-07,8.45884e-15
5.45455e-08,6.08991e-07,8.79166e-15
5.45455e-08,6.0644e-07,9.1373e-15
5.45455e-08,6.0391e-07,9.49497e-15
5.45455e-08,6.01402e-07,9.86486e-15
5.45455e-08,5.98914e-07,1.02483e-14
5.45455e-08,5.96447e-07,1.06476e-14
5.45455e-08,5.94e-07,1.10662e-14
5.45455e-08,5.91573e-07,1.15073e-14
5.45455e-08,5.89166e-07,1.1974e-14
5.45455e-08,5.86778e-07,1.24679e-14
5.45455e-08,5.8441e-07,1.29885e-14
5.45455e-08,5.8206e-07,1.35328e-14
5.45455e-08,5.7973e-07,1.40948e-14
5.45455e-08,5.77418e-07,1.46654e-14
5.45455e-08,5.75124e-07,1.52337e-14
5.45455e-08,5.72849e-07,1.57869e-14
5.45455e-08,5.70591e-07,1.63121e-14
5.45455e-08,5.68351e-07,1.67969e-14
5.45455e-08,5.66129e-07,1.72314e-14
5.45455e-08,5.63924e-07,1.76083e-14
5.45455e-08,5.61736e-07,1.79239e-14
5.45455e-08,5.59565e-07,1.81784e-14
5.45455e-08,5.57411e-07,1.83752e-14
5.45455e-08,5.55273e-07,1.85201e-14
5.45455e-08,5.53152e-07,1.86205e-14
5.45455e-08,5.51047e-07,1.8684e-14
5.45455e-08,5.48957e-07,1.87171e-14
5.45455e-08,5.46884e-07,1.87238e-14
5.45455e-08,5.44826e-07,1.87053e-14
5.45455e-08,5.42784e-07,1.86596e-14
5.45455e-08,5.40756e-07,1.85815e-14
5.45455e-08,5.38744e-07,1.84634e-14
5.45455e-08,5.36747e-07,1.82966e-14
5.45455e-08,5.34765e-07,1.80721e-14
5.45455e-08,5.32797e-07,1.77826e-14
5.45455e-08,5.30843e-07,1.74231e-14
5.45455e-08,5.28904e-07,1.69924e-14
5.45455e-08,5.26979e-07,1.64935e-14
5.45455e-08,5.25068e-07,1.59334e-14
5.45455e-08,5.23171e-07,1.53232e-14
5.45455e-08,5.21287e-07,1.46766e-14
5.45455e-08,5.19417e-07,1.40097e-14
5.45455e-08,5.1756e-07,1.33389e-14
5.45455e-08,5.15717e-07,1.26799e-14
5.45455e-08,5.13886e-07,1.20468e-14
5.45455e-08,5.12069e-07,1.14512e-14
5.45455e-08,5.10264e-07,1.09012e-14
5.45455e-08,5.08472e-07,1.04022e-14
5.45455e-08,5.06693e-07,9.95607e-15
5.45455e-08,5.04926e-07,9.56252e-15
5.45455e-08,5.03171e-07,9.21929e-15
5.45455e-08,5.01429e-07,8.92298e-15
5.45455e-08,4.99698e-07,8.6698e-15
5.45455e-08,4.97979e-07,8.45603e-15
5.45455e-08,4.96272e-07,8.27848e-15
5.45455e-08,4.94577e-07,8.13458e-15
5.45455e-08,4.92894e-07,8.0224e-15
5.45455e-08,4.91221e-07,7.94049e-15
5.45455e-08,4.8956e-07,7.88757e-15
5.45455e-08,4.87911e-07,7.86234e-15
5.45455e-08,4.86272e-07,7.86319e-15
5.45455e-08,4.84644e-07,7.88812e-15
5.45455e-08,4.83028e-07,7.93467e-15
5.45455e-08,4.81421e-07,8.00009e-15
5.45455e-08,4.79826e-07,8.08148e-15
5.45455e-08,4.78241e-07,8.17602e-15
5.45455e-08,4.76667e-07,8.28121e-15
5.45455e-08,4.75103e-07,8.39508e-15
5.45455e-08,4.73549e-07,8.51626e-15
5.45455e-08,4.72005e-07,8.644e-15
5.45455e-08,4.70471e-07,8.77807e-15
5.45455e-08,4.68947e-07,8.9186e-15
5.45455e-08,4.67433e-07,9.06584e-15
5.45455e-08,4.65929e-07,9.21995e-15
5.45455e-08,4.64435e-07,9.38078e-15
5.45455e-08,4.6295e-07,9.5478e-15
5.45455e-08,4.61474e-07,9.72004e-15
5.45455e-08,4.60008e-07,9.89613e-15
5.45455e-08,4.58551e-07,1.00745e-14
5.45455e-08,4.57103e-07,1.02535e-14
5.45455e-08,4.55665e-07,1.04317e-14
5.45455e-08,4.54235e-07,1.06079e-14
5.45455e-08,4.52815e-07,1.07815e-14
5.45455e-08,4.51403e-07,1.09522e-14
5.45455e-08,4.5e-07,1.11203e-14
5.53535e-08,6.5e-07,5.83673e-15
5.53535e-08,6.47095e-07,6.03529e-15
5.53535e-08,6.44216e-07,6.24151e-15
5.53535e-08,6.41362e-07,6.45499e-15
5.53535e-08,6.38534e-07,6.6756e-15
5.53535e-08,6.3573e-07,6.90358e-15
5.53535e-08,6.32951e-07,7.13964e-15
5.53535e-08,6.30196e-07,7.38495e-15
5.53535e-08,6.27465e-07,7.64101e-15
5.53535e-08,6.24757e-07,7.90949e-15
5.53535e-08,6.22073e-07,8.19204e-15
5.53535e-08,6.19412e-07,8.49006e-15
5.53535e-08,6.16773e-07,8.80451e-15
5.53535e-08,6.14157e-07,9.13591e-15
5.53535e-08,6.11563e-07,9.48428e-15
5.53535e-08,6.08991e-07,9.8493e-15
5.53535e-08,6.0644e-07,1.02305e-14
5.53535e-08,6.0391e-07,1.06277e-14
5.53535e-08,6.01402e-07,1.10408e-14
5.53535e-08,5.98914e-07,1.14704e-14
5.53535e-08,5.96447e-07,1.19178e-14
5.53535e-08,5.94e-07,1.23847e-14
5.53535e-08,5.91573e-07,1.28731e-14
5.53535e-08,5.89166e-07,1.33852e-14
5.53535e-08,5.86778e-07,1.39223e-14
5.53535e-08,5.8441e-07,1.44849e-14
5.53535e-08,5.8206e-07,1.50721e-14
5.53535e-08,5.7973e-07,1.5681e-14
5.53535e-08,5.77418e-07,1.63067e-14
5.53535e-08,5.75124e-07,1.69423e-14
5.53535e-08,5.72849e-07,1.75791e-14
5.53535e-08,5.70591e-07,1.82071e-14
5.53535e-08,5.68351e-07,1.88155e-14
5.53535e-08,5.66129e-07,1.93934e-14
5.53535e-08,5.63924e-07,1.99304e-14
5.53535e-08,5.61736e-07,2.04172e-14
5.53535e-08,5.59565e-07,2.08461e-14
5.53535e-08,5.57411e-07,2.1211e-14
5.53535e-08,5.55273e-07,2.15077e-14
5.53535e-08,5.53152e-07,2.17334e-14
5.53535e-08,5.51047e-07,2.18869e-14
5.53535e-08,5.48957e-07,2.19675e-14
5.53535e-08,5.46884e-07,2.19751e-14
5.53535e-08,5.44826e-07,2.19099e-14
5.53535e-08,5.42784e-07,2.17718e-14
5.53535e-08,5.40756e-07,2.15609e-14
5.53535e-08,5.38744e-07,2.1277e-14
5.53535e-08,5.36747e-07,2.09208e-14
5.53535e-08,5.34765e-07,2.04933e-14
5.53535e-08,5.32797e-07,1.9997e-14
5.53535e-08,5.30843e-07,1.94362e-14
5.53535e-08,5.28904e-07,1.88168e-14
5.53535e-08,5.26979e-07,1.8147e-14
5.53535e-08,5.25068e-07,1.7437e-14
5.53535e-08,5.23171e-07,1.66986e-14
5.53535e-08,5.21287e-07,1.59447e-14
5.53535e-08,5.19417e-07,1.51889e-14
5.53535e-08,5.1756e-07,1.44445e-14
5.53535e-08,5.15717e-07,1.37239e-14
5.53535e-08,5.13886e-07,1.30381e-14
5.53535e-08,5.12069e-07,1.2396e-14
5.53535e-08,5.10264e-07,1.1804e-14
5.53535e-08,5.08472e-07,1.12664e-14
5.53535e-08,5.06693e-07,1.0785e-14
5.53535e-08,5.04926e-07,1.03598e-14
5.53535e-08,5.03171e-07,9.989e-15
5.53535e-08,5.01429e-07,9.66977e-15
5.53535e-08,4.99698e-07,9.39867e-15
5.53535e-08,4.97979e-07,9.17201e-15
5.53535e-08,4.96272e-07,8.98622e-15
5.53535e-08,4.94577e-07,8.83803e-15
5.53535e-08,4.92894e-07,8.7246e-15
5.53535e-08,4.91221e-07,8.64346e-15
5.53535e-08,4.8956e-07,8.59246e-15
5.53535e-08,4.87911e-07,8.56959e-15
5.53535e-08,4.86272e-07,8.57288e-15
5.53535e-08,4.84644e-07,8.60029e-15
5.53535e-08,4.83028e-07,8.64965e-15
5.53535e-08,4.81421e-07,8.71865e-15
5.53535e-08,4.79826e-07,8.8049e-15
5.53535e-08,4.78241e-07,8.90604e-15
5.53535e-08,4.76667e-07,9.01988e-15
5.53535e-08,4.75103e-07,9.14443e-15
5.53535e-08,4.73549e-07,9.2781e-15
5.53535e-08,4.72005e-07,9.41963e-15
5.53535e-08,4.70471e-07,9.56814e-15
5.53535e-08,4.68947e-07,9.72306e-15
5.53535e-08,4.67433e-07,9.88401e-15
5.53535e-08,4.65929e-07,1.00507e-14
5.53535e-08,4.64435e-07,1.02227e-14
5.53535e-08,4.6295e-07,1.03997e-14
5.53535e-08,4.61474e-07,1.05808e-14
5.53535e-08,4.60008e-07,1.07654e-14
5.53535e-08,4.58551e-07,1.09522e-14
5.53535e-08,4.57103e-07,1.11402e-14
5.53535e-08,4.55665e-07,1.13283e-14
5.53535e-08,4.54235e-07,1.15154e-14
5.53535e-08,4.52815e-07,1.17007e-14
5.53535e-08,4.51403e-07,1.18837e-14
5.53535e-08,4.5e-07,1.2064e-14
5.61616e-08,6.5e-07,6.26863e-15
5.61616e-08,6.47095e-07,6.48238e-15
5.61616e-08,6.44216e-07,6.70187e-15
5.61616e-08,6.41362e-07,6.92707e-15
5.61616e-08,6.38534e-07,7.15866e-15
5.61616e-08,6.3573e-07,7.39803e-15
5.61616e-08,6.32951e-07,7.64714e-15
5.61616e-08,6.30196e-07,7.90827e-15
5.61616e-08,6.27465e-07,8.18368e-15
5.61616e-08,6.24757e-07,8.4753e-15
5.61616e-08,6.22073e-07,8.78444e-15
5.61616e-08,6.19412e-07,9.11165e-15
5.61616e-08,6.16773e-07,9.4567e-15
5.61616e-08,6.14157e-07,9.81874e-15
5.61616e-08,6.11563e-07,1.01966e-14
5.61616e-08,6.08991e-07,1.05892e-14
5.61616e-08,6.0644e-07,1.0996e-14
5.61616e-08,6.0391e-07,1.14171e-14
5.61616e-08,6.01402e-07,1.18537e-14
5.61616e-08,5.98914e-07,1.2308e-14
5.61616e-08,5.96447e-07,1.2783e-14
5.61616e-08,5.94e-07,1.32818e-14
5.61616e-08,5.91573e-07,1.38073e-14
5.61616e-08,5.89166e-07,1.43614e-14
5.61616e-08,5.86778e-07,1.4944e-14
5.61616e-08,5.8441e-07,1.5553e-14
5.61616e-08,5.8206e-07,1.61832e-14
5.61616e-08,5.7973e-07,1.6827e-14
5.61616e-08,5.77418e-07,1.74743e-14
5.61616e-08,5.75124e-07,1.81131e-14
5.61616e-08,5.72849e-07,1.87305e-14
5.61616e-08,5.70591e-07,1.93138e-14
5.61616e-08,5.68351e-07,1.98511e-14
5.61616e-08,5.66129e-07,2.03329e-14
5.61616e-08,5.63924e-07,2.07522e-14
5.61616e-08,5.61736e-07,2.11054e-14
5.61616e-08,5.59565e-07,2.13917e-14
5.61616e-08,5.57411e-07,2.16133e-14
5.61616e-08,5.55273e-07,2.17746e-14
5.61616e-08,5.53152e-07,2.18808e-14
5.61616e-08,5.51047e-07,2.19373e-14
5.61616e-08,5.48957e-07,2.19487e-14
5.61616e-08,5.46884e-07,2.19177e-14
5.61616e-08,5.44826e-07,2.1845e-14
5.61616e-08,5.42784e-07,2.17287e-14
5.61616e-08,5.40756e-07,2.15651e-14
5.61616e-08,5.38744e-07,2.13487e-14
5.61616e-08,5.36747e-07,2.10736e-14
5.61616e-08,5.34765e-07,2.07341e-14
5.61616e-08,5.32797e-07,2.03263e-14
5.61616e-08,5.30843e-07,1.98485e-14
5.61616e-08,5.28904e-07,1.93022e-14
5.61616e-08,5.26979e-07,1.86924e-14
5.61616e-08,5.25068e-07,1.80276e-14
5.61616e-08,5.23171e-07,1.73195e-14
5.61616e-08,5.21287e-07,1.65819e-14
5.61616e-08,5.19417e-07,1.58304e-14
5.61616e-08,5.1756e-07,1.50807e-14
5.61616e-08,5.15717e-07,1.43479e-14
5.61616e-08,5.13886e-07,1.36456e-14
5.61616e-08,5.12069e-07,1.29848e-14
5.61616e-08,5.10264e-07,1.23738e-14
5.61616e-08,5.08472e-07,1.18181e-14
5.61616e-08,5.06693e-07,1.132e-14
5.61616e-08,5.04926e-07,1.08797e-14
5.61616e-08,5.03171e-07,1.04955e-14
5.61616e-08,5.01429e-07,1.0164e-14
5.61616e-08,4.99698e-07,9.88173e-15
5.61616e-08,4.97979e-07,9.64461e-15
5.61616e-08,4.96272e-07,9.44901e-15
5.61616e-08,4.94577e-07,9.29174e-15
5.61616e-08,4.92894e-07,9.17016e-15
5.61616e-08,4.91221e-07,9.08212e-15
5.61616e-08,4.8956e-07,9.02575e-15
5.61616e-08,4.87911e-07,8.99933e-15
5.61616e-08,4.86272e-07,9.00103e-15
5.61616e-08,4.84644e-07,9.02879e-15
5.61616e-08,4.83028e-07,9.08024e-15
5.61616e-08,4.81421e-07,9.15275e-15
5.61616e-08,4.79826e-07,9.24349e-15
5.61616e-08,4.78241e-07,9.34962e-15
5.61616e-08,4.76667e-07,9.46847e-15
5.61616e-08,4.75103e-07,9.59771e-15
5.61616e-08,4.73549e-07,9.7355e-15
5.61616e-08,4.72005e-07,9.88052e-15
5.61616e-08,4.70471e-07,1.0032e-14
5.61616e-08,4.68947e-07,1.01895e-14
5.61616e-08,4.67433e-07,1.0353e-14
5.61616e-08,4.65929e-07,1.05226e-14
5.61616e-08,4.64435e-07,1.0698e-14
5.61616e-08,4.6295e-07,1.08792e-14
5.61616e-08,4.61474e-07,1.10653e-14
5.61616e-08,4.60008e-07,1.12555e-14
5.61616e-08,4.58551e-07,1.14484e-14
5.61616e-08,4.57103e-07,1.16427e-14
5.61616e-08,4.55665e-07,1.18367e-14
5.61616e-08,4.54235e-07,1.20292e-14
5.61616e-08,4.52815e-07,1.2219e-14
5.61616e-08,4.51403e-07,1.24053e-14
5.61616e-08,4.5e-07,1.25879e-14
5.69697e-08,6.5e-07,6.66123e-15
5.69697e-08,6.47095e-07,6.87853e-15
5.69697e-08,6.44216e-07,7.10506e-15
5.69697e-08,6.41362e-07,7.34153e-15
5.69697e-08,6.38534e-07,7.58854e-15
5.69697e-08,6.3573e-07,7.84653e-15
5.69697e-08,6.32951e-07,8.11587e-15
5.69697e-08,6.30196e-07,8.39682e-15
5.69697e-08,6.27465e-07,8.68962e-15
5.69697e-08,6.24757e-07,8.99459e-15
5.69697e-08,6.22073e-07,9.31215e-15
5.69697e-08,6.19412e-07,9.64294e-15
5.69697e-08,6.16773e-07,9.98781e-15
5.69697e-08,6.14157e-07,1.03478e-14
5.69697e-08,6.11563e-07,1.07243e-14
5.69697e-08,6.08991e-07,1.11185e-14
5.69697e-08,6.0644e-07,1.15319e-14
5.69697e-08,6.0391e-07,1.19657e-14
5.69697e-08,6.01402e-07,1.24211e-14
5.69697e-08,5.98914e-07,1.28989e-14
5.69697e-08,5.96447e-07,1.33996e-14
5.69697e-08,5.94e-07,1.39232e-14
5.69697e-08,5.91573e-07,1.44695e-14
5.69697e-08,5.89166e-07,1.50378e-14
5.69697e-08,5.86778e-07,1.56271e-14
5.69697e-08,5.8441e-07,1.62361e-14
5.69697e-08,5.8206e-07,1.68632e-14
5.69697e-08,5.7973e-07,1.75064e-14
5.69697e-08,5.77418e-07,1.8163e-14
5.69697e-08,5.75124e-07,1.88299e-14
5.69697e-08,5.72849e-07,1.95033e-14
5.69697e-08,5.70591e-07,2.01782e-14
5.69697e-08,5.68351e-07,2.08486e-14
5.69697e-08,5.66129e-07,2.15074e-14
5.69697e-08,5.63924e-07,2.2146e-14
5.69697e-08,5.61736e-07,2.27549e-14
5.69697e-08,5.59565e-07,2.33235e-14
5.69697e-08,5.57411e-07,2.38404e-14
5.69697e-08,5.55273e-07,2.4294e-14
5.69697e-08,5.53152e-07,2.4673e-14
5.69697e-08,5.51047e-07,2.49664e-14
5.69697e-08,5.48957e-07,2.51648e-14
5.69697e-08,5.46884e-07,2.52604e-14
5.69697e-08,5.44826e-07,2.52477e-14
5.69697e-08,5.42784e-07,2.51236e-14
5.69697e-08,5.40756e-07,2.48877e-14
5.69697e-08,5.38744e-07,2.45427e-14
5.69697e-08,5.36747e-07,2.40938e-14
5.69697e-08,5.34765e-07,2.35489e-14
5.69697e-08,5.32797e-07,2.29179e-14
5.69697e-08,5.30843e-07,2.22128e-14
5.69697e-08,5.28904e-07,2.14469e-14
5.69697e-08,5.26979e-07,2.06341e-14
5.69697e-08,5.25068e-07,1.97888e-14
5.69697e-08,5.23171e-07,1.89255e-14
5.69697e-08,5.21287e-07,1.8058e-14
5.69697e-08,5.19417e-07,1.71991e-14
5.69697e-08,5.1756e-07,1.63606e-14
5.69697e-08,5.15717e-07,1.55531e-14
5.69697e-08,5.13886e-07,1.47854e-14
5.69697e-08,5.12069e-07,1.40648e-14
5.69697e-08,5.10264e-07,1.3397e-14
5.69697e-08,5.08472e-07,1.27861e-14
5.69697e-08,5.06693e-07,1.22345e-14
5.69697e-08,5.04926e-07,1.17433e-14
5.69697e-08,5.03171e-07,1.13123e-14
5.69697e-08,5.01429e-07,1.09401e-14
5.69697e-08,4.99698e-07,1.06243e-14
5.69697e-08,4.97979e-07,1.03617e-14
5.69697e-08,4.96272e-07,1.01489e-14
5.69697e-08,4.94577e-07,9.98169e-15
5.69697e-08,4.92894e-07,9.85615e-15
5.69697e-08,4.91221e-07,9.76824e-15
5.69697e-08,4.8956e-07,9.71414e-15
5.69697e-08,4.87911e-07,9.69035e-15
5.69697e-08,4.86272e-07,9.69374e-15
5.69697e-08,4.84644e-07,9.72156e-15
5.69697e-08,4.83028e-07,9.77143e-15
5.69697e-08,4.81421e-07,9.84129e-15
5.69697e-08,4.79826e-07,9.92935e-15
5.69697e-08,4.78241e-07,1.0034e-14
5.69697e-08,4.76667e-07,1.01536e-14
5.69697e-08,4.75103e-07,1.02869e-14
5.69697e-08,4.73549e-07,1.04322e-14
5.69697e-08,4.72005e-07,1.05882e-14
5.69697e-08,4.70471e-07,1.07534e-14
5.69697e-08,4.68947e-07,1.09264e-14
5.69697e-08,4.67433e-07,1.11057e-14
5.69697e-08,4.65929e-07,1.12902e-14
5.69697e-08,4.64435e-07,1.14787e-14
5.69697e-08,4.6295e-07,1.16704e-14
5.69697e-08,4.61474e-07,1.18644e-14
5.69697e-08,4.60008e-07,1.20601e-14
5.69697e-08,4.58551e-07,1.22571e-14
5.69697e-08,4.57103e-07,1.24549e-14
5.69697e-08,4.55665e-07,1.26532e-14
5.69697e-08,4.54235e-07,1.28517e-14
