r_p,wavelength,scat_sigma
4.89796e-008,5.5102e-007,2.59066e-014
4.89796e-008,5.57143e-007,2.68707e-014
4.89796e-008,5.63265e-007,2.75829e-014
4.89796e-008,5.69388e-007,2.83664e-014
4.89796e-008,5.7551e-007,2.91031e-014
4.89796e-008,5.81633e-007,2.98e-014
4.89796e-008,5.87755e-007,3.09701e-014
4.89796e-008,5.93878e-007,3.17735e-014
4.89796e-008,6e-007,3.24725e-014
4.97959e-008,3e-007,1.47793e-015
4.97959e-008,3.06122e-007,1.70717e-015
4.97959e-008,3.12245e-007,1.88246e-015
4.97959e-008,3.18367e-007,2.0701e-015
4.97959e-008,3.2449e-007,2.37221e-015
4.97959e-008,3.30612e-007,2.64193e-015
4.97959e-008,3.36735e-007,2.92101e-015
4.97959e-008,3.42857e-007,3.21688e-015
4.97959e-008,3.4898e-007,3.52641e-015
4.97959e-008,3.55102e-007,3.78558e-015
4.97959e-008,3.61224e-007,4.18645e-015
4.97959e-008,3.67347e-007,4.72661e-015
4.97959e-008,3.73469e-007,5.01077e-015
4.97959e-008,3.79592e-007,5.44774e-015
4.97959e-008,3.85714e-007,5.77329e-015
4.97959e-008,3.91837e-007,6.1817e-015
4.97959e-008,3.97959e-007,6.94701e-015
4.97959e-008,4.04082e-007,7.42225e-015
4.97959e-008,4.10204e-007,7.88959e-015
4.97959e-008,4.16327e-007,8.55575e-015
4.97959e-008,4.22449e-007,8.86563e-015
4.97959e-008,4.28571e-007,9.61155e-015
4.97959e-008,4.34694e-007,1.02675e-014
4.97959e-008,4.40816e-007,1.08702e-014
4.97959e-008,4.46939e-007,1.14034e-014
4.97959e-008,4.53061e-007,1.21829e-014
4.97959e-008,4.59184e-007,1.28263e-014
4.97959e-008,4.65306e-007,1.34427e-014
4.97959e-008,4.71429e-007,1.42472e-014
4.97959e-008,4.77551e-007,1.50208e-014
4.97959e-008,4.83673e-007,1.59208e-014
4.97959e-008,4.89796e-007,1.64213e-014
4.97959e-008,4.95918e-007,1.71836e-014
4.97959e-008,5.02041e-007,1.79739e-014
4.97959e-008,5.08163e-007,1.87654e-014
4.97959e-008,5.14286e-007,1.95085e-014
4.97959e-008,5.20408e-007,2.03866e-014
4.97959e-008,5.26531e-007,2.08976e-014
4.97959e-008,5.32653e-007,2.19208e-014
4.97959e-008,5.38776e-007,2.27073e-014
4.97959e-008,5.44898e-007,2.31405e-014
4.97959e-008,5.5102e-007,2.43124e-014
4.97959e-008,5.57143e-007,2.52358e-014
4.97959e-008,5.63265e-007,2.59166e-014
4.97959e-008,5.69388e-007,2.66747e-014
4.97959e-008,5.7551e-007,2.74221e-014
4.97959e-008,5.81633e-007,2.80901e-014
4.97959e-008,5.87755e-007,2.91688e-014
4.97959e-008,5.93878e-007,2.99434e-014
4.97959e-008,6e-007,3.06075e-014
5.06122e-008,3e-007,1.43044e-015
5.06122e-008,3.06122e-007,1.64926e-015
5.06122e-008,3.12245e-007,1.82466e-015
5.06122e-008,3.18367e-007,2.00295e-015
5.06122e-008,3.2449e-007,2.29689e-015
5.06122e-008,3.30612e-007,2.55592e-015
5.06122e-008,3.36735e-007,2.82008e-015
5.06122e-008,3.42857e-007,3.13273e-015
5.06122e-008,3.4898e-007,3.41719e-015
5.06122e-008,3.55102e-007,3.67183e-015
5.06122e-008,3.61224e-007,4.07681e-015
5.06122e-008,3.67347e-007,4.57951e-015
5.06122e-008,3.73469e-007,4.87825e-015
5.06122e-008,3.79592e-007,5.29723e-015
5.06122e-008,3.85714e-007,5.61185e-015
5.06122e-008,3.91837e-007,6.03653e-015
5.06122e-008,3.97959e-007,6.75591e-015
5.06122e-008,4.04082e-007,7.24522e-015
5.06122e-008,4.10204e-007,7.70481e-015
5.06122e-008,4.16327e-007,8.35385e-015
5.06122e-008,4.22449e-007,8.68109e-015
5.06122e-008,4.28571e-007,9.41484e-015
5.06122e-008,4.34694e-007,1.00108e-014
5.06122e-008,4.40816e-007,1.06387e-014
5.06122e-008,4.46939e-007,1.11832e-014
5.06122e-008,4.53061e-007,1.19264e-014
5.06122e-008,4.59184e-007,1.2563e-014
5.06122e-008,4.65306e-007,1.31698e-014
5.06122e-008,4.71429e-007,1.39634e-014
5.06122e-008,4.77551e-007,1.474e-014
5.06122e-008,4.83673e-007,1.56323e-014
5.06122e-008,4.89796e-007,1.61002e-014
5.06122e-008,4.95918e-007,1.68646e-014
5.06122e-008,5.02041e-007,1.76236e-014
5.06122e-008,5.08163e-007,1.84217e-014
5.06122e-008,5.14286e-007,1.91386e-014
5.06122e-008,5.20408e-007,2.00374e-014
5.06122e-008,5.26531e-007,2.05507e-014
5.06122e-008,5.32653e-007,2.15396e-014
5.06122e-008,5.38776e-007,2.23154e-014
5.06122e-008,5.44898e-007,2.27511e-014
5.06122e-008,5.5102e-007,2.38891e-014
5.06122e-008,5.57143e-007,2.4772e-014
5.06122e-008,5.63265e-007,2.54571e-014
5.06122e-008,5.69388e-007,2.62382e-014
5.06122e-008,5.7551e-007,2.69419e-014
5.06122e-008,5.81633e-007,2.76061e-014
5.06122e-008,5.87755e-007,2.8618e-014
5.06122e-008,5.93878e-007,2.93946e-014
5.06122e-008,6e-007,3.0042e-014
5.14286e-008,3e-007,1.45518e-015
5.14286e-008,3.06122e-007,1.67837e-015
5.14286e-008,3.12245e-007,1.86611e-015
5.14286e-008,3.18367e-007,2.04227e-015
5.14286e-008,3.2449e-007,2.34605e-015
5.14286e-008,3.30612e-007,2.61222e-015
5.14286e-008,3.36735e-007,2.872e-015
5.14286e-008,3.42857e-007,3.21272e-015
5.14286e-008,3.4898e-007,3.48979e-015
5.14286e-008,3.55102e-007,3.74664e-015
5.14286e-008,3.61224e-007,4.17689e-015
5.14286e-008,3.67347e-007,4.67452e-015
5.14286e-008,3.73469e-007,5.00353e-015
5.14286e-008,3.79592e-007,5.42583e-015
5.14286e-008,3.85714e-007,5.74661e-015
5.14286e-008,3.91837e-007,6.19575e-015
5.14286e-008,3.97959e-007,6.90715e-015
5.14286e-008,4.04082e-007,7.42219e-015
5.14286e-008,4.10204e-007,7.89971e-015
5.14286e-008,4.16327e-007,8.55094e-015
5.14286e-008,4.22449e-007,8.91036e-015
5.14286e-008,4.28571e-007,9.66252e-015
5.14286e-008,4.34694e-007,1.0252e-014
5.14286e-008,4.40816e-007,1.09168e-014
5.14286e-008,4.46939e-007,1.14744e-014
5.14286e-008,4.53061e-007,1.22307e-014
5.14286e-008,4.59184e-007,1.28685e-014
5.14286e-008,4.65306e-007,1.34773e-014
5.14286e-008,4.71429e-007,1.42843e-014
5.14286e-008,4.77551e-007,1.50944e-014
5.14286e-008,4.83673e-007,1.59868e-014
5.14286e-008,4.89796e-007,1.64843e-014
5.14286e-008,4.95918e-007,1.72616e-014
5.14286e-008,5.02041e-007,1.8001e-014
5.14286e-008,5.08163e-007,1.88173e-014
5.14286e-008,5.14286e-007,1.9533e-014
5.14286e-008,5.20408e-007,2.04357e-014
5.14286e-008,5.26531e-007,2.09847e-014
5.14286e-008,5.32653e-007,2.19385e-014
5.14286e-008,5.38776e-007,2.27182e-014
5.14286e-008,5.44898e-007,2.31854e-014
5.14286e-008,5.5102e-007,2.43147e-014
5.14286e-008,5.57143e-007,2.51947e-014
5.14286e-008,5.63265e-007,2.58736e-014
5.14286e-008,5.69388e-007,2.66756e-014
5.14286e-008,5.7551e-007,2.73503e-014
5.14286e-008,5.81633e-007,2.80246e-014
5.14286e-008,5.87755e-007,2.90183e-014
5.14286e-008,5.93878e-007,2.98034e-014
5.14286e-008,6e-007,3.04376e-014
5.22449e-008,3e-007,1.54251e-015
5.22449e-008,3.06122e-007,1.77958e-015
5.22449e-008,3.12245e-007,1.98651e-015
5.22449e-008,3.18367e-007,2.16723e-015
5.22449e-008,3.2449e-007,2.49214e-015
5.22449e-008,3.30612e-007,2.77803e-015
5.22449e-008,3.36735e-007,3.04657e-015
5.22449e-008,3.42857e-007,3.42455e-015
5.22449e-008,3.4898e-007,3.7063e-015
5.22449e-008,3.55102e-007,3.97567e-015
5.22449e-008,3.61224e-007,4.44795e-015
5.22449e-008,3.67347e-007,4.96443e-015
5.22449e-008,3.73469e-007,5.3203e-015
5.22449e-008,3.79592e-007,5.76093e-015
5.22449e-008,3.85714e-007,6.09857e-015
5.22449e-008,3.91837e-007,6.58927e-015
5.22449e-008,3.97959e-007,7.32657e-015
5.22449e-008,4.04082e-007,7.86809e-015
5.22449e-008,4.10204e-007,8.38256e-015
5.22449e-008,4.16327e-007,9.06249e-015
5.22449e-008,4.22449e-007,9.44369e-015
5.22449e-008,4.28571e-007,1.02349e-014
5.22449e-008,4.34694e-007,1.08394e-014
5.22449e-008,4.40816e-007,1.15437e-014
5.22449e-008,4.46939e-007,1.21335e-014
5.22449e-008,4.53061e-007,1.29332e-014
5.22449e-008,4.59184e-007,1.35778e-014
5.22449e-008,4.65306e-007,1.4198e-014
5.22449e-008,4.71429e-007,1.50447e-014
5.22449e-008,4.77551e-007,1.588e-014
5.22449e-008,4.83673e-007,1.67779e-014
5.22449e-008,4.89796e-007,1.73145e-014
5.22449e-008,4.95918e-007,1.81216e-014
5.22449e-008,5.02041e-007,1.88671e-014
5.22449e-008,5.08163e-007,1.96978e-014
5.22449e-008,5.14286e-007,2.04282e-014
5.22449e-008,5.20408e-007,2.13387e-014
5.22449e-008,5.26531e-007,2.19043e-014
5.22449e-008,5.32653e-007,2.28643e-014
5.22449e-008,5.38776e-007,2.36172e-014
5.22449e-008,5.44898e-007,2.41262e-014
5.22449e-008,5.5102e-007,2.52459e-014
5.22449e-008,5.57143e-007,2.61501e-014
5.22449e-008,5.63265e-007,2.68182e-014
5.22449e-008,5.69388e-007,2.76026e-014
5.22449e-008,5.7551e-007,2.83052e-014
5.22449e-008,5.81633e-007,2.89699e-014
5.22449e-008,5.87755e-007,2.99614e-014
5.22449e-008,5.93878e-007,3.07553e-014
5.22449e-008,6e-007,3.13778e-014
5.30612e-008,3e-007,1.67919e-015
5.30612e-008,3.06122e-007,1.93562e-015
5.30612e-008,3.12245e-007,2.16072e-015
5.30612e-008,3.18367e-007,2.35209e-015
5.30612e-008,3.2449e-007,2.70766e-015
5.30612e-008,3.30612e-007,3.01578e-015
5.30612e-008,3.36735e-007,3.30616e-015
5.30612e-008,3.42857e-007,3.72398e-015
5.30612e-008,3.4898e-007,4.02044e-015
5.30612e-008,3.55102e-007,4.3121e-015
5.30612e-008,3.61224e-007,4.82713e-015
5.30612e-008,3.67347e-007,5.38113e-015
5.30612e-008,3.73469e-007,5.7639e-015
5.30612e-008,3.79592e-007,6.22967e-015
5.30612e-008,3.85714e-007,6.58727e-015
5.30612e-008,3.91837e-007,7.12121e-015
5.30612e-008,3.97959e-007,7.9068e-015
5.30612e-008,4.04082e-007,8.48845e-015
5.30612e-008,4.10204e-007,9.03559e-015
5.30612e-008,4.16327e-007,9.76331e-015
5.30612e-008,4.22449e-007,1.01591e-014
5.30612e-008,4.28571e-007,1.09896e-014
5.30612e-008,4.34694e-007,1.16089e-014
5.30612e-008,4.40816e-007,1.23585e-014
5.30612e-008,4.46939e-007,1.29901e-014
5.30612e-008,4.53061e-007,1.38194e-014
5.30612e-008,4.59184e-007,1.44924e-014
5.30612e-008,4.65306e-007,1.51332e-014
5.30612e-008,4.71429e-007,1.60176e-014
5.30612e-008,4.77551e-007,1.68752e-014
5.30612e-008,4.83673e-007,1.77963e-014
5.30612e-008,4.89796e-007,1.8331e-014
5.30612e-008,4.95918e-007,1.91712e-014
5.30612e-008,5.02041e-007,1.99353e-014
5.30612e-008,5.08163e-007,2.07814e-014
5.30612e-008,5.14286e-007,2.15191e-014
5.30612e-008,5.20408e-007,2.24634e-014
5.30612e-008,5.26531e-007,2.30199e-014
5.30612e-008,5.32653e-007,2.40064e-014
5.30612e-008,5.38776e-007,2.47278e-014
5.30612e-008,5.44898e-007,2.52463e-014
5.30612e-008,5.5102e-007,2.63658e-014
5.30612e-008,5.57143e-007,2.72802e-014
5.30612e-008,5.63265e-007,2.79553e-014
5.30612e-008,5.69388e-007,2.86986e-014
5.30612e-008,5.7551e-007,2.94322e-014
5.30612e-008,5.81633e-007,3.00863e-014
5.30612e-008,5.87755e-007,3.10665e-014
5.30612e-008,5.93878e-007,3.18615e-014
5.30612e-008,6e-007,3.2477e-014
5.38776e-008,3e-007,1.84105e-015
5.38776e-008,3.06122e-007,2.12167e-015
5.38776e-008,3.12245e-007,2.36378e-015
5.38776e-008,3.18367e-007,2.56947e-015
5.38776e-008,3.2449e-007,2.95978e-015
5.38776e-008,3.30612e-007,3.29332e-015
5.38776e-008,3.36735e-007,3.6071e-015
5.38776e-008,3.42857e-007,4.0621e-015
5.38776e-008,3.4898e-007,4.37954e-015
5.38776e-008,3.55102e-007,4.69414e-015
5.38776e-008,3.61224e-007,5.247e-015
5.38776e-008,3.67347e-007,5.84568e-015
5.38776e-008,3.73469e-007,6.26075e-015
5.38776e-008,3.79592e-007,6.7544e-015
5.38776e-008,3.85714e-007,7.13368e-015
5.38776e-008,3.91837e-007,7.69795e-015
5.38776e-008,3.97959e-007,8.53259e-015
5.38776e-008,4.04082e-007,9.16215e-015
5.38776e-008,4.10204e-007,9.73058e-015
5.38776e-008,4.16327e-007,1.05e-014
5.38776e-008,4.22449e-007,1.091e-014
5.38776e-008,4.28571e-007,1.1777e-014
5.38776e-008,4.34694e-007,1.24224e-014
5.38776e-008,4.40816e-007,1.32073e-014
5.38776e-008,4.46939e-007,1.38615e-014
5.38776e-008,4.53061e-007,1.47075e-014
5.38776e-008,4.59184e-007,1.54118e-014
5.38776e-008,4.65306e-007,1.60709e-014
5.38776e-008,4.71429e-007,1.69696e-014
5.38776e-008,4.77551e-007,1.78561e-014
5.38776e-008,4.83673e-007,1.88093e-014
5.38776e-008,4.89796e-007,1.93306e-014
5.38776e-008,4.95918e-007,2.01853e-014
5.38776e-008,5.02041e-007,2.09484e-014
5.38776e-008,5.08163e-007,2.18077e-014
5.38776e-008,5.14286e-007,2.25404e-014
5.38776e-008,5.20408e-007,2.35111e-014
5.38776e-008,5.26531e-007,2.40564e-014
5.38776e-008,5.32653e-007,2.50486e-014
5.38776e-008,5.38776e-007,2.57727e-014
5.38776e-008,5.44898e-007,2.62701e-014
5.38776e-008,5.5102e-007,2.73998e-014
5.38776e-008,5.57143e-007,2.82988e-014
5.38776e-008,5.63265e-007,2.89715e-014
5.38776e-008,5.69388e-007,2.9705e-014
5.38776e-008,5.7551e-007,3.04169e-014
5.38776e-008,5.81633e-007,3.10709e-014
5.38776e-008,5.87755e-007,3.20565e-014
5.38776e-008,5.93878e-007,3.2834e-014
5.38776e-008,6e-007,3.34413e-014
5.46939e-008,3e-007,2.00326e-015
5.46939e-008,3.06122e-007,2.30977e-015
5.46939e-008,3.12245e-007,2.57047e-015
5.46939e-008,3.18367e-007,2.79007e-015
5.46939e-008,3.2449e-007,3.21252e-015
5.46939e-008,3.30612e-007,3.57344e-015
5.46939e-008,3.36735e-007,3.90795e-015
5.46939e-008,3.42857e-007,4.39327e-015
5.46939e-008,3.4898e-007,4.73282e-015
5.46939e-008,3.55102e-007,5.06503e-015
5.46939e-008,3.61224e-007,5.65288e-015
5.46939e-008,3.67347e-007,6.2913e-015
5.46939e-008,3.73469e-007,6.7308e-015
5.46939e-008,3.79592e-007,7.2517e-015
5.46939e-008,3.85714e-007,7.65291e-015
5.46939e-008,3.91837e-007,8.23767e-015
5.46939e-008,3.97959e-007,9.11307e-015
5.46939e-008,4.04082e-007,9.77175e-015
5.46939e-008,4.10204e-007,1.03595e-014
5.46939e-008,4.16327e-007,1.11497e-014
5.46939e-008,4.22449e-007,1.15756e-014
5.46939e-008,4.28571e-007,1.2469e-014
5.46939e-008,4.34694e-007,1.31466e-014
5.46939e-008,4.40816e-007,1.39418e-014
5.46939e-008,4.46939e-007,1.46018e-014
5.46939e-008,4.53061e-007,1.5469e-014
5.46939e-008,4.59184e-007,1.61819e-014
5.46939e-008,4.65306e-007,1.68462e-014
5.46939e-008,4.71429e-007,1.77431e-014
5.46939e-008,4.77551e-007,1.86493e-014
5.46939e-008,4.83673e-007,1.96152e-014
5.46939e-008,4.89796e-007,2.01383e-014
5.46939e-008,4.95918e-007,2.09906e-014
5.46939e-008,5.02041e-007,2.17394e-014
5.46939e-008,5.08163e-007,2.25959e-014
5.46939e-008,5.14286e-007,2.33213e-014
5.46939e-008,5.20408e-007,2.4277e-014
5.46939e-008,5.26531e-007,2.48187e-014
5.46939e-008,5.32653e-007,2.57912e-014
5.46939e-008,5.38776e-007,2.65343e-014
5.46939e-008,5.44898e-007,2.70065e-014
5.46939e-008,5.5102e-007,2.81448e-014
5.46939e-008,5.57143e-007,2.90214e-014
5.46939e-008,5.63265e-007,2.9673e-014
5.46939e-008,5.69388e-007,3.04262e-014
5.46939e-008,5.7551e-007,3.10908e-014
5.46939e-008,5.81633e-007,3.17316e-014
5.46939e-008,5.87755e-007,3.27116e-014
5.46939e-008,5.93878e-007,3.34889e-014
5.46939e-008,6e-007,3.40832e-014
5.55102e-008,3e-007,2.15059e-015
5.55102e-008,3.06122e-007,2.47823e-015
5.55102e-008,3.12245e-007,2.75618e-015
5.55102e-008,3.18367e-007,2.98789e-015
5.55102e-008,3.2449e-007,3.43733e-015
5.55102e-008,3.30612e-007,3.81841e-015
5.55102e-008,3.36735e-007,4.17508e-015
5.55102e-008,3.42857e-007,4.67924e-015
5.55102e-008,3.4898e-007,5.04018e-015
5.55102e-008,3.55102e-007,5.38664e-015
5.55102e-008,3.61224e-007,5.9996e-015
5.55102e-008,3.67347e-007,6.67087e-015
5.55102e-008,3.73469e-007,7.11882e-015
5.55102e-008,3.79592e-007,7.66e-015
5.55102e-008,3.85714e-007,8.07612e-015
5.55102e-008,3.91837e-007,8.67299e-015
5.55102e-008,3.97959e-007,9.58467e-015
5.55102e-008,4.04082e-007,1.02472e-014
5.55102e-008,4.10204e-007,1.08515e-014
5.55102e-008,4.16327e-007,1.16509e-014
5.55102e-008,4.22449e-007,1.2083e-014
5.55102e-008,4.28571e-007,1.29846e-014
5.55102e-008,4.34694e-007,1.36797e-014
5.55102e-008,4.40816e-007,1.44687e-014
5.55102e-008,4.46939e-007,1.51324e-014
5.55102e-008,4.53061e-007,1.60117e-014
5.55102e-008,4.59184e-007,1.67214e-014
5.55102e-008,4.65306e-007,1.73812e-014
5.55102e-008,4.71429e-007,1.82719e-014
5.55102e-008,4.77551e-007,1.91711e-014
5.55102e-008,4.83673e-007,2.01211e-014
5.55102e-008,4.89796e-007,2.06428e-014
5.55102e-008,4.95918e-007,2.14865e-014
5.55102e-008,5.02041e-007,2.22331e-014
5.55102e-008,5.08163e-007,2.30702e-014
5.55102e-008,5.14286e-007,2.37871e-014
5.55102e-008,5.20408e-007,2.47072e-014
5.55102e-008,5.26531e-007,2.52426e-014
5.55102e-008,5.32653e-007,2.61926e-014
5.55102e-008,5.38776e-007,2.69262e-014
5.55102e-008,5.44898e-007,2.73855e-014
5.55102e-008,5.5102e-007,2.85153e-014
5.55102e-008,5.57143e-007,2.93744e-014
5.55102e-008,5.63265e-007,3.00133e-014
5.55102e-008,5.69388e-007,3.07644e-014
5.55102e-008,5.7551e-007,3.1402e-014
5.55102e-008,5.81633e-007,3.20197e-014
5.55102e-008,5.87755e-007,3.29891e-014
5.55102e-008,5.93878e-007,3.37559e-014
5.55102e-008,6e-007,3.43388e-014
5.63265e-008,3e-007,2.27587e-015
5.63265e-008,3.06122e-007,2.61747e-015
5.63265e-008,3.12245e-007,2.90604e-015
5.63265e-008,3.18367e-007,3.15048e-015
5.63265e-008,3.2449e-007,3.61874e-015
5.63265e-008,3.30612e-007,4.01214e-015
5.63265e-008,3.36735e-007,4.38845e-015
5.63265e-008,3.42857e-007,4.89951e-015
5.63265e-008,3.4898e-007,5.28039e-015
5.63265e-008,3.55102e-007,5.63946e-015
5.63265e-008,3.61224e-007,6.25967e-015
5.63265e-008,3.67347e-007,6.95817e-015
5.63265e-008,3.73469e-007,7.40596e-015
5.63265e-008,3.79592e-007,7.95973e-015
5.63265e-008,3.85714e-007,8.38184e-015
5.63265e-008,3.91837e-007,8.97741e-015
5.63265e-008,3.97959e-007,9.91565e-015
5.63265e-008,4.04082e-007,1.0576e-014
5.63265e-008,4.10204e-007,1.11828e-014
5.63265e-008,4.16327e-007,1.19908e-014
5.63265e-008,4.22449e-007,1.24097e-014
5.63265e-008,4.28571e-007,1.33086e-014
5.63265e-008,4.34694e-007,1.4009e-014
5.63265e-008,4.40816e-007,1.47862e-014
5.63265e-008,4.46939e-007,1.54432e-014
5.63265e-008,4.53061e-007,1.63103e-014
5.63265e-008,4.59184e-007,1.70232e-014
5.63265e-008,4.65306e-007,1.76771e-014
5.63265e-008,4.71429e-007,1.85542e-014
5.63265e-008,4.77551e-007,1.94286e-014
5.63265e-008,4.83673e-007,2.03552e-014
5.63265e-008,4.89796e-007,2.0862e-014
5.63265e-008,4.95918e-007,2.16883e-014
5.63265e-008,5.02041e-007,2.24342e-014
5.63265e-008,5.08163e-007,2.32496e-014
5.63265e-008,5.14286e-007,2.39505e-014
5.63265e-008,5.20408e-007,2.48509e-014
5.63265e-008,5.26531e-007,2.53641e-014
5.63265e-008,5.32653e-007,2.63039e-014
5.63265e-008,5.38776e-007,2.70002e-014
5.63265e-008,5.44898e-007,2.74549e-014
5.63265e-008,5.5102e-007,2.85544e-014
5.63265e-008,5.57143e-007,2.93986e-014
5.63265e-008,5.63265e-007,3.00298e-014
5.63265e-008,5.69388e-007,3.07498e-014
5.63265e-008,5.7551e-007,3.13818e-014
5.63265e-008,5.81633e-007,3.199e-014
5.63265e-008,5.87755e-007,3.2951e-014
5.63265e-008,5.93878e-007,3.36889e-014
5.63265e-008,6e-007,3.42659e-014
5.71429e-008,3e-007,2.37628e-015
5.71429e-008,3.06122e-007,2.72868e-015
5.71429e-008,3.12245e-007,3.0219e-015
5.71429e-008,3.18367e-007,3.27776e-015
5.71429e-008,3.2449e-007,3.75717e-015
5.71429e-008,3.30612e-007,4.16135e-015
5.71429e-008,3.36735e-007,4.54808e-015
5.71429e-008,3.42857e-007,5.0601e-015
5.71429e-008,3.4898e-007,5.45616e-015
5.71429e-008,3.55102e-007,5.82346e-015
5.71429e-008,3.61224e-007,6.44129e-015
5.71429e-008,3.67347e-007,7.15595e-015
5.71429e-008,3.73469e-007,7.6023e-015
5.71429e-008,3.79592e-007,8.16503e-015
5.71429e-008,3.85714e-007,8.591e-015
5.71429e-008,3.91837e-007,9.17701e-015
5.71429e-008,3.97959e-007,1.01221e-014
5.71429e-008,4.04082e-007,1.07837e-014
5.71429e-008,4.10204e-007,1.13793e-014
5.71429e-008,4.16327e-007,1.21897e-014
5.71429e-008,4.22449e-007,1.2594e-014
5.71429e-008,4.28571e-007,1.34846e-014
5.71429e-008,4.34694e-007,1.41899e-014
5.71429e-008,4.40816e-007,1.49483e-014
5.71429e-008,4.46939e-007,1.55842e-014
5.71429e-008,4.53061e-007,1.64304e-014
5.71429e-008,4.59184e-007,1.71414e-014
5.71429e-008,4.65306e-007,1.77883e-014
5.71429e-008,4.71429e-007,1.86404e-014
5.71429e-008,4.77551e-007,1.94938e-014
5.71429e-008,4.83673e-007,2.04071e-014
5.71429e-008,4.89796e-007,2.08982e-014
5.71429e-008,4.95918e-007,2.16965e-014
5.71429e-008,5.02041e-007,2.24216e-014
5.71429e-008,5.08163e-007,2.32195e-014
5.71429e-008,5.14286e-007,2.39003e-014
5.71429e-008,5.20408e-007,2.47899e-014
5.71429e-008,5.26531e-007,2.52753e-014
5.71429e-008,5.32653e-007,2.6205e-014
5.71429e-008,5.38776e-007,2.68773e-014
5.71429e-008,5.44898e-007,2.73169e-014
5.71429e-008,5.5102e-007,2.83847e-014
5.71429e-008,5.57143e-007,2.92123e-014
5.71429e-008,5.63265e-007,2.98247e-014
5.71429e-008,5.69388e-007,3.05127e-014
5.71429e-008,5.7551e-007,3.11469e-014
5.71429e-008,5.81633e-007,3.17497e-014
5.71429e-008,5.87755e-007,3.2686e-014
5.71429e-008,5.93878e-007,3.34179e-014
5.71429e-008,6e-007,3.39886e-014
5.79592e-008,3e-007,2.45585e-015
5.79592e-008,3.06122e-007,2.81928e-015
5.79592e-008,3.12245e-007,3.11653e-015
5.79592e-008,3.18367e-007,3.38038e-015
5.79592e-008,3.2449e-007,3.86691e-015
5.79592e-008,3.30612e-007,4.27934e-015
5.79592e-008,3.36735e-007,4.67172e-015
5.79592e-008,3.42857e-007,5.1848e-015
5.79592e-008,3.4898e-007,5.5895e-015
5.79592e-008,3.55102e-007,5.95976e-015
5.79592e-008,3.61224e-007,6.57897e-015
5.79592e-008,3.67347e-007,7.29616e-015
5.79592e-008,3.73469e-007,7.74182e-015
5.79592e-008,3.79592e-007,8.30925e-015
5.79592e-008,3.85714e-007,8.73845e-015
5.79592e-008,3.91837e-007,9.31841e-015
5.79592e-008,3.97959e-007,1.02578e-014
5.79592e-008,4.04082e-007,1.09134e-014
5.79592e-008,4.10204e-007,1.14999e-014
5.79592e-008,4.16327e-007,1.22979e-014
5.79592e-008,4.22449e-007,1.27027e-014
5.79592e-008,4.28571e-007,1.3579e-014
5.79592e-008,4.34694e-007,1.42829e-014
5.79592e-008,4.40816e-007,1.50192e-014
5.79592e-008,4.46939e-007,1.56374e-014
5.79592e-008,4.53061e-007,1.64716e-014
5.79592e-008,4.59184e-007,1.71628e-014
5.79592e-008,4.65306e-007,1.77975e-014
5.79592e-008,4.71429e-007,1.86228e-014
5.79592e-008,4.77551e-007,1.9462e-014
5.79592e-008,4.83673e-007,2.03641e-014
5.79592e-008,4.89796e-007,2.08412e-014
5.79592e-008,4.95918e-007,2.16128e-014
5.79592e-008,5.02041e-007,2.23124e-014
5.79592e-008,5.08163e-007,2.30908e-014
5.79592e-008,5.14286e-007,2.37559e-014
5.79592e-008,5.20408e-007,2.46171e-014
5.79592e-008,5.26531e-007,2.50929e-014
5.79592e-008,5.32653e-007,2.5993e-014
5.79592e-008,5.38776e-007,2.667e-014
5.79592e-008,5.44898e-007,2.7085e-014
5.79592e-008,5.5102e-007,2.81327e-014
5.79592e-008,5.57143e-007,2.89391e-014
5.79592e-008,5.63265e-007,2.95346e-014
5.79592e-008,5.69388e-007,3.02029e-014
5.79592e-008,5.7551e-007,3.08363e-014
5.79592e-008,5.81633e-007,3.14234e-014
5.79592e-008,5.87755e-007,3.23448e-014
5.79592e-008,5.93878e-007,3.3067e-014
5.79592e-008,6e-007,3.36287e-014
5.87755e-008,3e-007,2.52669e-015
5.87755e-008,3.06122e-007,2.89939e-015
5.87755e-008,3.12245e-007,3.20285e-015
5.87755e-008,3.18367e-007,3.47338e-015
5.87755e-008,3.2449e-007,3.96552e-015
5.87755e-008,3.30612e-007,4.38212e-015
5.87755e-008,3.36735e-007,4.78188e-015
5.87755e-008,3.42857e-007,5.2972e-015
5.87755e-008,3.4898e-007,5.70773e-015
5.87755e-008,3.55102e-007,6.08004e-015
5.87755e-008,3.61224e-007,6.70334e-015
5.87755e-008,3.67347e-007,7.41935e-015
5.87755e-008,3.73469e-007,7.86399e-015
5.87755e-008,3.79592e-007,8.43218e-015
5.87755e-008,3.85714e-007,8.86005e-015
5.87755e-008,3.91837e-007,9.43815e-015
5.87755e-008,3.97959e-007,1.0375e-014
5.87755e-008,4.04082e-007,1.10148e-014
5.87755e-008,4.10204e-007,1.16006e-014
5.87755e-008,4.16327e-007,1.23814e-014
5.87755e-008,4.22449e-007,1.27871e-014
5.87755e-008,4.28571e-007,1.36502e-014
5.87755e-008,4.34694e-007,1.43423e-014
5.87755e-008,4.40816e-007,1.50632e-014
5.87755e-008,4.46939e-007,1.56729e-014
5.87755e-008,4.53061e-007,1.64964e-014
5.87755e-008,4.59184e-007,1.71665e-014
